"type","purity","purity_c1","purity_c2","improvement","improvement_c1","improvement_c2"
"NormalClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 0 _ 1 _KMeansClustering",0.55050505050505,0.511819484240688,0.837765957446808,-0.342857142857156,-48.8180515759312,66.6184456512062
"NN_ 0 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 0 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 0 _ 4 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 0 _ 5 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 0 _ 6 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 0 _ 7 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 0 _ 8 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 0 _ 9 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 0 _ 10 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 1 _ 1 _KMeansClustering",0.468434343434343,1,0.459910198845414,-15.2,0,-8.53110968569597
"NN_ 1 _ 2 _KMeansClustering",0.560606060606061,0.625287356321839,0.515297906602254,1.48571428571427,-37.4712643678161,2.48463247068544
"NN_ 1 _ 3 _KMeansClustering",0.552083333333333,0.502628811777077,1,-0.0571428571428556,-49.7371188222923,98.884239888424
"NN_ 1 _ 4 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 1 _ 5 _KMeansClustering",0.545138888888889,0.498772360575237,0.962145110410095,-1.31428571428573,-50.1227639424763,91.3554989462754
"NN_ 1 _ 6 _KMeansClustering",0.549558080808081,0.501224204267226,0.996763754045307,-0.514285714285734,-49.8775795732774,98.240601571633
"NN_ 1 _ 7 _KMeansClustering",0.55145202020202,0.502276707530648,1,-0.171428571428578,-49.7723292469352,98.884239888424
"NN_ 1 _ 8 _KMeansClustering",0.549558080808081,0.501223348479553,1,-0.514285714285734,-49.8776651520447,98.884239888424
"NN_ 1 _ 9 _KMeansClustering",0.55050505050505,0.501749475157453,1,-0.342857142857156,-49.8250524842547,98.884239888424
"NN_ 1 _ 10 _KMeansClustering",0.552083333333333,0.502981410031568,0.993690851735016,-0.0571428571428556,-49.7018589968432,97.6294497313992
"NN_ 2 _ 1 _KMeansClustering",0.50915404040404,1,0.479759116761459,-7.82857142857143,0,-4.58347273335565
"NN_ 2 _ 2 _KMeansClustering",0.772727272727273,0.983916745506149,0.666982472761724,39.8857142857143,-1.60832544938505,32.652302114117
"NN_ 2 _ 3 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 2 _ 4 _KMeansClustering",0.552083333333333,0.996845425867508,0.502630655910207,-0.0571428571428556,-0.315457413249209,-0.0346840546785132
"NN_ 2 _ 5 _KMeansClustering",0.550820707070707,0.501926444833625,0.996805111821086,-0.285714285714289,-49.8073555166375,98.2488269814322
"NN_ 2 _ 6 _KMeansClustering",0.550189393939394,0.993610223642173,0.501576182136602,-0.400000000000011,-0.638977635782745,-0.244402269624122
"NN_ 2 _ 7 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 2 _ 8 _KMeansClustering",0.550189393939394,0.501573976915005,1,-0.400000000000011,-49.8426023084995,98.884239888424
"NN_ 2 _ 9 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 2 _ 10 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 3 _ 1 _KMeansClustering",0.788510101010101,0.87900641025641,0.7296875,42.7428571428571,-12.099358974359,45.1233437935844
"NN_ 3 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 3 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 3 _ 4 _KMeansClustering",0.55145202020202,0.502281502281502,0.990595611285266,-0.171428571428578,-49.7718497718498,97.0138551872789
"NN_ 3 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 3 _ 6 _KMeansClustering",0.552083333333333,1,0.502628811777077,-0.0571428571428556,0,-0.0350508236943714
"NN_ 3 _ 7 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 3 _ 8 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 3 _ 9 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 3 _ 10 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 4 _ 1 _KMeansClustering",0.79040404040404,0.919585987261146,0.705543933054393,43.0857142857143,-8.04140127388535,40.3215688334121
"NN_ 4 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 4 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 4 _ 4 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 4 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 4 _ 6 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 4 _ 7 _KMeansClustering",0.55145202020202,1,0.502276707530648,-0.171428571428578,0,-0.10507880910684
"NN_ 4 _ 8 _KMeansClustering",0.550820707070707,1,0.501925096254813,-0.285714285714289,0,-0.175008750437533
"NN_ 4 _ 9 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 4 _ 10 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 1 _KMeansClustering",0.552083333333333,1,0.502628811777077,-0.0571428571428556,0,-0.0350508236943714
"NN_ 5 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 4 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 5 _ 5 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 5 _ 6 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 7 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 8 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 9 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 5 _ 10 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 1 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 4 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 6 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 6 _ 7 _KMeansClustering",0.552083333333333,0.502628811777077,1,-0.0571428571428556,-49.7371188222923,98.884239888424
"NN_ 6 _ 8 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 6 _ 9 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 6 _ 10 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 7 _ 1 _KMeansClustering",0.552083333333333,1,0.502628811777077,-0.0571428571428556,0,-0.0350508236943714
"NN_ 7 _ 2 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 7 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 7 _ 4 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 7 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 7 _ 6 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 7 _ 7 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 7 _ 8 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 7 _ 9 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 7 _ 10 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 8 _ 1 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 8 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 8 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 8 _ 4 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 8 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 8 _ 6 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 8 _ 7 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 8 _ 8 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 8 _ 9 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 8 _ 10 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 9 _ 1 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 9 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 9 _ 3 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 9 _ 4 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 9 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 9 _ 6 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 9 _ 7 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 9 _ 8 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 9 _ 9 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 9 _ 10 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 10 _ 1 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 10 _ 2 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 10 _ 3 _KMeansClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 10 _ 4 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 10 _ 5 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
"NN_ 10 _ 6 _KMeansClustering",0.55239898989899,0.502805049088359,1,0,-49.7194950911641,98.884239888424
