"type","purity","purity_c1","purity_c2","improvement","improvement_c1","improvement_c2"
"NN_ 1 _ 6 _KMeansClustering",0.80334595959596,0.74218349564326,0.90139687756779,27.3136568284142,13.4743361107464,46.5552388614991
"NN_ 1 _ 7 _KMeansClustering",0.836805555555556,0.875089221984297,0.806451612903226,32.6163081540771,33.7946331133016,31.1183915770609
"NN_ 1 _ 8 _KMeansClustering",0.581123737373737,0.581805838424983,0.580530973451327,-7.90395197598799,-11.0462147862629,-5.61332350049165
"NN_ 1 _ 9 _KMeansClustering",0.764520202020202,0.862433862433862,0.709931170108161,21.1605802901451,31.8597227688137,15.4254411122037
"NN_ 1 _ 10 _KMeansClustering",0.820391414141414,0.76498673740053,0.901792673421668,30.0150075037519,16.9607821645439,46.6195900450333
"NN_ 2 _ 1 _KMeansClustering",0.862058080808081,0.835608308605341,0.892110586648685,36.6183091545773,27.7582951173456,45.0454104855023
"NN_ 2 _ 2 _KMeansClustering",0.835227272727273,0.787678767876788,0.899259259259259,32.3661830915458,20.4302248406659,46.2076903292181
"NN_ 2 _ 3 _KMeansClustering",0.814393939393939,0.763724434876211,0.886259541984733,29.0645322661331,16.7677854976025,44.0941078244275
"NN_ 2 _ 4 _KMeansClustering",0.837121212121212,0.802646720368239,0.879020979020979,32.6663331665833,22.7187134447308,42.917212995338
"NN_ 2 _ 5 _KMeansClustering",0.866477272727273,0.841383422778772,0.894701542588867,37.3186593296648,28.6412671190684,45.4666657351517
"NN_ 2 _ 6 _KMeansClustering",0.86300505050505,0.840336134453782,0.88814913448735,36.7683841920961,28.4811445239253,44.4013306332298
"NN_ 2 _ 7 _KMeansClustering",0.840277777777778,0.798314606741573,0.894092219020173,33.1665832916458,22.0563654935463,45.367597762568
"NN_ 2 _ 8 _KMeansClustering",0.851010101010101,0.81350114416476,0.897183098591549,34.8674337168584,24.3782741078352,45.8701339984351
"NN_ 2 _ 9 _KMeansClustering",0.858901515151515,0.827586206896552,0.895676046671242,36.1180590295148,26.5317754345967,45.625107240906
"NN_ 2 _ 10 _KMeansClustering",0.865214646464647,0.838174273858921,0.896016205266712,37.1185592796398,28.150612118926,45.6804125403256
"NN_ 3 _ 1 _KMeansClustering",0.832386363636364,0.784733662822625,0.896807720861173,31.9159579789895,19.9799401836245,45.8091025323765
"NN_ 3 _ 2 _KMeansClustering",0.817866161616162,0.763704097924428,0.896819239720714,29.6148074037019,16.7646761289415,45.8109753469528
"NN_ 3 _ 3 _KMeansClustering",0.815025252525252,0.761727078891258,0.892414860681115,29.1645822911456,16.46240462387,45.0948814284486
"NN_ 3 _ 4 _KMeansClustering",0.803661616161616,0.746097814776275,0.892455858747994,27.3636818409205,14.0728063914139,45.1015471731764
"NN_ 3 _ 5 _KMeansClustering",0.840593434343434,0.79876335019674,0.894168466522678,33.2166083041521,22.12497503008,45.379994600432
"NN_ 3 _ 6 _KMeansClustering",0.860164141414141,0.829525483304042,0.89596167008898,36.3181590795398,26.8282763729321,45.6715458399878
"NN_ 3 _ 7 _KMeansClustering",0.578598484848485,0.579958819492107,0.577440093512566,-8.30415207603801,-11.3286102429423,-6.11585979609066
"NN_ 3 _ 8 _KMeansClustering",0.601325757575758,0.617217524980784,0.590251740760579,-4.70235117558778,-5.63203130459088,-4.03285499613164
"NN_ 3 _ 9 _KMeansClustering",0.814078282828283,0.756685894074463,0.900872323552736,29.0145072536268,15.691644961798,46.4699532998502
"NN_ 3 _ 10 _KMeansClustering",0.81155303030303,0.753260302556077,0.90087929656275,28.6143071535768,15.1678974982432,46.4710870192734
"NN_ 4 _ 1 _KMeansClustering",0.864267676767677,0.841947115384615,0.888962765957447,36.9684842421211,28.727451525747,44.5336163748522
"NN_ 4 _ 2 _KMeansClustering",0.836805555555556,0.79243183082916,0.894967177242888,32.6163081540771,21.1569328127228,45.5098544249939
"NN_ 4 _ 3 _KMeansClustering",0.603219696969697,0.617892342683851,0.592752839372634,-4.40220110055026,-5.5288566970971,-3.62620936241812
"NN_ 4 _ 4 _KMeansClustering",0.642045454545455,0.692375886524823,0.61421568627451,1.75087543771888,5.85912314635719,-0.136633646514162
"NN_ 4 _ 5 _KMeansClustering",0.615530303030303,0.631777108433735,0.603804347826087,-2.45122561280641,-3.40597928905706,-1.82937990640097
"NN_ 4 _ 6 _KMeansClustering",0.869633838383838,0.853643600734844,0.886644951140065,37.8189094547274,30.5157571371455,44.1567702678248
"NN_ 4 _ 7 _KMeansClustering",0.660353535353535,0.687786259541985,0.641011840688913,4.65232616308155,5.15740331840262,4.22006750089701
"NN_ 4 _ 8 _KMeansClustering",0.575441919191919,0.575084175084175,0.575757575757576,-8.80440220110054,-12.0739071152294,-6.38941498316499
"NN_ 4 _ 9 _KMeansClustering",0.865214646464647,0.840597014925373,0.892833221701273,37.1185592796398,28.5210312075984,45.162901410285
"NN_ 4 _ 10 _KMeansClustering",0.692866161616162,0.777260018639329,0.64964200477327,9.80490245122563,18.8372755770875,5.62321831079289
"NN_ 5 _ 1 _KMeansClustering",0.866161616161616,0.844163658243081,0.890438247011952,37.2686343171586,29.0663444421239,44.773510126162
"NN_ 5 _ 2 _KMeansClustering",0.798611111111111,0.744479495268139,0.879936808846761,26.5632816408204,13.8253773757072,43.0661148411444
"NN_ 5 _ 3 _KMeansClustering",0.628472222222222,0.65166795965865,0.612559872272485,-0.400200100050019,-0.36481608524771,-0.405847155697492
"NN_ 5 _ 4 _KMeansClustering",0.867739898989899,0.846710923355462,0.890800794176042,37.5187593796898,29.455802331207,44.8324555114347
"NN_ 5 _ 5 _KMeansClustering",0.85479797979798,0.83054892601432,0.882037533512064,35.4677338669335,26.9847531509497,43.4076649538278
"NN_ 5 _ 6 _KMeansClustering",0.851957070707071,0.82190978324546,0.887063655030801,35.0175087543772,25.6638924796778,44.2248459958932
"NN_ 5 _ 7 _KMeansClustering",0.862689393939394,0.841470765521398,0.886017229953612,36.7183591795898,28.6546211747593,44.0547110853398
"NN_ 5 _ 8 _KMeansClustering",0.534722222222222,0.529375,0.540178571428571,-15.2576288144072,-19.0625,-12.1740916418651
"NN_ 5 _ 9 _KMeansClustering",0.841224747474748,0.802041973908111,0.890391459074733,33.3166583291646,22.6262522090914,44.765903024911
"NN_ 5 _ 10 _KMeansClustering",0.851957070707071,0.822287390029325,0.886534518113466,35.0175087543772,25.7216257482853,44.1388153148022
"NN_ 6 _ 1 _KMeansClustering",0.86300505050505,0.8375,0.891801075268817,36.7683841920961,28.047520661157,44.9950880189665
"NN_ 6 _ 2 _KMeansClustering",0.685921717171717,0.71787072243346,0.663248785752833,8.70435217608805,9.75709392577695,7.83550136415421
"NN_ 6 _ 3 _KMeansClustering",0.726010101010101,0.74822695035461,0.708191126279863,15.0575287643822,14.3983353847957,15.142532944634
"NN_ 6 _ 4 _KMeansClustering",0.706123737373737,0.742205323193916,0.680518078791149,11.9059529764882,13.477673380888,10.6432605534568
"NN_ 6 _ 5 _KMeansClustering",0.799242424242424,0.738485158648925,0.897034596375618,26.6633316658329,12.9088878926043,45.8459894975288
"NN_ 6 _ 6 _KMeansClustering",0.816603535353535,0.769524849808848,0.881077038145101,29.4147073536768,17.6546257972205,43.2515010803623
"NN_ 6 _ 7 _KMeansClustering",0.856060606060606,0.825146198830409,0.892318244170096,35.6678339169585,26.1587163501039,45.0791728585581
"NN_ 6 _ 8 _KMeansClustering",0.801767676767677,0.744282744282744,0.890675241157556,27.063531765883,13.7952956134774,44.8120422472311
"NN_ 6 _ 9 _KMeansClustering",0.725378787878788,0.736129905277402,0.715976331360947,14.9574787393697,12.5487871705119,16.4083045693622
"NN_ 6 _ 10 _KMeansClustering",0.83364898989899,0.786776859504132,0.896526237989653,32.1160580290145,20.2923297588963,45.7633371314774
"NN_ 7 _ 1 _KMeansClustering",0.848484848484849,0.813003452243959,0.891608391608392,34.4672336168084,24.3021807149854,44.9637601981352
"NN_ 7 _ 2 _KMeansClustering",0.582070707070707,0.585674157303371,0.579128440366973,-7.75387693846923,-10.4547776023772,-5.84135687436289
"NN_ 7 _ 3 _KMeansClustering",0.546401515151515,0.544832306639288,0.547744581136497,-13.4067033516758,-16.6991927865551,-10.9439582926512
"NN_ 7 _ 4 _KMeansClustering",0.61584595959596,0.638735177865613,0.600630583289543,-2.40120060030015,-2.34214222715839,-2.3453921439832
"NN_ 7 _ 5 _KMeansClustering",0.643623737373737,0.661278471711977,0.63032650802435,2.00100050025014,1.10455972455838,2.48277339666727
"NN_ 7 _ 6 _KMeansClustering",0.82165404040404,0.771521386031402,0.891748675246026,30.2151075537769,17.9598813353797,44.9865684666498
"NN_ 7 _ 7 _KMeansClustering",0.586805555555556,0.593637020968908,0.581512605042017,-7.00350175087543,-9.23731497582809,-5.45372315592904
"NN_ 7 _ 8 _KMeansClustering",0.802714646464647,0.744935064935065,0.892196299275945,27.2136068034017,13.8950305892455,45.0593462277644
"NN_ 7 _ 9 _KMeansClustering",0.815656565656566,0.763101604278075,0.891371340523883,29.2646323161581,16.6725593317718,44.9252188195514
"NN_ 7 _ 10 _KMeansClustering",0.813762626262626,0.803726708074534,0.82413350449294,28.9644822411206,22.8838355320569,33.9932338468121
"NN_ 8 _ 1 _KMeansClustering",0.845959595959596,0.806469920544835,0.895448079658606,34.0670335167584,23.3032523147062,45.5880428125494
"NN_ 8 _ 2 _KMeansClustering",0.763888888888889,0.719957081545064,0.826687116564417,21.0605302651326,10.0760827155677,34.4084174761418
"NN_ 8 _ 3 _KMeansClustering",0.585227272727273,0.591763005780347,0.580156950672646,-7.2536268134067,-9.52383795920317,-5.67413466928253
"NN_ 8 _ 4 _KMeansClustering",0.812184343434343,0.758639021796917,0.89044289044289,28.7143571785893,15.9902636631649,44.7742650867651
"NN_ 8 _ 5 _KMeansClustering",0.782512626262626,0.717037037037037,0.898512685914261,24.0120060030015,9.62962962962963,46.0863073539419
"NN_ 8 _ 6 _KMeansClustering",0.833333333333333,0.787292817679558,0.894698085419735,32.0660330165083,20.3712159262134,45.4661036450663
"NN_ 8 _ 7 _KMeansClustering",0.862689393939394,0.839424805272618,0.888592394929953,36.7183591795898,28.3418090706069,44.4733989326217
"NN_ 8 _ 8 _KMeansClustering",0.58459595959596,0.573341094295693,0.597931034482759,-7.35367683841921,-12.3404112027247,-2.78430316091954
"NN_ 8 _ 9 _KMeansClustering",0.826073232323232,0.785513756316676,0.878154289834174,30.9154577288645,20.0992106765166,42.7763007690459
"NN_ 8 _ 10 _KMeansClustering",0.671085858585859,0.693667157584683,0.65414364640884,6.35317658829415,6.0565488869144,6.35512584407611
"NN_ 9 _ 1 _KMeansClustering",0.843434343434343,0.803854875283447,0.893162393162393,33.6668334167084,22.9034313449898,45.2164203466287
"NN_ 9 _ 2 _KMeansClustering",0.630366161616162,0.663374485596708,0.609831029185868,-0.100050025012488,1.42502465734791,-0.84952103601299
"NN_ 9 _ 3 _KMeansClustering",0.596590909090909,0.603423680456491,0.591166477916195,-5.45272636318159,-7.74100753351175,-3.88413080407701
"NN_ 9 _ 4 _KMeansClustering",0.682765151515151,0.6819650937298,0.683528685996299,8.20410205102551,4.26739036364705,11.1327455617246
"NN_ 9 _ 5 _KMeansClustering",0.854166666666667,0.827995255041518,0.883940620782726,35.367683841921,26.5943158534553,43.7170818338581
"NN_ 9 _ 6 _KMeansClustering",0.870896464646465,0.851425106124924,0.892034233048058,38.0190095047524,30.1765658124884,45.0329963974837
"NN_ 9 _ 7 _KMeansClustering",0.804924242424242,0.771118721461187,0.846751412429379,27.5637818909455,17.8983169176195,37.6706072465474
"NN_ 9 _ 8 _KMeansClustering",0.650568181818182,0.667636363636364,0.637479085331846,3.1015507753877,2.07663410969197,3.64568809258226
"NN_ 9 _ 9 _KMeansClustering",0.647727272727273,0.652702702702703,0.643364928909953,2.65132566283142,-0.206611570247928,4.60264859794628
"NN_ 9 _ 10 _KMeansClustering",0.78125,0.724243977447463,0.872637633525062,23.8119059529765,10.7315172130418,41.8793652423993
"NN_ 10 _ 1 _KMeansClustering",0.839330808080808,0.797304884896126,0.893294881038212,33.0165082541271,21.9019865337052,45.2379611271329
"NN_ 10 _ 2 _KMeansClustering",0.783143939393939,0.723945094051856,0.880099916736053,24.112056028014,10.6858201649531,43.0926340318253
"NN_ 10 _ 3 _KMeansClustering",0.622790404040404,0.647664291369755,0.606299212598425,-1.30065032516257,-0.976947187268928,-1.4237478127734
"NN_ 10 _ 4 _KMeansClustering",0.662563131313131,0.685226429101708,0.645799011532125,5.00250125062531,4.76602428414536,4.9983983159436
"NN_ 10 _ 5 _KMeansClustering",0.794507575757576,0.749320282762371,0.857035364936042,25.9129564782391,14.5654977777179,39.3426422330909
"NN_ 10 _ 6 _KMeansClustering",0.842171717171717,0.804794520547945,0.888418079096045,33.4667333666834,23.0470961168346,44.4450574780289
"NN_ 10 _ 7 _KMeansClustering",0.837752525252525,0.799431818181818,0.885653409090909,32.7663831915958,22.2271788129226,43.9955586134785
"NN_ 10 _ 8 _KMeansClustering",0.782512626262626,0.748164878599661,0.82605583392985,24.0120060030015,14.3888450751548,34.3057792491848
"NN_ 10 _ 9 _KMeansClustering",0.847537878787879,0.809116809116809,0.895258315640481,34.3171585792897,23.7079418897601,45.5571896870331
"NN_ 10 _ 10 _KMeansClustering",0.77209595959596,0.725961538461538,0.838734567901235,22.3611805902951,10.9941195168468,36.3671741040809
