"type","purity","purity_c1","purity_c2","improvement","improvement_c1","improvement_c2"
"NormalClustering",0.55239898989899,1,0.502805049088359,0,0,0
"NN_ 0 _ 1 _KMeansClustering",0.852272727272727,0.797246558197747,0.90828025477707,54.2857142857143,-20.2753441802253,80.6426280770016
"NN_ 0 _ 2 _KMeansClustering",0.869633838383838,0.787655719139298,0.972895863052782,57.4285714285714,-21.2344280860702,93.4936542138447
"NN_ 0 _ 3 _KMeansClustering",0.863320707070707,0.784148397976391,0.964722822174226,56.2857142857143,-21.5851602023609,91.8681651911362
"NN_ 0 _ 4 _KMeansClustering",0.868371212121212,0.791121229368241,0.964564138908576,57.2,-20.8878770631759,91.8366055904642
"NN_ 0 _ 5 _KMeansClustering",0.858901515151515,0.896129032258065,0.823238566131026,55.4857142857143,-10.3870967741935,63.7291764718051
"NN_ 0 _ 6 _KMeansClustering",0.856060606060606,0.811221507890123,0.908716540837337,54.9714285714286,-18.8778492109877,80.7293984984717
"NN_ 0 _ 7 _KMeansClustering",0.819444444444444,0.764609503003823,0.894540014958863,48.3428571428571,-23.5390496996177,77.9099109248729
"NN_ 0 _ 8 _KMeansClustering",0.777777777777778,0.745077168706759,0.82544608223429,40.8,-25.4922831293241,64.1682166340443
"NN_ 0 _ 9 _KMeansClustering",0.817550505050505,0.773690078037904,0.874818049490539,48,-22.6309921962096,73.9875228135994
"NN_ 0 _ 10 _KMeansClustering",0.834911616161616,0.785072951739618,0.898989898989899,51.1428571428571,-21.4927048260382,78.7949227279771
"NN_ 1 _ 1 _KMeansClustering",0.866161616161616,0.783540022547914,0.971305595408895,56.8,-21.6459977452086,93.1773750422712
"NN_ 1 _ 2 _KMeansClustering",0.862373737373737,0.796856106408706,0.933949801849406,56.1142857142857,-20.3143893591294,85.7478964347632
"NN_ 1 _ 3 _KMeansClustering",0.55239898989899,0.923976608187134,0.507430997876858,0,-7.60233918128655,0.920028308563325
"NN_ 1 _ 4 _KMeansClustering",0.547348484848485,0.527333581256973,0.659707724425887,-0.914285714285723,-47.2666418743027,31.2054693209644
"NN_ 1 _ 5 _KMeansClustering",0.867108585858586,0.797611940298507,0.945077026121902,56.9714285714286,-20.2388059701493,87.9609259762667
"NN_ 1 _ 6 _KMeansClustering",0.583333333333333,0.585466556564822,0.576407506702413,5.6,-41.4533443435177,14.638368836491
"NN_ 1 _ 7 _KMeansClustering",0.581123737373737,0.583779333058872,0.572395128552097,5.19999999999998,-41.6220666941128,13.8403700579206
"NN_ 1 _ 8 _KMeansClustering",0.849431818181818,0.79241765071473,0.908274534958307,53.7714285714286,-20.758234928527,80.6414904951946
"NN_ 1 _ 9 _KMeansClustering",0.547348484848485,0.517140773158279,0.741784037558685,-0.914285714285723,-48.2859226841721,47.5291544712253
"NN_ 1 _ 10 _KMeansClustering",0.547348484848485,0.546435452793834,0.551483420593368,-0.914285714285723,-45.3564547206166,9.68136091578005
"NN_ 2 _ 1 _KMeansClustering",0.873421717171717,0.789863325740319,0.977337110481586,58.1142857142857,-21.0136674259681,94.376948332879
"NN_ 2 _ 2 _KMeansClustering",0.854482323232323,0.78001116694584,0.951343500363108,54.6857142857143,-21.998883305416,89.2072289425094
"NN_ 2 _ 3 _KMeansClustering",0.55239898989899,0.966360856269113,0.504751847940866,0,-3.36391437308868,0.387187609996476
"NN_ 2 _ 4 _KMeansClustering",0.775883838383838,0.785077951002227,0.763848396501458,40.4571428571428,-21.4922048997773,51.9174077281839
"NN_ 2 _ 5 _KMeansClustering",0.721275252525252,0.716099542915185,0.72977481234362,30.5714285714286,-28.3900457084815,45.140708842678
"NN_ 2 _ 6 _KMeansClustering",0.871843434343434,0.789805269186712,0.972573839662447,57.8285714285714,-21.0194730813288,93.4296088366317
"NN_ 2 _ 7 _KMeansClustering",0.863636363636364,0.777903043968433,0.972740315638451,56.3428571428571,-22.2096956031567,93.4627182845788
"NN_ 2 _ 8 _KMeansClustering",0.785353535353535,0.79875283446712,0.768518518518518,42.1714285714286,-20.124716553288,52.8462213957332
"NN_ 2 _ 9 _KMeansClustering",0.763573232323232,0.768100163309744,0.75732531930879,38.2285714285714,-23.1899836690256,50.6200704789868
"NN_ 2 _ 10 _KMeansClustering",0.70675505050505,0.699356116889549,0.719756309834639,27.9428571428571,-30.0643883110451,43.1481865863591
"NN_ 3 _ 1 _KMeansClustering",0.872790404040404,0.788636363636364,0.977982954545455,58,-21.1363636363636,94.5053965386078
"NN_ 3 _ 2 _KMeansClustering",0.861426767676768,0.809744779582367,0.923130193905817,55.9428571428571,-19.0255220417633,83.5960469330119
"NN_ 3 _ 3 _KMeansClustering",0.857323232323232,0.772425249169435,0.969897209985316,55.2,-22.7574750830565,92.8972693778326
"NN_ 3 _ 4 _KMeansClustering",0.860164141414141,0.836428999400839,0.886591060707138,55.7142857142857,-16.3571000599161,76.3289892006107
"NN_ 3 _ 5 _KMeansClustering",0.856376262626263,0.768426842684268,0.974814814814815,55.0285714285714,-23.1573157315732,93.8753034764192
"NN_ 3 _ 6 _KMeansClustering",0.862058080808081,0.840168878166466,0.886092715231788,56.0571428571428,-15.9831121833534,76.2298761395439
"NN_ 3 _ 7 _KMeansClustering",0.86395202020202,0.77752808988764,0.97478386167147,56.4,-22.247191011236,93.8691473840329
"NN_ 3 _ 8 _KMeansClustering",0.867424242424242,0.779708520179372,0.980491329479769,57.0285714285714,-22.0291479820628,95.0042727807741
"NN_ 3 _ 9 _KMeansClustering",0.840593434343434,0.878446115288221,0.802162849872774,52.1714285714286,-12.1553884711779,59.5375486636785
"NN_ 3 _ 10 _KMeansClustering",0.85290404040404,0.783905458638154,0.941049604601007,54.4,-21.6094541361846,87.1599353083731
"NN_ 4 _ 1 _KMeansClustering",0.871212121212121,0.789863325740319,0.972379603399433,57.7142857142857,-21.0136674259681,93.3909783051035
"NN_ 4 _ 2 _KMeansClustering",0.84469696969697,0.898326898326898,0.793060718711276,52.9142857142857,-10.1673101673102,57.7272782262594
"NN_ 4 _ 3 _KMeansClustering",0.839646464646465,0.773730684326711,0.927728613569322,52,-22.6269315673289,84.5106001324759
"NN_ 4 _ 4 _KMeansClustering",0.837436868686869,0.79874213836478,0.885130373502466,51.6,-20.125786163522,76.0384815361949
"NN_ 4 _ 5 _KMeansClustering",0.862058080808081,0.899484536082474,0.826113861386139,56.0571428571428,-10.0515463917526,64.301027383073
"NN_ 4 _ 6 _KMeansClustering",0.849116161616162,0.907263294422827,0.793972939729397,53.7142857142857,-9.27367055771725,57.9087046100586
"NN_ 4 _ 7 _KMeansClustering",0.868055555555556,0.789772727272727,0.965909090909091,57.1428571428571,-21.0227272727273,92.1040953467731
"NN_ 4 _ 8 _KMeansClustering",0.850063131313131,0.895378690629012,0.806211180124224,53.8857142857143,-10.4621309370988,60.3426977485555
"NN_ 4 _ 9 _KMeansClustering",0.847853535353535,0.905966277561608,0.792742927429274,53.4857142857143,-9.40337224383917,57.6640745486953
"NN_ 4 _ 10 _KMeansClustering",0.847853535353535,0.815697674418605,0.886049723756906,53.4857142857143,-18.4302325581395,76.2213258127403
"NN_ 5 _ 1 _KMeansClustering",0.868055555555556,0.789982925441093,0.965272856130404,57.1428571428571,-21.0017074558907,91.9775582764234
"NN_ 5 _ 2 _KMeansClustering",0.864583333333333,0.833433193529059,0.899266177451634,56.5142857142857,-16.6566806470941,78.8498701598369
"NN_ 5 _ 3 _KMeansClustering",0.85290404040404,0.768426842684268,0.966666666666667,54.4,-23.1573157315732,92.2547652254765
"NN_ 5 _ 4 _KMeansClustering",0.857007575757576,0.852599388379205,0.861709067188519,55.1428571428571,-14.7400611620795,71.3803528327515
"NN_ 5 _ 5 _KMeansClustering",0.856376262626263,0.770890979524073,0.969875091844232,55.0285714285714,-22.9109020475927,92.8928704281555
"NN_ 5 _ 6 _KMeansClustering",0.86584595959596,0.804537521815009,0.938578329882678,56.7428571428571,-19.5462478184991,86.6684377144628
"NN_ 5 _ 7 _KMeansClustering",0.828914141414141,0.748400852878465,0.945820433436533,50.0571428571428,-25.1599147121535,88.1087779749645
"NN_ 5 _ 8 _KMeansClustering",0.823863636363636,0.733473242392445,0.960380348652932,49.1428571428571,-26.6526757607555,91.004515645618
"NN_ 5 _ 9 _KMeansClustering",0.851325757575758,0.900970873786408,0.804066543438078,54.1142857142857,-9.90291262135923,59.9161633113945
"NN_ 5 _ 10 _KMeansClustering",0.829545454545455,0.769273127753304,0.910502958579882,50.1714285714286,-23.0726872246696,81.0846888333209
"NN_ 6 _ 1 _KMeansClustering",0.867108585858586,0.789533560864619,0.963829787234043,56.9714285714286,-21.0466439135381,91.6905546158639
"NN_ 6 _ 2 _KMeansClustering",0.861742424242424,0.817913965822039,0.912304554724677,56,-18.2086034177961,81.4429979131645
"NN_ 6 _ 3 _KMeansClustering",0.845643939393939,0.785834738617201,0.922246220302376,53.0857142857143,-21.4165261382799,83.42023851481
