"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","label"
0.999999992387462,-0.170997845701408,-0.999909300104809,0.919269437660651,0.967524791569577,-0.999339247025576,0.998739582993211,-0.649034170970654,-0.341009739470973,-0.939491354956188,-0.868083862854592,0.530413159830765,0.356523169722813,-0.725163781663143,0.103325835670545,"2"
0.999999999581949,0.573542355416219,-0.99998065979657,0.999426000235235,0.961330972444998,-0.999982188311317,0.999990696353815,-0.546607852869107,-0.406703088564821,-0.946462403739625,-0.894369362733892,0.540940516324407,0.531488795560237,-0.658586870816942,0.124986179968162,"2"
0.999999999958041,0.960403028182698,-0.999590734301278,0.999931376279405,0.962763763888537,-0.999988156106553,0.999999922849227,-0.473225357068122,-0.447099163932519,-0.948688827030364,-0.907194351008517,0.549537472104398,0.612303832853601,-0.621226162581548,0.115332019821548,"2"
0.993631670920336,-0.13793591282127,-0.963364113100523,0.276980275726531,0.193622587868607,-0.797109725561945,-0.333357077033784,-0.494947528941407,-0.41043448069211,-0.788308796947107,-0.769096976740896,0.53109476654615,-0.205353882152744,-0.584885046138703,-0.289062767241674,"1"
0.993483595821419,0.321627674668252,-0.649004172054438,0.318741187313847,0.182882843606501,-0.98424459448673,-0.260771549465552,-0.494767506146194,-0.321094076251213,-0.843965756189545,-0.73366207896816,0.455355638760815,-0.0116812576156151,-0.473960676964948,-0.286792315849276,"2"
0.996743567627769,0.210613844942553,-0.786176255058766,0.489324474439209,-0.220237581267634,-0.934464145440632,0.400930036979121,-0.34575594968227,-0.527125534874973,-0.705378217379616,-0.678558094685058,-0.0985862972014526,0.0040006084713462,-0.225671035723934,-0.187656493364569,"2"
0.878105360557915,-0.325544987096069,-0.500945718724801,0.38462587899753,0.236560425757426,-0.947361296348334,-0.0343854263432459,-0.602129355616198,-0.163676838242417,-0.825295165041093,-0.609695617570508,0.357325885418411,-0.10971232857615,-0.502608893543377,-0.185987701933581,"2"
0.997654724773107,0.685781748727903,-0.99865571316448,0.907128744549702,-0.536332474107917,-0.938131333686542,-0.405980775065071,-0.415166548509691,-0.471738533251262,-0.707795731103253,-0.667718371625401,0.0953972721047208,-0.287301453179328,-0.0881072614873033,-0.0287706626596589,"2"
0.976186122020915,0.323281015710246,-0.6983231265152,0.329543252507658,0.349945223686233,-0.870083642106988,0.131963105571552,-0.437906820180364,-0.395476362986055,-0.844649083414656,-0.774695001433495,0.416486168682475,0.163871661279084,-0.519425638054251,-0.250409927728499,"2"
0.995707253772652,-0.174478383355301,-0.864620582225821,0.489165147075157,0.00681737174707009,-0.981193720357823,0.0480158417520263,-0.519197411122976,-0.400648796493414,-0.785140928082339,-0.70567510482207,0.250203161323774,-0.170093409318815,-0.440649848685402,-0.185789829883571,"2"
0.992371185325338,0.370035569652367,-0.999280186143101,0.972891673625979,-0.709048216794111,-0.986070593663807,-0.236961383957316,-0.445126721651925,-0.477512393048731,-0.643160485789466,-0.589880071628459,-0.120430937997849,-0.382310375911664,-0.00476367395810895,0.0138897369889297,"1"
0.996885255145469,-0.280354202909517,-0.939017036961522,0.354073704087096,0.134154561981518,-0.93840242900821,0.0704486029359505,-0.497181801077591,-0.432471617452719,-0.785174245574894,-0.747324360169191,0.345379055870846,-0.148263296741051,-0.521918303252236,-0.243249254274814,"1"
0.993998415693945,0.301929423612016,-0.931710577575391,0.752318591673984,0.0132890056554025,-0.976041086658179,0.141412967800603,-0.482575673598553,-0.432577383541352,-0.817498577734155,-0.748064629208483,0.240050537535671,-0.0333717065265395,-0.370525289960953,-0.0588955424088371,"1"
0.406377225511673,0.430471520028543,0.300932394398979,-0.421530254975913,-0.0977880704009095,-0.0314503864623346,-0.695099039417208,-0.103461461943775,-0.0654663034128762,-0.276539124664231,-0.102994355202957,0.184017913305336,0.0312910878394888,-0.151264300060654,-0.415167151548093,"2"
0.678975563888543,-0.133773984289139,0.82326335787402,0.756966042725566,-0.582666647952601,-0.586922033189363,-0.903125970914079,-0.766115753823853,0.438781984241231,-0.703133034117385,0.425388939765727,-0.248040255841608,-0.419160604938442,0.0210023117090818,0.0287368430273334,"1"
0.650129406919736,0.030457376248136,-0.173103308751008,0.65247379404722,-0.515084030129615,-0.811951326423926,-0.172129757250305,-0.491870124104163,-0.0744551650562921,-0.570161787796477,-0.134678395002217,-0.219426888312277,-0.265367778635968,0.0643348964799744,0.00199525325007655,"1"
-0.371325079003127,-0.198570770658341,0.651848019762874,-0.242680187106421,-0.507540858389578,0.248801032356071,-0.666167775614594,0.011027567157928,0.379260045805478,0.486312232543726,0.660054313732996,-0.213378377221368,-0.263012547743014,0.377445806597095,-0.0403706676755433,"2"
0.950633422602672,-0.28848024838332,-0.761316843893059,-0.204286295469714,0.183788655651813,0.561520457114628,-0.0742195063248616,-0.139159338144225,-0.667519822795648,-0.31729922529888,-0.718270127377373,0.274263549659746,-0.0429191426443551,-0.691055873305565,-0.421008081486505,"1"
0.921498455042721,-0.234397212050429,-0.845881010108046,0.20123852115852,0.00382779206016015,-0.00253415689770775,0.0861259084399457,-0.270351277752445,-0.590863150600856,-0.472441000335629,-0.683019336380217,0.143608564763451,-0.111134824644004,-0.540590055985605,-0.251696385951521,"1"
0.906003236868647,-0.175892965900623,-0.911183020451754,0.477789291834471,-0.237473614463911,0.165365100688496,0.192068427410276,-0.240492978001448,-0.63498026923159,-0.326897069057539,-0.627704021790385,-0.0910752572238878,-0.172157845394257,-0.432455848833996,-0.104651664613619,"1"
0.981643628158805,0.0777817085027735,-0.956914590564595,0.741081714455945,-0.452010230830224,0.200036813797017,0.134425282155334,-0.253731395192524,-0.669514663588992,-0.317660190435028,-0.6184529795452,-0.222623840830231,-0.21465109206833,-0.33718142955178,-0.0112881868892794,"2"
0.260508006433954,-0.470674426426291,0.433889619472463,-0.383599871883443,0.0288958773112313,0.842404416426762,0.173738358039035,-0.0466266722506405,-0.177905875533912,0.185685532270978,0.136712477328244,-0.249087642917585,0.114385629950614,-0.307815308517483,-0.255335112900054,"1"
0.992806590559338,-0.137469918479484,-0.992191280186558,0.518701049382403,0.13789087071325,-0.0194127167113565,0.202101022155189,-0.368386654808936,-0.598214345630243,-0.621811057840352,-0.754788953848996,0.223595425358282,-0.0595634068399642,-0.603551040639013,-0.112722023780539,"1"
0.989567377996443,0.125406444876635,-0.980828244091031,0.444306903293639,-0.231474271224823,0.350493193659889,-0.0366510667211779,-0.181619554980002,-0.69217954508232,-0.330194573374119,-0.698493299896686,0.0215985536187834,-0.150007128722171,-0.486205520271668,-0.159673331034079,"2"
0.936052452806723,-0.417798178056668,-0.32557667929318,0.448049889693227,0.378441430782006,-0.263591560286286,0.68226059665948,-0.534538646586048,-0.356344974750952,-0.763767167638474,-0.602857610507378,0.0249264912811755,0.179778604605693,-0.596233576235256,-0.106473783301053,"2"
0.973239431141541,-0.274885942789282,-0.836185423804608,0.195389062876194,0.107444190635817,0.14119882773047,0.188420388495164,-0.281775859923783,-0.620650748375821,-0.49882454733465,-0.713509203934437,0.15305393718796,-0.0495664228124109,-0.61121652010213,-0.257752942659701,"2"
0.607481840267389,-0.669285637160146,0.0778356950949114,0.321431551895997,0.196992358407303,0.503635414488488,0.556600594422008,-0.421911838322394,-0.237807758246648,-0.381586525390861,-0.1931141964467,-0.217078857484143,0.0930173037038828,-0.504553114763662,-0.0158193537529141,"1"
0.9940851388442,0.641079701533668,-0.925628503838915,0.299199570918001,-0.295638976208183,-0.121347559650657,-0.240327954450167,-0.107593491210125,-0.664606652093951,-0.466051719390864,-0.727249706609799,0.114156996356174,-0.0673389329829088,-0.338864744895321,-0.278164878768647,"2"
0.990411955714301,0.549027568519971,-0.786453469965589,-0.311901115355928,0.21079651987911,-0.0243914761012269,-0.455049998319044,-0.066021289994173,-0.634481317122482,-0.576269362768364,-0.802870994447461,0.51256204718184,0.0923815416742729,-0.60592781954992,-0.526490914869491,"1"
0.993452131179004,0.808862624450819,-0.977548793251091,0.313759985801057,-0.392366422756983,0.585100250413736,0.0863049998567209,0.1492743580647,-0.798190771527393,-0.11693409406326,-0.732790038663684,-0.160354961764152,0.0740255993251402,-0.336488749312237,-0.232617925206968,"2"
0.9776580501747,0.379354530820598,-0.971100530097208,0.579894854593336,0.12880389033587,-0.88478646110931,-0.374851413236674,-0.489815731099282,-0.383225844733654,-0.827970029304294,-0.778079831494735,0.524247077042336,-0.123269622657186,-0.481869799978072,-0.154928040328909,"2"
0.982676773867124,0.422571403336284,-0.455403613755306,-0.213338482745479,0.0752281384476702,0.203873369668464,-0.101773686051767,-0.0862930649083886,-0.622760645543424,-0.481430151164676,-0.69319583123825,0.174520909000419,0.16679142701394,-0.536299845505039,-0.467916262959958,"2"
0.950516794051055,0.449227431873424,-0.671796797294487,0.0539030133688322,-0.44471870964324,0.789364549138236,0.442788837829052,0.214909968846024,-0.804236881384513,0.112666595151916,-0.613300159331335,-0.442458362144351,0.142993958650312,-0.306536242787497,-0.313094670013413,"1"
0.865645528296866,0.538528167065952,-0.00496302300230522,-0.403665402547053,-0.212295488345601,0.473060987102328,-0.0212225778893413,0.0762107320074581,-0.605933699517532,-0.170132527236498,-0.452517787688952,-0.215995109306379,0.228454556292013,-0.328957693238957,-0.507192367729287,"1"
0.994869854714408,0.74780768472542,-0.894045350753061,-0.0860012307556932,-0.00184782001030803,0.313838919293269,-0.296823722707983,0.0589662973097093,-0.726304065402415,-0.398843284688998,-0.794139701080142,0.315390331037259,0.105864989723526,-0.531051733720941,-0.429115432371191,"1"
0.985629054822375,0.522884119394308,-0.98003116427317,0.857118845639406,-0.533076635091925,-0.7965408230668,0.148149921333406,-0.316451994081851,-0.570539882567511,-0.623024700923196,-0.65711376576267,-0.177816302581607,-0.149274559350665,-0.0597263789538343,-0.0167368337296603,"2"
0.984273623591635,0.279961480041278,-0.917225885463739,-0.134605581084759,0.613766070264803,0.051288905458303,0.0243997793346294,-0.162677139005275,-0.634720918791852,-0.695886342640601,-0.856896275125818,0.58843683775194,0.250479491010502,-0.735412577417602,-0.419456055820464,"1"
0.907448228487959,0.281077693732517,-0.703827702898264,0.869881517036388,-0.19468777225919,-0.970164004686135,-0.464683654290009,-0.593303524779971,-0.20468608268154,-0.804326095725897,-0.592267348500214,0.295124295124737,-0.281061403129372,-0.274947055986271,0.00385103308464563,"2"
0.997015424414393,0.527557523991821,-0.997428487774135,0.720748088171808,0.356630613262457,-0.423118131163932,0.580948993975275,-0.331556903932115,-0.586172767006403,-0.800513485301851,-0.83128483549852,0.271052372017941,0.292907998712028,-0.535668773018357,-0.025074686936118,"1"
0.915570956256457,0.183263357559688,-0.5226285202007,-0.0743668499264811,-0.267636901035656,0.60558082460386,0.267219591656468,0.0647858742312173,-0.721742718575041,-0.0562517446684463,-0.577606899514162,-0.275819224153983,0.0902213719454128,-0.401212799154442,-0.363365249692607,"2"
0.95514863599576,0.306642059577784,-0.472379086721174,-0.290927887443786,-0.177166479594639,0.690671099089828,0.170059573140943,0.130046922830484,-0.743619432100886,-0.0668114539306235,-0.625786644950865,-0.184889938227,0.161879471647155,-0.46554898362852,-0.468130027579038,"1"
0.98282639458044,-0.0638115726278079,-0.912642168920457,0.0519389554277678,0.40270752723481,-0.845867789457249,-0.0868671726853887,-0.420572937778367,-0.443738990627683,-0.811373464014993,-0.808659603110764,0.563268934494439,-0.00497688217520209,-0.623665844456624,-0.377988696740508,"1"
0.721160353845334,-0.341725473123113,-0.6074237570075,-0.0882984211316213,-0.154508022801993,0.000218490208927169,-0.0639743015499443,-0.160863588312464,-0.505530673257183,-0.230329962321684,-0.503481484812549,0.0458237779141075,-0.178147732599887,-0.398468161426167,-0.32848262987012,"2"
0.976058170770421,0.0410663366646549,-0.756447337021882,0.585795173236461,-0.0684828989396737,-0.899785745828231,-0.499445991184967,-0.580373751824961,-0.276654073613795,-0.799761310712581,-0.65622690856713,0.395028646895319,-0.293895057582938,-0.428541563022812,-0.155157414313246,"1"
0.942881932107586,-0.115365032315164,-0.74984741899694,-0.145371849666495,0.141855492036577,0.316420349326617,-0.105907448745897,-0.155136414112602,-0.63677344648101,-0.403826555639014,-0.718177380281169,0.281549515055052,-0.0266004309302232,-0.636868125530877,-0.409535910655032,"1"
0.972522060555078,0.0257169295295803,-0.672136986285872,-0.123426139114658,0.54960817675901,-0.881141369099868,-0.0141114894756011,-0.415438502912421,-0.385616406421157,-0.842396482939755,-0.799361925701637,0.578202289219247,0.146764596617078,-0.641180112824928,-0.447235596302001,"2"
0.980736956884362,-0.111583543395112,-0.865082177936343,-0.450897928548461,0.467396203793523,-0.12103174603214,-0.303546370560797,-0.19928983420109,-0.592636752880924,-0.633320530664922,-0.819453372163576,0.611398420375398,0.0215479552243338,-0.73050011486056,-0.555594710884387,"2"
0.982586230397022,0.0116962137276976,-0.976609414769918,0.165727189002318,0.209025759126087,-0.297259001577507,-0.514449193915813,-0.386948537139487,-0.501950933189153,-0.696176864475501,-0.781079591936189,0.57105369039681,-0.186806853834744,-0.641355753296677,-0.324308866364128,"1"
0.498489533736347,-0.419121764611599,0.101301577104391,-0.0332443225583969,0.311754902283784,-0.741627090491325,-0.0715085994768585,-0.507989181317197,0.134965217091918,-0.705936564065259,-0.256053976981786,0.291737364984061,0.005915679894682,-0.374830565594799,-0.244360674343851,"1"
0.999674306579979,0.511508495967765,-0.999760167816947,0.968660111794261,-0.369870971244998,-0.998259218904223,-0.397171259778198,-0.510793548539352,-0.400681141056594,-0.775482976454843,-0.685635836692339,0.216647278187095,-0.294572921887947,-0.201441211806016,0.0100214582724102,"2"
0.997307557872286,0.400877526873348,-0.984410420078126,0.722449280681444,-0.257941487735959,-0.989745133937227,-0.394042815902327,-0.475724908844904,-0.418056219744011,-0.769346295097482,-0.710069986659306,0.293126717721275,-0.262229317927784,-0.28147515750592,-0.109122115715709,"2"
0.999293085747878,0.458982488225321,-0.994019925649347,0.8010288294422,0.171006595848791,-0.992228247360528,-0.149762939257791,-0.532278563126701,-0.372766148911609,-0.86569886728197,-0.792515521592609,0.480590737215239,-0.0453884918239238,-0.462265198350093,-0.0465946986505368,"1"
0.996938354077781,0.300742470625128,-0.964503281747707,0.548023657003031,0.128478740368624,-0.990493504332224,-0.419550951277603,-0.521242681534701,-0.358149831231143,-0.842127188125119,-0.777071880425246,0.54246100424843,-0.159579404639669,-0.490137986771994,-0.182940368869432,"2"
0.992820111113726,0.194480968802577,-0.908294032118521,0.771916658315719,-0.167566051475802,-0.992106084581803,-0.31486575782887,-0.550132114523033,-0.35269402019537,-0.79783824151145,-0.687988797892981,0.297985094830908,-0.266697919834167,-0.341248861235545,-0.0706219357990534,"1"
0.972809853314816,-0.131082252037421,-0.620260682032735,-0.0945391681496452,-0.0471913282334004,-0.760362803771113,-0.277497990167463,-0.37326887670682,-0.432944333406127,-0.67196250590081,-0.654770212017022,0.280278049692382,-0.167209371471954,-0.450879997246514,-0.452077229821123,"2"
0.992153412575283,0.261871483581495,-0.6191688983377,0.200687594099262,0.112904084627492,-0.965243942203075,-0.46108554188024,-0.489589258956386,-0.308524489297424,-0.822857307601167,-0.710610957394052,0.477890727165082,-0.0983546622210176,-0.471159064412758,-0.348477138825866,"1"
0.98530470036834,0.00724570460831309,-0.717271452043156,0.421720875913608,0.131720160747138,-0.966743405240034,-0.0449799813015517,-0.526455549409694,-0.339701439012855,-0.822180886513654,-0.709338206041292,0.344746923040777,-0.0766143195015092,-0.471774787326227,-0.2190006092366,"2"
0.999550051069461,0.661232994295423,0.286821469244711,0.507837718122825,-0.596871356010839,-0.909903906807113,0.707713871932403,-0.372047485220463,-0.348621934154478,-0.687726845024138,-0.215851238068473,-0.679090223495929,0.269696912680305,0.201348796170024,-0.191395900226647,"2"
0.996597169213791,0.759910072395872,0.347663797397302,0.495008605809621,-0.620249252218843,-0.991676260124759,-0.138835548394865,-0.505222964525159,-0.147305972917843,-0.752078990803156,-0.16458696218764,-0.430207046773585,0.0297096434053539,0.141569657051184,-0.235970001287024,"2"
0.999995009981189,0.586410835459738,-0.996347106385428,0.401962252964531,0.501721449791928,-0.99954555471885,-0.289141375822939,-0.465196045143872,-0.38506484187261,-0.892464404775921,-0.856824375147114,0.694672336029942,0.101726783250696,-0.601667512799527,-0.24658141055751,"2"
0.998842256972888,0.401775437533333,-0.565116276919604,0.369942830687931,0.110362392875401,-0.977864143994171,0.310079032223417,-0.407560524298183,-0.418449557706582,-0.819611768570778,-0.714593562417933,0.14678346318854,0.181314893006078,-0.361404469718362,-0.247000262085683,"1"
0.997928118203244,0.539377268558524,-0.571587601124758,0.325724508751076,0.15935202684679,-0.981012485459409,-0.824901037402803,-0.552026373715373,-0.204331798061061,-0.867203924739073,-0.719311045927537,0.615220878785073,-0.125541788742869,-0.490004191740341,-0.31123234832022,"1"
0.986726177211619,0.346054410429757,0.090893717019626,0.210215811542114,0.214732354747269,-0.786231352351404,0.204550368555556,-0.518954936007288,-0.19843436967133,-0.847252680295321,-0.539234746797255,0.0741621986638524,0.276313773043579,-0.404317603158022,-0.310096332373714,"2"
0.981563139370329,0.427522179495347,0.48053195610467,0.024501748092115,0.129181239649027,-0.629286790069957,0.156956909965784,-0.496238332234452,-0.142327364351179,-0.819447844366525,-0.380449037063168,-0.0895524550123161,0.336019404394719,-0.345482278515804,-0.392308076577039,"2"
0.731770521125133,0.696202940146002,0.688581084531091,0.203631544626453,0.148238471947813,-0.251287995280121,0.177055868132296,-0.424629123348369,-0.014446525635273,-0.74863839974758,-0.185820627224186,-0.150969385127275,0.428451834853554,-0.227999354154941,-0.211413633742943,"1"
0.96999064247343,0.0512579296643842,-0.166923715042337,0.433324217277441,0.0503562933074588,-0.901685291674279,0.440919320376084,-0.534368522922085,-0.261451026218271,-0.814786747371557,-0.529491780399157,-0.088321607500516,0.148049781159004,-0.329895408065816,-0.190429341031741,"1"
0.991507181089123,0.307895098008311,-0.500853635580493,0.325399469761248,0.0694831797983393,-0.867109859833021,0.151307012750248,-0.427829981857482,-0.391779200346761,-0.797634725462292,-0.677364123310804,0.157862526520388,0.106781875134695,-0.380439276283054,-0.265778141232351,"2"
0.679871856909138,-0.385009296137728,-0.630314985988229,0.530678786645946,0.601220545366657,-0.591239963814701,0.136967671095892,-0.579630431541083,-0.113181014076888,-0.816702396633682,-0.657180023435284,0.532140364883552,0.0124408190737321,-0.61613290283558,0.000965536228515806,"1"
0.520169270209554,-0.335704370290778,-0.442094575134621,0.0438562878019583,0.606446073818202,-0.46956556085947,-0.188789981188968,-0.44787483543613,-0.052013414223322,-0.722119214779039,-0.580793435779452,0.610055150367729,0.00894979207975588,-0.590591446551305,-0.197275611129193,"2"
-0.496620719241341,-0.4321982138883,-0.110758022335709,-0.476846592930182,0.500081253054853,0.660415245468928,0.111032616395958,0.274181528019996,0.0777140659828461,0.416959476532781,0.0537178208922425,0.371391363259641,0.160916698753921,-0.205465490581875,-0.0216376209293878,"1"
0.28559259885797,-0.255413663675314,-0.417180400602923,0.0528281593006855,0.243503347341596,-0.524113336342791,0.301512788524436,-0.196562021215787,-0.125936037156778,-0.443670182363796,-0.38872545246204,0.221742380703604,0.0734264906381649,-0.242342943281305,-0.104926341607429,"2"
0.958783565644365,0.111522828063901,-0.960863474589504,0.439111034256091,-0.462351306861061,0.119005658990358,0.28040657326553,-0.0928292768362176,-0.718266181961368,-0.214111838421549,-0.640145491566007,-0.276052303415946,-0.128728030094972,-0.288528266926536,-0.157633952548696,"2"
0.890550192492816,-0.33735792280533,0.410334680328502,0.859969417214881,-0.593308431423356,-0.609390274599699,-0.748817082297589,-0.778569253037108,0.222165160347353,-0.730539033154466,0.177257357733851,-0.237368444834676,-0.484587804569127,-0.134122862593955,0.0132577473586083,"1"
-0.0515410781899803,-0.499978448665171,-0.325076251663145,0.166956138073886,-0.256136458824672,0.320538026542433,-0.800738637486236,-0.167736753536065,0.0743465050325696,0.243980299121138,0.134899905299455,0.256443893871202,-0.466753931819618,-0.0928500288852807,0.0680533933788449,"1"
0.998062480542867,-0.216449847378974,-0.949330839744258,-0.294632920104203,0.607871971284843,-0.558862913233394,0.497102424379368,-0.218255464073083,-0.617497899350706,-0.744463242175687,-0.852647406415667,0.46948399716992,0.246242433606009,-0.698123117488501,-0.4888050184499,"2"
-0.0692925335318013,-0.619301539379753,-0.780965496255238,0.123477706670501,-0.161294966423519,-0.194621407917629,-0.369852104720671,-0.0671543157438439,-0.0620455576742207,0.165911916138789,-0.134424838701356,0.30647710758274,-0.420301901311772,-0.0569296898932858,0.050141615403609,"1"
-0.0223301747422444,0.0564913129817205,0.518259058913194,0.501203619957205,-0.583036697444766,0.284163208368029,-0.615179012532386,-0.291000692667182,0.30430074443363,0.128345185683569,0.548415191852545,-0.296943057779567,-0.289049561332448,0.282420542283561,0.206511398366507,"1"
0.49329615220312,-0.233733765088796,-0.386620788433422,-0.273406635986267,-0.31113286428588,-0.360762666129282,-0.773510596343978,-0.192365168525869,-0.21689013237002,-0.194056872217534,-0.272275289344843,0.249552392158442,-0.373452413981507,-0.199234307458518,-0.385609273878167,"2"
-0.922822745721934,-0.247913010582972,0.928259953828847,0.668773607664747,-0.245553657474599,0.471282405157725,-0.526784570976903,-0.253068809456913,0.759830107350337,0.424507286870015,0.845489623876899,-0.143356208396802,-0.233214143180742,0.500474999283379,0.582404624130169,"2"
0.470353633097272,-0.61965918548183,-0.846761062297693,0.250876145345583,-0.101373793258466,-0.757564137678343,-0.35887218030883,-0.391236857372772,-0.163837120512624,-0.453890780836534,-0.443666766961177,0.359686799005165,-0.424592681535346,-0.283772442016132,-0.11129252025315,"2"
0.715189446904162,0.0664068639376747,0.518968384490919,0.157063368939323,-0.694839541719507,-0.534896597272753,-0.876142264615668,-0.529929149583471,0.0983346544544074,-0.486318764291937,0.214455002604685,-0.251316336149626,-0.360930722670077,0.0599837905538435,-0.292458806792895,"2"
0.329250933283411,-0.0180794429656506,0.195162335060575,0.276693420321316,0.324199118722876,-0.299045808673755,-0.752127484626574,-0.551374539270464,0.329747571537981,-0.681015558645443,-0.125951579457598,0.519844638254132,-0.104278503084225,-0.378041011163941,-0.0399351254639473,"2"
0.0975473333281777,-0.363747604497516,0.723715417135681,0.563910419226494,-0.814612201097699,0.0555430193483468,-0.867559066327866,-0.513978913592042,0.437428047751641,0.0404420813339841,0.684136912908169,-0.405156298540611,-0.512643162739664,0.307386570306378,0.176491049539705,"2"
0.894266926179595,-0.551098627725091,-0.889607809283614,0.837132545667703,-0.116958613468104,0.805779595625714,0.32938282854046,-0.375613797206135,-0.626671234513366,-0.246018889758669,-0.572796038744844,-0.14714670084881,-0.224431993712882,-0.588520286126501,0.136703358463157,"2"
0.86304193554312,-0.546945107369846,-0.976768346709923,0.80364481903967,-0.210520021248073,0.777391215598439,-0.420113323333544,-0.444271682134794,-0.54540047478329,-0.23433355483606,-0.549816331149812,0.155953430730327,-0.471936647572392,-0.608506446074362,0.097146711599553,"2"
0.810234430972323,-0.707248304106075,-0.966214916090941,0.604466696999632,0.21454612752502,0.860045213748135,-0.34776695514752,-0.459593303915174,-0.501807404635859,-0.363293561690595,-0.63858638374572,0.418512911603206,-0.359606530382413,-0.744356097209907,0.0397837208764238,"2"
