"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","label"
0.999650664750707,0.999963152691888,-0.996074103559923,0.752194975747732,0.999936357546151,-0.999911220899765,0.999988764160211,0.986438924780864,-0.717594259611856,-0.930382150090008,0.937873983320022,-0.727521466394506,0.955218972128313,"2"
0.999759566029641,0.999998286415865,-0.999456102309643,0.982685191176671,0.999996679485588,-0.999998752191163,0.999999906249775,0.996028913067178,-0.773211004025725,-0.920238646778779,0.950164829337257,-0.733338619538924,0.947805549937389,"2"
0.999907543142878,0.999999164048928,-0.998722849383047,0.971261970593477,0.999999830719768,-0.999998949371614,0.999999996256396,0.998633863916448,-0.771395744751034,-0.920949681663352,0.949645954912373,-0.733169539886243,0.948273476554409,"2"
0.858339061241855,0.739415772804617,-0.974395591125233,0.476543836921385,0.496363287401727,-0.836167167900372,0.62505075415634,-0.738281773830215,0.285433959608414,-0.477723017904544,0.778568449470489,-0.447405988115644,0.807610570834243,"1"
0.964156772327069,0.916158473427266,-0.292717808869778,0.0806959198391303,0.0820985808875916,-0.988050103280338,0.50932435950063,-0.23217135310016,0.0728756355451021,-0.291432434375556,0.573697485872389,-0.333770014061251,0.775316400855488,"2"
0.960308218085951,0.919961371282933,-0.651537252439556,0.628186245237127,0.42584181056977,-0.964407086739203,0.914020171555521,0.253276375706403,-0.375745439199675,-0.736908326174272,0.833925068989222,-0.561263578301074,0.849876092490363,"2"
0.711750265516483,0.632582291531188,-0.429858700210503,0.237890119793596,0.317080147612362,-0.969145116915853,0.66245262060199,-0.72125136257471,0.238659478870131,-0.29970188128422,0.662973277660146,-0.355542169203474,0.641905842601556,"2"
0.934456762229967,0.969726651209494,-0.990432769601613,0.996274856544846,-0.487462039495355,-0.964825554520133,0.654326637855668,0.580711547427346,-0.146579308613749,-0.519488848920329,0.862171712980438,-0.472771621586043,0.745040692631795,"2"
0.921942585832301,0.693320541225541,-0.714721035692839,0.720529141229239,0.490524557449732,-0.81575823507785,0.910245354251748,0.615007111157235,-0.521429341435665,-0.824012249712041,0.847378220331752,-0.571432112537326,0.861622744073362,"2"
0.942439880449894,0.929856473967525,-0.575127270899049,0.458682693625186,0.461157399289746,-0.994919234245344,0.763771248713811,-0.736886755834725,0.0815185157316827,-0.384772349812862,0.745508698876439,-0.45011602638567,0.77092080775619,"2"
0.879826285510243,0.988049351477618,-0.967717527891827,0.999420727468496,-0.79383241867564,-0.994732679755113,0.699198553297141,0.465505010675533,0.049564103725205,-0.398865088752791,0.836457549958704,-0.42765178573829,0.627458873351665,"1"
0.920207782327548,0.888931389755455,-0.897951335024525,0.309581300219969,0.652542466167499,-0.98183454935741,0.791411984441327,-0.745975709524198,0.238982623437461,-0.60088873034123,0.788195879534149,-0.510335221803145,0.857472954083018,"1"
0.963640854679523,0.959278724950868,-0.396902446488625,0.95010532383158,0.0519300452802759,-0.987708396592202,0.841008321414255,0.473066109617206,-0.554031585735656,-0.550312412597311,0.834101532641002,-0.50440409851095,0.730773072515251,"1"
0.53264690979354,0.0462824854885486,-0.674422888108545,-0.838462762365898,-0.735280739751106,0.452702278886391,-0.731339590763381,-0.567455887907694,0.92116736467223,0.388334886284057,-0.701354492315947,0.34790758976552,0.543340031070637,"2"
0.717799791834694,0.622685834498752,0.941558632405397,0.567733069359593,-0.845271692090638,-0.507447381415366,-0.95560665744125,-0.997269249104061,0.0651903771211753,0.974706840351753,-0.209864858069215,0.440969641854732,-0.43636106941785,"1"
0.66387717311545,0.815980112016334,0.338879978585486,-0.0926745316837296,-0.918239392121797,-0.840650875540174,-0.690737924635953,-0.947689931073091,0.604946246494036,0.913992133582955,-0.0631190443544623,0.284481760751593,0.0266051617951569,"1"
0.22077246981919,-0.0636284928862678,0.331613828613736,-0.843554606901455,-0.938728558433751,0.246743923654075,-0.939738693367369,-0.986507544344919,0.891038671299037,0.868547501185839,-0.816898302705021,0.546228104470136,-0.25398622704381,"2"
0.642040096683844,-0.123016197108816,-0.928943185010269,0.0250822311661668,0.537305127132215,0.417440649782571,0.437215559875332,-0.8409068241716,0.664576987600023,-0.602846545605073,-0.0992162951664384,-0.146423376119197,0.690415625401935,"1"
0.711106900430868,0.424200362368805,-0.748724947160101,0.748190719367399,0.216796697252013,-0.389819101830861,0.579215095121677,-0.536815595913712,0.190583395436799,-0.340525907360203,0.621453253571329,-0.318095004565066,0.572322502707608,"1"
0.663645023242144,0.548857029319046,-0.821206342183462,0.900618208268241,-0.0233746114089342,-0.319923635063736,0.59813816020068,-0.418087028230425,0.238380687452847,-0.29412334239768,0.625192467870806,-0.324689711899092,0.492735870787388,"1"
0.758019586999326,0.713869440322133,-0.970496089399712,0.920803174701609,-0.037949821208435,-0.0988675841296838,0.573773501295997,-0.528600208232038,0.367790009261016,-0.290998599449694,0.529910622034821,-0.324536998074175,0.571148539787513,"2"
0.287882428195788,-0.594569626134818,-0.367006130605884,-0.369620846587035,0.280299382070627,0.73434574906761,0.299889676120623,-0.845266342713877,0.760426039553493,-0.408044022934329,-0.627222166084726,0.117218800785332,0.257918442671576,"1"
0.837445495361185,0.80020375792032,-0.971221649418754,0.953985333541855,0.472092915557176,-0.358882028157057,0.7944705190578,-0.179128323040587,-0.0891348395634388,-0.650651270011105,0.759154041366985,-0.509027969870948,0.780056267529023,"1"
0.830577910696879,0.692363971378978,-0.966410366799847,0.936156389948629,0.113974967725197,-0.000943505697790226,0.527400413915996,-0.0344718496947714,0.0738779655275439,-0.506376235786135,0.567677633901456,-0.373466323697559,0.714985116844962,"2"
0.675125982678504,0.19896328041744,-0.673822985177977,0.101185176886124,0.828935399707647,-0.576239788521895,0.892996261553073,-0.584711744366232,0.21030366198229,-0.757421808962961,0.602023501342093,-0.424982804340301,0.77378125053168,"2"
0.719176993158323,0.234857934150529,-0.919741170873303,0.391736116873146,0.574294961044719,-0.126707075263578,0.679087301181685,-0.72383031622417,0.405125815117687,-0.622153643898787,0.452903450026502,-0.334401523219061,0.719508855552238,"2"
0.301643195226142,-0.353847211361323,-0.509907357920433,0.243891796847364,0.597366836867428,0.35259718491266,0.781252887468321,-0.86093428634021,0.505832558797372,-0.608325359860454,-0.0359199744908232,-0.175217943092635,0.283590573060003,"1"
0.900077990666141,0.747076633056704,-0.986185916144694,0.392386458751199,0.259319086223856,-0.268615799503374,0.439646215386233,0.412100889032025,0.0259354013421439,-0.720152682542444,0.611971895026438,-0.431703152865498,0.882086095851152,"2"
