"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L1.C10","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","label"
0.999873398888379,0.982553618732454,-0.999866704431247,0.758680368942161,-0.545565098288747,-0.999232515906918,0.999987752418315,-0.880190340647883,-0.777100125889963,0.221362343176305,0.932666763693117,0.795567182653291,0.650364116695576,0.524872083335204,-0.649414538687894,-0.986826087907612,-0.452734491854595,-0.267297390866052,"2"
0.99996994167091,0.996599761596027,-0.999971865976909,0.996914702961039,-0.20961618569141,-0.999869253811403,0.999996946923485,-0.93573200179515,-0.574444061607966,0.337031528087147,0.906569877038762,0.687185657539984,0.645062435186951,0.413447998999672,-0.534958964050612,-0.981964676749707,-0.553011763446321,-0.497289140656151,"2"
0.999978873411266,0.999611401482659,-0.999608329715245,0.999592577649991,0.327337127126189,-0.999869334453063,0.999999462276663,-0.93714596563782,0.679285708869305,0.734355438741245,0.85182528585295,0.226427233217094,0.559486771569879,0.19400397812988,-0.336709390599862,-0.949596284922512,-0.668472129950549,-0.749013155695839,"2"
0.939162626108094,0.70836505564454,-0.988985014779724,-0.056473568693336,-0.969982568393443,-0.978188270552689,0.821482730290428,-0.975488189150275,-0.942767204476699,0.906565120477396,0.977957040481409,0.937942839253837,0.73320885228349,0.814980612354205,-0.835070162189861,-0.992759898894091,-0.249882502186536,0.10438107826622,"1"
0.979491409063487,0.77126413170235,-0.985183146408863,-0.43290163093119,-0.981493010041174,-0.993628889888206,0.961622125804688,-0.919842960046915,-0.790966800118025,0.959253226667745,0.983236375586661,0.935041643522932,0.715462787872408,0.844071695380125,-0.88154534405318,-0.992987448041815,-0.20362340743689,0.255213021973345,"2"
0.973931027470019,0.827838126393525,-0.988085766141354,0.18766886470546,-0.98511997632878,-0.993039556941944,0.980481866876934,-0.889802331997546,-0.808222352369436,0.896614449202152,0.975291727926564,0.928812107172539,0.720650773309503,0.813937346733516,-0.862085497541791,-0.992279577295474,-0.298618804217101,0.0586966125401878,"2"
0.84301494309907,0.169202447713302,-0.97020130894243,-0.119844159571021,-0.932350122088072,-0.983790192017436,0.816077968493374,-0.971234008058072,-0.853460192487263,0.87836145310325,0.960379086028023,0.916348178666882,0.817611118876832,0.820889329388463,-0.818309994744567,-0.988495232910039,-0.341417085295755,0.172368829514925,"2"
0.990960411397631,0.955299362623261,-0.999858972221035,0.775378175283233,-0.990753684012701,-0.997709499856658,0.902604609691044,-0.828952667949166,-0.986013165065198,0.944824279605283,0.969447277441559,0.937914156468911,0.720070649991799,0.79455222280383,-0.845156355763923,-0.993080934629079,-0.392889183695713,-0.13235203956256,"2"
0.934078583578411,0.691716262877969,-0.961935329607954,0.087868515160168,-0.961006508719218,-0.968828153795352,0.988529874150052,-0.696720952411268,-0.843849319223686,0.916293522020269,0.96791614659758,0.918153228377017,0.730131821654981,0.822605043895878,-0.878175630830609,-0.990200257359268,-0.344709587135096,0.18156604401801,"2"
0.965664280270397,0.707326950809907,-0.996349702004068,-0.220765285191644,-0.983979987077829,-0.996582810108286,0.92073706397412,-0.990508790522879,-0.89316685395128,0.919173136127929,0.980909995279233,0.937914322540739,0.740925077368987,0.833847905703375,-0.86169414805582,-0.993221493620121,-0.233197576819392,0.175522890674194,"2"
0.994654252338456,0.913292302419935,-0.999967758908734,0.914678808951331,-0.99244094863476,-0.999618241268357,0.825821327373126,-0.916132174238151,-0.995753167179436,0.917433683677567,0.966986856287243,0.939725003816719,0.732359034937326,0.777901422879655,-0.815172772490522,-0.993230930212581,-0.405139545884432,-0.210269326951391,"1"
0.948774501688582,0.688316722295992,-0.995543303773669,-0.213056200196946,-0.971499819604552,-0.989594588791493,0.893000503976679,-0.986654211229312,-0.887446467790645,0.856166692232492,0.979210840734951,0.933407332164313,0.735714346323415,0.819615496909134,-0.84639929120478,-0.99270009445777,-0.23010862086795,0.16657301854922,"1"
0.986429237189044,0.831319111694007,-0.998001587544555,0.287452085284042,-0.978195052812082,-0.997025708813668,0.978257982581506,-0.883836192273584,-0.92689011825547,0.913944049458888,0.974791473665582,0.93371330409517,0.732950757131724,0.816956295637866,-0.863922454192911,-0.992964421655143,-0.329035017425282,0.0414120265858934,"1"
0.658367540479458,0.541161078265613,-0.0310835439301094,-0.451056198861734,-0.778918888417307,-0.00858684178730718,-0.0828410853119712,0.186611058924482,-0.04802958905665,0.519062798179431,0.726324537556609,0.634458064184521,-0.122739064619356,0.460610931992382,-0.6923839896298,-0.818701690514955,0.023351092645599,0.63930344721492,"2"
0.796391444978663,0.653306526358616,0.00122520115717606,0.269708394305196,-0.966497535236186,-0.62499895737667,-0.964595430241641,-0.989502136022598,-0.500892711002484,0.36476164749852,0.859428069606648,0.900087128738961,0.28709643483414,0.486002881062031,-0.119682222212736,-0.953462851854812,0.0905591724181088,-0.0697669077833436,"1"
0.922475446381219,0.594238503394363,-0.95010111391168,-0.0423493195608269,-0.943054439181828,-0.881271341910951,-0.38839541471548,-0.930008707719282,-0.619104640695842,0.0817271153166452,0.940257960523645,0.893465939281,0.522176445549586,0.304582625746103,-0.0444396820850335,-0.985753713594924,-0.229801576267933,-0.0692372927696059,"1"
0.509604491006114,0.222087529273607,-0.37141096420864,-0.601840941335743,-0.843196919457667,-0.201859146863299,-0.89057122953618,-0.89078723369839,-0.192931263744099,-0.0313827408432805,0.848773234271908,0.776371653834259,0.0677879919318837,0.0474609425500901,0.301546640004537,-0.905197609019012,0.269227681337704,0.184697372371283,"2"
0.536909329719806,0.513378837453737,-0.915571942022599,-0.351890272785458,-0.859194811476874,-0.656630242968962,0.510630685686789,-0.954848089508474,-0.750346304142997,0.46940303312233,0.960465946083286,0.876122987629838,0.551526634753708,0.609257420014839,-0.557072458210708,-0.976126653463594,0.0631691328067386,0.079372348075984,"1"
0.72981605145424,0.539103203150898,-0.978834085587239,-0.0606087993016513,-0.843752779599414,-0.913406040381188,0.668032504175977,-0.917996500411301,-0.827947379853579,0.458075657534115,0.956708007121743,0.882311603571689,0.684436192154288,0.670098742312753,-0.655481112879626,-0.984388190504046,-0.190729504506795,0.0250164598771736,"1"
0.762808129561483,0.608611956966899,-0.987493069858365,0.320133394111129,-0.832147091590224,-0.902710731380715,0.51216967589783,-0.868785347653254,-0.843793158628528,0.226895577545409,0.936916810136276,0.863045383808663,0.647928789747833,0.53583655478882,-0.508011076369827,-0.983132889962187,-0.263064522992188,-0.100676330857959,"1"
0.932953233928345,0.789986704649678,-0.988373441493085,0.702541769667198,-0.936817821026544,-0.943012645508019,0.357563346326531,-0.885505762965081,-0.89492861416525,0.642399941722289,0.953614796509781,0.922835677280564,0.666298953842258,0.632651548107859,-0.60329441934154,-0.990323161623055,-0.369311565286,-0.220109527418606,"2"
-0.0843209755164249,-0.0444658730623682,-0.353728009719946,-0.354519252863003,-0.507071136996196,-0.154232884062855,0.0402166721034622,-0.863684984999612,-0.182849946572621,0.0410481554517365,0.743525683387098,0.505638694236986,0.236109539585397,0.201915016904919,0.0809314246328168,-0.68592945176671,0.390309456266378,-0.0342733281264096,"1"
0.925951291294449,0.803393271906236,-0.997445354124617,0.330265940734662,-0.882083929516486,-0.95606368087415,0.834421630177017,-0.92412973729438,-0.953981142113359,0.402172397510997,0.960470957330013,0.896586140423242,0.682042662419973,0.675529851831493,-0.728088515276982,-0.990232150264392,-0.292356147414191,-0.0205014216438,"1"
0.908710975374457,0.836595226330525,-0.99460455356593,0.328126685570636,-0.89515278363874,-0.933143578028174,0.665162216613516,-0.788395597240675,-0.897028899407792,0.550146294520244,0.959903292621278,0.904157461156054,0.648134840548948,0.672013475168508,-0.715998228583322,-0.989443594767219,-0.309828797926732,-0.0274536141458757,"2"
0.583622703205776,0.124364577487166,-0.867820719617863,0.135646691044119,-0.670193415950003,-0.772454850199153,0.818914827750274,-0.916638951505402,-0.37597293766355,0.349919321539997,0.890181623070724,0.735575772704677,0.704883800076189,0.581266737442312,-0.581331452978075,-0.9566917777067,-0.245094406603746,-0.043975308953319,"2"
0.710122397195109,0.550279123099374,-0.960114154140488,-0.0578932101355223,-0.892560269189957,-0.825681777448567,0.700676490564401,-0.949367626989413,-0.777797110360342,0.484078998056977,0.959296719488598,0.885452932666672,0.655616396858476,0.670962433236931,-0.6709261720153,-0.98364220041892,-0.127574657724795,0.0475058501876868,"2"
0.393394053468963,-0.224835368500606,-0.638684110954199,0.2481044110559,-0.697686527947538,-0.71313012380985,0.445042404385304,-0.956970785806355,-0.647037769476821,0.283442310885248,0.806546994839835,0.753167450250544,0.737952165868074,0.582106404780508,-0.426772145637245,-0.929670186312466,-0.172670664302244,-0.048755692304483,"1"
0.927063272054939,0.881016307235068,-0.956073505682841,0.291364549131952,-0.873200190514734,-0.846677226462474,0.71270760743676,0.0163015163020225,-0.395277122943279,0.843332907667006,0.9270909167367,0.83923072675849,0.528318176011292,0.680205421759223,-0.835236599389172,-0.977918436905431,-0.492635482527901,0.212628769804847,"2"
0.851483857767406,0.810419817888578,-0.843273489466948,-0.372705555969365,-0.835412480386606,-0.703415345290125,0.758531165290478,-0.422687204940374,-0.312122189698474,0.894863893196168,0.959457810119756,0.853094139169169,0.481152926088489,0.724784182076691,-0.833609659333751,-0.977598266861238,-0.20822238963215,0.303651953959263,"1"
0.941940104551654,0.948747114468497,-0.980548163937988,0.560053874085482,-0.556208583823387,-0.784252967658955,0.750250185107309,0.717815406163731,-0.336855085841489,0.624323734807151,0.793518905879283,0.616144627426261,0.395471060837969,0.474235430566567,-0.809625009796226,-0.954028556370537,-0.69628464699454,0.270638138739304,"2"
0.962186924811595,0.803907910376361,-0.995180086941473,0.312434525681066,-0.983599805961888,-0.991310165803393,0.97386887833127,-0.87339453562665,-0.978957647219726,0.953795701141888,0.974482503082004,0.936761166300786,0.741155340049629,0.824915454457043,-0.867286744374277,-0.992891478923196,-0.329303022070891,0.0395800533886759,"2"
0.734106090405814,0.712065847297654,-0.700698526955531,-0.214342012193624,-0.838565509132368,-0.522041617164442,0.759233395458556,-0.515145038668131,-0.0206493180659677,0.817117451121247,0.940846308160958,0.798774402449306,0.392024183020206,0.670442431553431,-0.797248169692442,-0.959162493566244,-0.0871667888805074,0.244127231814462,"2"
0.642131516384997,0.772075332165111,-0.833371204350266,0.384716453895008,-0.594964736876634,-0.193735476583,0.725262587610797,0.465490325705645,0.199818500224664,0.0967542699683958,0.685544633547384,0.28791690743038,-0.0195043138588562,0.0408700306768983,-0.588319175047471,-0.852549055085688,-0.377274784968387,0.314337796919482,"1"
0.73025884664397,0.742029694820441,-0.667191545472938,-0.424752877732455,-0.537143138476887,-0.236523746779506,0.607670113474394,0.347896173106349,0.419799036638584,0.299440979981674,0.78725311465049,0.329048035521466,-0.044735173384193,0.2270643416801,-0.674348931261604,-0.857849618336092,-0.266465016303345,0.497030985026306,"1"
