"DF.L1.C1","DF.L2.C1","label"
0.999999923780185,0.0341435128204587,"2"
0.999999995682574,0.0341435176417747,"2"
0.999999999994578,0.0341435179309104,"2"
0.993291569123091,0.0336936863972905,"1"
0.999134729306789,0.0340854982746278,"2"
0.999369592838645,0.0341012467811411,"2"
0.976450678671596,0.0325643665087249,"2"
0.973213606951123,0.0323472846718732,"2"
0.989342250880074,0.0334288598198638,"2"
0.999299597345753,0.0340965533148927,"2"
0.843927834760954,0.0236749506597045,"1"
0.998865810956604,0.0340674662402887,"1"
0.996593354072182,0.0339150881731232,"1"
0.525553560624906,0.00230630401658694,"2"
0.67369410375678,0.0122506501173771,"1"
0.920824979375074,0.028833631698981,"1"
0.607911258594447,0.00783497585114512,"2"
0.987261546016948,0.0332893336080969,"1"
0.969511404294666,0.0320990068673548,"1"
0.922445350329035,0.0289423194891455,"1"
0.97622947123147,0.0325495321751885,"2"
0.918117158621179,0.0286520007478787,"1"
0.980241318734402,0.032818567382806,"1"
0.982346283734747,0.0329597248105566,"2"
0.993329022055501,0.0336961978289059,"2"
0.992058871429318,0.0336110267856606,"2"
0.959764829291146,0.0314453613751324,"1"
0.989829500125464,0.0334615331947553,"2"
0.993745478469644,0.0337241235656469,"1"
0.956774935296813,0.0312448413433224,"2"
0.957041900891765,0.0312627457426586,"2"
0.995109191640273,0.0338155678083618,"2"
0.94868239554338,0.0307020950400108,"1"
0.956376584303551,0.031218125371877,"1"
0.993661126854989,0.0337184673213582,"1"
0.93404621715065,0.0297204375718962,"2"
0.920904322282515,0.0288389537093586,"1"
0.551702630163183,0.00406172227741275,"2"
0.839998131107311,0.0234112884439116,"1"
0.942602903345907,0.0302943468496112,"2"
0.963285717630351,0.0316814897917298,"1"
0.988291401283212,0.0333583929661391,"1"
0.812617785054726,0.0215741244641454,"2"
0.953469839095445,0.0310231790551272,"1"
0.958182325745937,0.0313392296118902,"1"
0.990061015521307,0.0334770578511439,"2"
0.988009158135585,0.0333394665221802,"2"
0.959760688447897,0.0314450836673611,"1"
0.907915346862214,0.0279676827356851,"1"
0.992216605229287,0.0336216037879263,"2"
0.996355390135224,0.0338991315701404,"2"
0.99776836415625,0.0339938778809177,"1"
0.997603027465325,0.0339827913381271,"2"
0.993486473596918,0.0337067558434372,"1"
0.993671230491827,0.0337191448264422,"2"
0.999100154380656,0.0340831798909225,"1"
0.99754806482879,0.033979105852923,"2"
0.999990886125491,0.0341429068128843,"2"
0.999939781110917,0.0341394800355583,"2"
0.999990672161512,0.0341428924658221,"2"
0.999894523640045,0.0341364453566612,"1"
0.997614733031305,0.0339835762474106,"1"
0.999246746298932,0.0340930094485099,"2"
0.999517282564379,0.0341111499387429,"2"
0.973955319800293,0.0323970250781742,"1"
0.996489783623701,0.0339081432887733,"1"
0.998493903682843,0.0340425283565234,"2"
-0.841803289529559,-0.0892488388436179,"1"
-0.457291636932944,-0.0635880361035492,"2"
-0.751178802406437,-0.0832103008964105,"1"
-0.0136950434949021,-0.0338814971064778,"2"
0.744578222172,0.0170082076718909,"2"
0.541811291544456,0.00339770726453192,"1"
-0.794740199673243,-0.0861136969990515,"1"
0.99835079333544,0.0340329322188245,"2"
-0.662431317327871,-0.0772909012665743,"1"
-0.670593851277525,-0.0778355710029961,"1"
0.464272129625953,-0.00180762832349912,"2"
-0.987880836106768,-0.0989683707011817,"2"
-0.0422099245787895,-0.035793431196431,"2"
0.854685748653593,0.02439673251013,"2"
-0.859171618168627,-0.0904053993706415,"2"
-0.348873441974841,-0.0563359186735073,"2"
0.290315228247914,-0.0134848687220086,"2"
-0.519917924948573,-0.067774114026208,"2"
-0.60437458655766,-0.0734155782837889,"2"
0.0750362153027081,-0.0279305072079485,"2"
-0.0114736458149238,-0.0337325409169456,"1"
-0.319234900265,-0.0543523223256894,"2"
-0.611310570456641,-0.0738786784891181,"2"
-0.695761762123677,-0.079514682009314,"1"
-0.736575508486257,-0.0822366629117621,"2"
-0.620805914311719,-0.0745126097587154,"2"
0.999999965147686,0.0341435155942996,"1"
0.999999999366598,0.034143517888802,"1"
0.999999992721203,0.0341435174432043,"2"
0.999999977036869,0.0341435163915127,"2"
0.999999990858152,0.0341435173182798,"1"
0.999999957295463,0.0341435150677797,"2"
0.999999994281441,0.034143517547824,"2"
0.999999858170323,0.034143508421079,"2"
0.999999996204937,0.0341435176768012,"2"
0.999999985812357,0.034143516979941,"2"
0.942947034904645,0.0303174278340482,"2"
0.99361949571835,0.0337156757216126,"1"
0.948179737443515,0.0306683824239908,"2"
0.813500227061836,0.0216333368169469,"1"
0.4303384571379,-0.00408563919041782,"1"
0.71189447741761,0.0148146424279134,"2"
0.0495234966215693,-0.029641804629176,"2"
0.823603933446485,0.0223112902529797,"1"
0.87210398769269,0.0255653220003127,"1"
0.952204791159816,0.0309383355056783,"1"
0.910560707779785,0.0281451310276465,"1"
0.999999994158203,0.0341435175395604,"1"
0.999999835785181,0.0341435069200742,"1"
0.999999989531711,0.0341435172293373,"1"
0.999995819967123,0.03414323764489,"1"
0.999999962494655,0.0341435154164043,"2"
0.999999983195284,0.0341435168044568,"2"
0.999685942038722,0.0341224591895194,"1"
0.992465065283252,0.0336382645172359,"1"
0.999779343948272,0.0341287221343561,"1"
