"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L1.C10","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","DF.L2.C10","label"
0.999999977241693,-0.998601950364572,-0.997657077974952,0.849315991879492,0.988987082809879,0.841935014658693,0.900218151605145,0.221683991237298,-0.999992382974512,-0.999997175919114,-0.872232903103775,0.229116441132917,0.537909568843805,-0.780159560476771,0.387813391756037,-0.783480956976614,-0.407746929488651,0.0404216331905644,0.943399970072822,0.553053364987353,"2"
0.999999998234319,-0.955921578519291,-0.999122589952187,0.997729031742146,0.970483802168087,-0.417535363682749,0.999551591674737,0.0555617479516549,-0.99999455740391,-0.999999337012702,-0.922019317457443,0.413217372311734,0.789597914495663,-0.334771706604664,0.449814665245896,-0.859765942719509,-0.428721748476923,-0.378472168762258,0.970475968607686,0.309573024206624,"2"
0.999999999960321,-0.53446842668265,-0.977773900208132,0.999972664308917,0.95115438897246,-0.799850382977238,0.999980078570416,0.104848052071902,-0.999852833964358,-0.999999944386546,-0.913153151139589,0.467636782744796,0.736430176594094,-0.162131235570905,0.477733246606325,-0.856361534571907,-0.414993528274965,-0.467908953333319,0.962580443671775,0.214105202740058,"2"
0.984429988597176,-0.793351343231701,-0.97384573387825,0.674026663319064,0.312126512724173,0.799248224801994,-0.917421691242086,-0.925600428564253,-0.991871494991926,-0.929439822290709,-0.540476711595573,-0.234905141385389,0.718890231234106,-0.94214926783304,0.75745049807425,-0.905625079684277,-0.0205133956727892,0.292697041451408,0.735585548517147,0.939284264923591,"1"
0.995289128460025,-0.747510689548619,-0.2673047551562,0.803532161863524,0.27475303265049,0.361253531377048,-0.929078319881276,-0.759105959975381,-0.961727989119352,-0.859132531944498,-0.731152103118855,-0.276720815982731,0.747891158881549,-0.832278344146621,0.438969946080247,-0.809657316005475,-0.0603303108865298,0.301162981723288,0.713278101776384,0.87958866145817,"2"
0.995653837303488,-0.874847497654164,-0.393636361341229,0.865117153528088,-0.0175214412821887,0.757851472731724,-0.723500844336232,-0.715150261623679,-0.986155027896904,-0.979323825276812,-0.635288759102651,-0.290044325431337,0.71434716504301,-0.858222144456247,0.351994122870343,-0.847245533786459,-0.0724836250617764,0.403708766832553,0.760698301191195,0.929656038425694,"2"
0.950580749485282,-0.900255138565974,-0.27674507837815,0.727318221985481,0.329749911631412,0.24569569892362,-0.803317333881496,-0.872019568077548,-0.956475368010339,-0.616416282614445,-0.708545413695941,-0.223052041544594,0.799189050517348,-0.75496832508952,0.385964952995267,-0.825276817937629,-0.0189729022910274,0.255612193633861,0.694792828259645,0.830314110270601,"2"
0.955306490447706,0.706475401473152,-0.999082709301895,0.731607525781025,-0.810225260099994,0.561419220870812,-0.568332832135551,-0.688779893287234,-0.999688679444459,-0.536041638292149,0.520336444410337,-0.03172471894615,0.0315509570938327,-0.773098496872179,0.432768585384937,-0.931110385094092,0.154210611683419,0.489380937653362,-0.0252861461363629,0.952648106381064,"2"
0.970598344707163,-0.621855757583577,-0.172912539180234,0.872405739408361,0.569159781410829,0.91498482009534,-0.546696161516186,-0.10669117313364,-0.95269788446116,-0.953731687172187,-0.816344843131137,-0.250392818219311,0.467446611868942,-0.875823784116037,0.271670474858337,-0.60041415867498,-0.219528409511573,0.418657193234905,0.731053731242838,0.78511640495135,"2"
0.996867595173712,-0.969452347075855,-0.691218417767162,0.726103478225123,0.0698396520313337,0.271465967525427,-0.913652174938885,-0.950495816291491,-0.996508500107115,-0.935107238194211,-0.631181800545299,-0.223400204045954,0.8328961875445,-0.851242355677266,0.610863488050443,-0.910651138020092,-0.0452775737318791,0.279627822400338,0.802007472287694,0.930457826277635,"2"
0.938444358421721,0.456803842245815,-0.999445854877379,0.707261855282046,-0.900691263991154,-0.124784801139718,-0.209694488221148,-0.788220317887317,-0.999932067692615,0.429687333587848,0.630512040815981,0.26219300132215,0.397926639281984,-0.0454959134067718,0.0222924875870538,-0.953709721066331,0.20590422934472,0.501462415903549,-0.272584662337699,0.799798928518651,"1"
0.995574851041351,-0.961831732513989,-0.91187119607898,0.603648289985234,0.172728753933803,0.579231946252589,-0.900490783868501,-0.943635358480659,-0.996713248043156,-0.967266899009438,-0.562597903964229,-0.230905441127341,0.791763779330595,-0.914116423814818,0.708945446898292,-0.917356271304,-0.0393855367371665,0.324074387337725,0.790229046178095,0.943381578786417,"1"
0.993387394362795,-0.759374570356823,-0.787513206497779,0.796280177056873,-0.118831397336853,0.553477742791407,-0.640251866092558,-0.546246464882303,-0.997448113102777,-0.790790772613731,-0.49520354544569,-0.129225996485525,0.704181064940374,-0.825918024832915,0.447988983752114,-0.898803319089265,-0.113497848823477,0.463902942372489,0.736050976268577,0.910631954759566,"1"
0.137218923149587,0.884140653658775,-0.176647403493331,0.391765241705303,-0.215329993016881,0.63005913001302,-0.839536320129421,-0.270288740169337,0.787276305668696,-0.154762726479383,0.405694590554607,0.075059227433121,-0.654945575436999,-0.782568389272727,0.459629897347406,0.213043938911631,-0.0665511910778516,-0.206043199932715,-0.781231489609247,0.320583996657152,"2"
0.859259764139252,-0.437884019586151,0.63568485079594,0.853803848055618,-0.83302331505294,-0.151611314020954,-0.963231850073944,-0.982702462549434,-0.167192999945351,0.661142122937661,-0.0618919844170975,-0.0543330521273837,0.674673583488972,0.272447573199645,-0.683088108992408,-0.595322556271957,0.0895685363462744,0.505194164793087,-0.544159007619033,0.464380226338636,"1"
0.908412844054883,0.239985427509192,-0.546622141627221,0.689492531391887,-0.847726912068407,-0.178194942305597,-0.822020321656598,-0.91839938353574,-0.644586742490673,0.160966753318011,0.393008555091937,0.0705088308397349,0.496999251833847,-0.292590816208169,0.0752014551615124,-0.901170492714747,0.147387143319862,0.453612196363841,-0.301486156379206,0.826742040709364,"1"
0.293430008895875,0.21508867588669,-0.0753550351311698,0.197395611128178,-0.791859155522398,0.178000521963392,-0.952026651502425,-0.94416988742662,0.485764493172237,0.576613781515092,0.667554668875574,0.0664812179652119,0.0116561816203936,-0.276353764200632,-0.00686373091070003,-0.414739597118905,0.159443132500757,0.160363828459683,-0.827490532319958,0.452487655188894,"2"
0.943458281971368,-0.869432449236277,-0.876976578903113,0.541784055225834,-0.0305906038528452,0.933146937412688,-0.888705729836469,-0.893140942538462,-0.958387160198239,-0.962785910195394,-0.371679857548854,-0.285389419834998,0.694376744001688,-0.928246860191079,0.651557996340648,-0.905900338108949,-0.00572699619262385,0.445693611586164,0.709289605848318,0.957722224403014,"1"
0.931712720783396,-0.856205738206829,-0.860863879263346,0.446586490362031,-0.315615127731097,0.816038551839568,-0.730284199769282,-0.798138506037114,-0.988015955791227,-0.829784794016323,-0.187492432873571,-0.234779755124249,0.689754783827473,-0.867246320619025,0.491839799547885,-0.91937730669454,-0.000391907027478045,0.553698995210848,0.677078239955225,0.955863063528005,"1"
0.865448343519944,-0.683300561321759,-0.93851138378006,0.415191477172983,-0.62575226953954,0.787852247405495,-0.496839353503523,-0.767930299114689,-0.991542261454708,-0.710354479892259,0.138613752967755,-0.163404137720063,0.615533184419041,-0.788596503850687,0.372443592643787,-0.933915563437391,0.0455810249322389,0.574879821082051,0.600811135293716,0.957925940818485,"1"
0.918415943703861,-0.0485108597583679,-0.989955557553508,0.720103625742117,-0.731345526230986,0.806767951045441,-0.627709764776785,-0.885500530163569,-0.989054967138022,-0.619223946820268,0.343701186835652,-0.133026483175265,0.405742631847651,-0.830423222793053,0.458370191831347,-0.938635589194977,0.133035599804477,0.49520503951918,0.310273934937263,0.963281529850774,"2"
0.632229270289252,-0.882247370347731,0.112224884460876,0.376043532270403,-0.188474972655012,0.888532721962593,-0.774296773313992,-0.818775577415842,-0.550853687118473,-0.732279216913662,-0.351902838925018,-0.387429532836331,0.556317023569206,-0.766238671029827,0.0707937663856811,-0.614271916162811,0.0423648385986258,0.386851269220789,0.430150529124884,0.892186869424989,"1"
0.981802408786295,-0.791938403597362,-0.995187479629259,0.403650238979741,-0.272141725828059,0.916724962495323,-0.597116142135643,-0.757592389952312,-0.999186313143351,-0.931111670355966,-0.172279552591328,-0.203843803117089,0.643332583632624,-0.890973464056451,0.541250911021082,-0.926871328495449,-0.0236259687779854,0.547337321654979,0.713964451705238,0.962159384919308,"1"
0.951849092123688,-0.424824729175529,-0.993152455849671,0.370760272809422,-0.658613189946018,0.89249751901551,-0.71589951294441,-0.702157946518228,-0.997083741366009,-0.827896273553953,0.201693882797099,-0.207591948040907,0.498609826943592,-0.865568729465303,0.459633775566273,-0.933350987960956,0.0353913993012914,0.652203998212404,0.511610685765965,0.970421611970815,"2"
