"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L1.C10","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","label"
0.999999025516199,-0.87551056448906,-0.999974540154528,0.986576967308701,0.997856218031487,-0.999464004615416,-0.272066861391776,-0.944406516889894,-0.994447269699573,-0.998988923309831,-0.932156865516203,0.699972545669163,0.97448900469282,-0.904226143167476,0.834107262555718,-0.880804676503225,-0.760861478115155,-0.425032084432715,0.939272650730627,"2"
0.999999942929799,-0.906927390332705,-0.999989046915556,0.999537944986187,0.99823729815971,-0.999988915755772,0.985593526300354,-0.883086931374082,-0.981870694484862,-0.999343724301708,-0.901329402591066,0.54963479885453,0.973405392871027,-0.750428635658654,0.427585433799729,-0.854298481652126,-0.854702968909361,-0.568158385438257,0.976466596110093,"2"
0.999999996397975,-0.895324609790018,-0.999577516900213,0.999992212686561,0.999194451429984,-0.999996042345046,0.99986802910061,0.0649386785574598,-0.36555266293066,-0.999760125139495,-0.928436582244721,0.116672990339946,0.95853515680324,-0.772126893837901,0.0872792432754955,-0.666348282013833,-0.941091518570895,-0.442028226108318,0.980514100877537,"2"
0.910997767187308,-0.119478788774043,-0.994462474399797,0.865292630407819,0.292573551056665,-0.735645251713731,-0.970909775866743,-0.99054161329115,-0.791448010281134,-0.918625387024994,-0.834605325694471,0.815044170253484,0.922354778491252,-0.895524648849244,0.93545019799276,-0.938546464043785,-0.252864253791857,0.0233073833146257,0.672998303201574,"1"
0.973914446461191,0.324798812164799,-0.980782701112902,0.966089592756581,0.600063092367754,-0.977179140346506,-0.988135694413475,-0.982331361308481,-0.0297707510454543,-0.536368010416556,-0.861822010147121,0.772117987277251,0.919447551579086,-0.909604145487716,0.942504604130429,-0.898582556759113,-0.328770711391378,-0.0860913488137993,0.466016383550711,"2"
0.982127303766848,0.259330357750401,-0.983445605455487,0.980206631672626,0.348023379023518,-0.953916693662307,-0.971564122223868,-0.972623807595088,-0.591442998045369,-0.906194806221622,-0.865234401875791,0.830575134050475,0.926905409987358,-0.89685359382556,0.946084995457296,-0.939213416301358,-0.240050790964013,0.124651492161691,0.630431215777293,"2"
0.827307577691718,-0.232331086473992,-0.962840416988052,0.905908711437769,0.316078003677136,-0.925557086151814,-0.923663577835415,-0.98174030013218,-0.38906742112689,-0.0960031699189543,-0.77343627914346,0.835598263409937,0.942618243271451,-0.791185250301186,0.876691483545465,-0.916963677189613,-0.313286205133557,-0.146593886480913,0.417604379561092,"2"
0.976492411178989,0.703233411437783,-0.999805105662988,0.968709392927913,-0.249977787660209,-0.977810586746373,-0.961166109340674,-0.980172392850944,-0.986140425641541,-0.962420794580559,-0.766436084007829,0.913018929013295,0.909459936476596,-0.791887388535913,0.948649385589126,-0.976137539224709,0.174803903520745,0.517860694133669,0.462536560577232,"2"
0.930811098815979,0.323633258807058,-0.950122213370963,0.966221312475685,0.671824899766553,-0.739797290210689,-0.915381398057696,-0.918168169996103,-0.572498876484251,-0.801935973739248,-0.866134532994558,0.749511807798112,0.903330721598913,-0.923806475120761,0.943002035091168,-0.906341573721865,-0.262318099278839,0.0439029297236236,0.582247543175881,"2"
0.974438320286071,-0.105655686200393,-0.995558820475328,0.962006049146015,0.386066596773261,-0.984655676685205,-0.988065634346527,-0.994929136922208,-0.658748417150915,-0.732815548861471,-0.869632745480931,0.841058805768829,0.948451555248847,-0.883909221814545,0.930009211272502,-0.937477518459854,-0.349283334388225,-0.00378132681582932,0.671020724039709,"2"
0.985166400012794,0.603342718225094,-0.999940766550768,0.964897471773219,-0.634517504431861,-0.995758722434246,-0.926665606152634,-0.991674371265579,-0.997256873905653,-0.834284704263293,-0.690252558415241,0.936821582096649,0.912814201835849,-0.659121178260816,0.930785166660225,-0.983609731417795,0.249892076805342,0.569682846364,0.388624258928327,"1"
0.959423965706634,-0.253791180218806,-0.996577514469845,0.920517726807908,0.411219839685259,-0.950207290928932,-0.980699914759855,-0.992152591671767,-0.729944297269018,-0.890852256742958,-0.878819417559701,0.824939755042393,0.949059074077777,-0.89785826210724,0.932026105538368,-0.933095262380844,-0.399468089630061,-0.0528720772766271,0.744192078566937,"1"
0.988252860983638,0.358318929601421,-0.996406439200121,0.978972477072475,0.47445824488871,-0.982900817190178,-0.956644156873716,-0.966858359219279,-0.902443569771726,-0.726707813813917,-0.860405488829386,0.857577154986984,0.941353061378144,-0.882828449440394,0.941008931209492,-0.949193015367109,-0.170535693557565,0.225338430474315,0.581126981845937,"1"
-0.168592886810579,0.654621655981164,-0.162694684183366,0.165184749047917,-0.181004064635663,0.37582631762144,-0.804815783018412,-0.658348835557636,0.816061544611235,-0.440394256864281,0.191006447199852,-0.0267263221578431,-0.47646525051576,-0.665334765103291,0.844924013355456,-0.120116686369468,0.468742562581666,-0.158595921568755,-0.566602612481747,"2"
0.600294893477123,-0.048786093261141,0.191901336997693,0.807138884643175,-0.617657764386928,-0.121197013521604,-0.87582673767292,-0.970506715008145,0.426321561993272,0.160818286434852,-0.483380941824296,0.666154632250426,0.484827698055406,-0.183745825398033,0.509331194319496,-0.689424503813483,0.220574025355852,0.0700248328858306,-0.463146331297453,"1"
0.759456025066579,0.396238524147587,-0.918469847953344,0.760574756675406,-0.663301908825766,-0.782275059003882,-0.705995676339061,-0.93288861230607,0.381798040428753,-0.369811550766647,-0.445849193690475,0.826716250416549,0.784222414053694,-0.58543910313583,0.876287234340633,-0.936291624614017,0.0614054177624956,0.0901775196937316,0.0642175964774528,"1"
-0.369016313662367,0.374597512020819,-0.377225526351593,0.0124583701784228,-0.761197040395894,0.311472654057405,-0.796403986393269,-0.881249277009278,0.776462265966046,-0.108160852830804,0.622995496576927,0.300205806433095,-0.419516145422324,-0.357765502242185,0.831637821183669,-0.427918913017867,0.627269380424436,-0.262951768813656,-0.691620140080846,"2"
0.605795567176082,-0.31232746593377,-0.949989585196932,0.773881798162916,0.17381708454665,0.417162895411459,-0.839364971677645,-0.876019246057425,-0.61098593483427,-0.964646728598197,-0.617274878096334,0.514879792397968,0.574806993628325,-0.934968409964112,0.921356144210997,-0.871401828986849,-0.0727220620566633,-0.207686439000906,0.486134164004291,"1"
0.787778719226482,-0.117947388597013,-0.979991999774748,0.821620212946839,0.0914759912710056,-0.423975560176113,-0.781938183639214,-0.845052810658195,-0.883864702801543,-0.897617427003401,-0.739371476931961,0.769703033869084,0.865580736577568,-0.862877283021586,0.90676133469791,-0.933945241575113,-0.163781654880848,0.0789434827120854,0.628248919463802,"1"
0.764886748581285,0.0216234854949988,-0.987127002363395,0.800475865803237,-0.215899355294437,-0.431513735890881,-0.620901878708519,-0.797850716256,-0.929851991232878,-0.913933396628813,-0.646798323226711,0.800598931019666,0.842036887061642,-0.784968626566956,0.884571793662976,-0.949829166360093,-0.0527572073403322,0.213502822322997,0.598686968418124,"1"
0.889217164350764,0.0993478712551337,-0.991247332267271,0.901401599976839,-0.492665762923861,-0.456695639830889,-0.730294806457843,-0.922931837535681,-0.88500408541581,-0.953809856442814,-0.657565428212471,0.861486837415316,0.847808444415939,-0.768255018394024,0.902961517101359,-0.969183187799768,0.0567066029735597,0.306796401582832,0.539498264314554,"2"
-0.0402135871703575,-0.355427399639875,-0.42486948817158,0.582363362913694,-0.0799160318649688,0.682101872417272,-0.436908210977606,-0.513277407280408,-0.0970023204652131,-0.756139971348073,-0.181860304132737,-0.00933116472304585,-0.101471803234156,-0.778680516919753,0.73812734300243,-0.36185938483401,-0.00958677860019663,-0.343197826163519,0.267593219198815,"1"
0.95367719187062,-0.130241562567027,-0.998385713818949,0.839081634610837,0.215249004000285,-0.476535250454847,-0.754220408453329,-0.896099951828795,-0.9874236413558,-0.982450314217535,-0.807321353046594,0.78627723312787,0.899315835360159,-0.886000666129758,0.910280409951563,-0.946812808141666,-0.233670642343585,0.104466523977907,0.698992803833552,"1"
0.916079220778577,0.115347886082956,-0.995968041973278,0.857846381844529,-0.091993906995562,-0.417467862497594,-0.820475767760925,-0.789481419920103,-0.964642647119886,-0.979877903168321,-0.746428033419344,0.811605423029233,0.857954067317161,-0.85546254045203,0.913510482316397,-0.957195950459549,-0.062170217462171,0.299395013004099,0.582746365918904,"2"
