"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","label"
0.99997991326444,0.999934053471758,-0.945607825799808,-0.840929329201329,0.665662346118612,0.110825929517246,"2"
0.999985340255216,0.999999721278348,-0.955760259593695,-0.266752968991486,0.208630092183004,0.0111285923526896,"2"
0.999992530786367,0.999999993702552,-0.291543653742548,0.362133432333517,-0.645236767016907,-0.154429987524743,"2"
0.963638848978187,0.865926723206919,-0.718870227764606,-0.770655987443214,0.513886510149606,0.0611046692653558,"1"
0.995700789145859,0.947576164009915,0.0752645376691666,-0.159737459446151,-0.408202893527056,-0.10488224788595,"2"
0.993037441903056,0.96422131745223,0.298447842300704,-0.163503365331795,-0.48278348759899,-0.118337778064042,"2"
0.915013435439247,0.843014763125555,0.246242634636491,-0.11553148775204,-0.506645559097128,-0.12476714208718,"2"
0.989953976122816,0.986618044461926,-0.978139170762312,-0.73243899828778,0.608570664943327,0.0948444525407272,"2"
0.983192338715891,0.844983680309097,-0.13459299941936,-0.0273735524879284,-0.477568558404187,-0.129157784177809,"2"
0.991719408675728,0.96984299594166,0.19563522883361,-0.380528925631187,-0.241415147941241,-0.0702232812773289,"2"
0.978392663147025,0.996350771652953,-0.984769446992381,-0.659858492396537,0.571887631873,0.0885332621252513,"1"
0.985811408495374,0.937481059241298,-0.212500512805736,-0.62797704422595,0.193696469203991,0.00230890406867579,"1"
0.995060909865012,0.98191081086651,-0.463133440410935,-0.245234161745563,-0.059023678182496,-0.0367864336605457,"1"
0.704338772741837,-0.0338826858831156,-0.210437121713859,-0.291572823041296,-0.467159495140143,-0.183831524196146,"2"
0.812792306125729,0.923961003302515,0.648266708765712,-0.0968363371292804,-0.563787832496144,-0.111693207334036,"1"
0.857076947961439,0.955838060599507,-0.213719404427536,-0.49049050381655,0.173153179450318,0.023099602286941,"1"
0.359491968479191,0.383557483065897,0.283097611155574,-0.618913796453423,0.138822204684749,0.0327985723133495,"2"
0.816381273286477,0.386384505883862,-0.215992556062574,-0.828064856769676,0.210864940135933,-0.0322209832711846,"1"
0.869285418733055,0.731949292848437,-0.326120407067428,-0.72507294783745,0.315586232800361,0.0197618006917748,"1"
0.823551405610078,0.80601648522758,-0.534991406062772,-0.72122566731912,0.469424639744803,0.0677457867008308,"1"
0.886325401228897,0.913529779282367,-0.746940755619475,-0.790785556302059,0.602826700507983,0.101905169328239,"2"
0.352118829034678,-0.163990903064756,0.639226748738588,-0.609213141341384,-0.356230083660586,-0.118994461228198,"1"
0.941911222291669,0.914928434116171,-0.912218212673322,-0.90802389557898,0.693084158016978,0.119006793339583,"1"
0.936069532402678,0.838950613637309,-0.84507371970627,-0.885530646472759,0.638853392069191,0.0944542512919719,"2"
0.850253585573584,0.683707015811742,0.421397005195252,-0.331574620984436,-0.431493304310625,-0.116927988089113,"2"
0.881207102198395,0.678529246513955,-0.253025381383437,-0.755341647249608,0.272520179735605,0.00314627882056306,"2"
0.423142309512005,0.490411278091464,0.506059207572471,-0.52042863562064,-0.0609373025913487,0.000461932656726782,"1"
0.967872241109503,0.687709395386394,-0.743094939501675,-0.681851259525162,0.358720920900933,0.00626373628775789,"2"
0.965159651227416,0.306575595335868,-0.536701364459729,-0.712327560937333,0.0756348133019374,-0.0902591211823451,"1"
0.962551466972674,0.793520268873833,-0.920459235620194,-0.850831929421892,0.608742653648637,0.0762742613977455,"2"
0.974723363358732,0.919225066530213,-0.874183090082624,-0.580121568766234,0.437707055946845,0.0491992787194646,"2"
0.940632189997846,0.239942568849878,0.0181034201484418,-0.551609870993335,-0.365289265652716,-0.171172146917682,"2"
0.85733627334217,0.371445051299808,-0.25306248590948,-0.633587366280705,-0.0136819947472555,-0.0794693189303437,"1"
0.920230191055155,0.36432075273357,-0.030532289421954,-0.652734793891313,-0.159530700462564,-0.116068454255133,"1"
0.970679389956763,0.47880295602083,-0.759337739212242,-0.793221997815379,0.353360872206133,-0.0205409586005822,"1"
0.97285666186358,0.939819825240879,-0.85701909039573,-0.424624486918138,0.303761447205257,0.02563639711017,"2"
0.926023865165426,0.206976234212476,-0.813222372630294,-0.696127163176023,0.165696527947003,-0.079772145614126,"1"
0.0645502206136768,0.617375670824247,0.753110905924264,0.799818583490313,-0.824294725772603,-0.110228504891854,"2"
0.971737608577663,0.888534653716278,-0.98508769296173,-0.815967734817395,0.636648881826095,0.0938910934278695,"1"
0.846906645597771,0.255396971464098,-0.0174645294736506,-0.530128396917023,-0.289973801460634,-0.139583817952587,"2"
0.866729302477618,-0.00752262611429844,-0.0731850496151274,-0.571250010092266,-0.384799563688768,-0.191450299496597,"1"
0.978629505003213,0.812593778877696,-0.594421280029954,-0.628743661753757,0.304350313708611,0.00897411863148578,"1"
0.728438883478567,0.375248245544622,-0.202529899517125,-0.595735642192977,0.0343789976846046,-0.0488627583580732,"2"
0.974344248716217,0.937234292759382,-0.4086829691172,-0.378561024785238,0.0430283660535219,-0.0214118576059359,"1"
0.822818527550893,0.351037557247597,-0.426515906492292,-0.738642592658679,0.194935816764286,-0.0401188652950788,"1"
0.97905607575916,0.817062051290622,-0.327492817034858,-0.513535876143879,0.0660056756994027,-0.0329818282099454,"2"
0.941356058436715,0.355773414001516,-0.575120851762921,-0.809712680187011,0.241176551466923,-0.0514980519885313,"2"
0.949976013768498,0.817234536919371,-0.870150441809181,-0.864499318627179,0.617904175451699,0.0836826684084567,"1"
0.828309527637238,0.441714077081309,0.324465455364871,-0.183107443176784,-0.60256446946493,-0.180750668265743,"1"
0.998727095808208,0.998977603456167,-0.991652459574635,-0.755657099770904,0.627598048368069,0.10001851482193,"2"
0.995834857047563,0.988389579351987,-0.840464562519788,-0.622371327893095,0.478388811049935,0.0625791889853571,"2"
0.998004161939738,0.989378715407983,-0.929722278936748,-0.611869827349434,0.502412545191532,0.0677899313368481,"1"
0.995209903585194,0.975918254241041,-0.741695004808885,-0.56386157918764,0.383893792907871,0.041391827179772,"2"
0.992293938288855,0.985187339388337,-0.432713268991148,-0.218778894773012,-0.0968246413257616,-0.0423924882807121,"1"
0.944468234645107,0.730374293439369,0.148545537628784,-0.538432752936333,-0.163456905137071,-0.0772067558286231,"2"
0.992482116612856,0.938893645015909,-0.091741387321157,-0.489915104342025,-0.0112416021233894,-0.0339735343193597,"1"
0.983916844637081,0.947513723318173,0.0260990468728043,-0.331560288292452,-0.217394745144497,-0.0670631321384232,"2"
0.998654307971278,0.991496156710124,0.918204776976637,0.301110752836004,-0.862035333706488,-0.243688913745345,"2"
0.99407402150097,0.982014815410965,0.939151420826134,0.64615795438645,-0.931768473328744,-0.302120174485998,"2"
0.999953942332297,0.998417122800662,-0.890757621165592,-0.754882038912322,0.59524981809561,0.0909222630864392,"2"
0.997437093697136,0.971582862432848,0.504634962829894,0.00746822787510715,-0.666567300609196,-0.164636150599771,"1"
0.995969013364093,0.924532235093393,-0.0888651374847778,-0.132291183209781,-0.376276524174864,-0.101133488699589,"1"
0.988797615550889,0.832921091488574,0.696620164206195,0.103338477866051,-0.791499204036864,-0.223780453434406,"2"
0.9916172827779,0.857310621155587,0.769191829833494,-0.0362692925025414,-0.741411472041992,-0.201813548830795,"2"
0.964577456453472,0.495014343459103,0.657680986267648,0.526656881780648,-0.933021627238384,-0.351359710960039,"1"
0.937957604700055,0.751604031477371,0.854614463819356,0.540027510682497,-0.923545397736317,-0.309485633915433,"1"
0.991327240214173,0.884041984930442,0.295033047297242,-0.0984289139640329,-0.56484745041814,-0.146449350715115,"2"
0.767115892190493,0.636260652456088,-0.714661818026118,-0.146357966274038,-0.054776501292408,-0.03832035748523,"1"
0.805998993489119,0.490005803585144,-0.567774573383931,-0.264175490173889,-0.126173069899579,-0.0750231541009623,"2"
0.0654965404104788,-0.508040468052747,-0.332954730830878,-0.406520331554997,-0.0714797946657815,-0.0594326276146562,"1"
0.770447984492423,0.601217682775615,-0.36853885570272,-0.278698058184752,-0.110950862559321,-0.0531843255834026,"2"
0.799276571534648,0.708164335747589,-0.714228708688382,-0.563102513999485,0.374893799484205,0.0408818209790799,"2"
0.873091179132121,0.960331882214765,0.567671355061145,0.0745238377416176,-0.66736566743292,-0.145390496333179,"1"
-0.0921198846950326,-0.269532877840488,-0.625256004415496,-0.665652635499267,0.551529109121414,0.113745460940311,"1"
0.988024508724604,0.844070793952231,-0.556119668240126,-0.823159655343457,0.468830921751918,0.0440051046951117,"2"
-0.00480095158456861,0.208588452013528,-0.668685029708236,-0.644487574847403,0.684197342367486,0.191457201087008,"1"
0.577458101831746,0.471868973809592,0.235201503658349,0.163825911757129,-0.65353688331852,-0.148941478870731,"1"
0.734728072401874,0.48633385905436,-0.593482835252081,-0.768405827500261,0.436439727639923,0.0374526993080966,"2"
-0.507589454963869,-0.347586718727474,0.628419878999587,0.717420518528121,-0.808964127818143,-0.12046878231597,"2"
0.494269144376753,0.387723718994858,-0.6329162733091,-0.565114210092362,0.397680163986239,0.0589726057154701,"2"
0.815050608953232,0.807373178618437,0.314431715198065,-0.480151718524221,-0.148488712390651,-0.0433512122628603,"2"
0.716622497925308,0.279184931615639,-0.411889951010735,0.092120380150653,-0.555034047597411,-0.168428795817057,"2"
0.217849821782506,0.551377995634262,0.592142809356109,-0.0995754387724308,-0.316820884783161,-0.00217682533096575,"2"
0.00805575825046612,0.860722584015531,-0.751628578672505,-0.773438692203367,0.884950312462841,0.350352367198266,"2"
0.0678618503166741,0.771605065821399,-0.930930421421672,-0.830010929784949,0.893606608513362,0.338164187574123,"2"
-0.0130778384484551,0.574143764539987,-0.932153728406812,-0.890863153603468,0.896074598881145,0.331166950545254,"2"
-0.256148258153323,0.387692410028111,-0.454915465170526,-0.739568377869475,0.819145296233992,0.302520517524162,"2"
-0.220213202662245,0.812993102168943,-0.782042198851845,-0.792232136264402,0.921369519757403,0.408066440569082,"1"
-0.536878128211853,-0.357061394194151,-0.594564971538136,-0.824954011556402,0.799274588140141,0.255096214398156,"2"
-0.667707309467139,-0.581848368220975,-0.637306396166854,-0.798337371612786,0.787337955388488,0.24563302217317,"2"
-0.816795733193064,-0.66418719252893,-0.00245336747650593,-0.710459552100996,0.628284591364762,0.20730743447626,"1"
0.0545864044305406,0.938403406947316,-0.98067248535365,-0.855896334571412,0.92224215498569,0.382015859224746,"2"
-0.270419166665277,0.465907189235408,-0.92522377657979,-0.884063094556165,0.920882110415911,0.37956145767936,"2"
0.995845568761693,0.999994309645907,0.665745970951807,0.262623340456543,-0.810962350620683,-0.214402623111086,"1"
0.999083959849804,0.99999989489128,0.758099761204553,0.600648333322056,-0.910232544535159,-0.27853016418164,"1"
0.999277082436069,0.999999722134706,-0.0170857608995143,0.122635034978837,-0.573309288397667,-0.135669896661313,"2"
0.999099101243045,0.999999949208085,-0.557520723219034,0.326252844934171,-0.536054536322882,-0.125922600476632,"2"
0.999951475831657,0.999992798412662,-0.507662044723508,-0.509102605097515,0.238885261929736,0.015896924586435,"1"
