"DF.L1.C1","label"
-0.971944098815303,"1"
-0.446104937438691,"1"
-0.74354251967678,"1"
-0.986858761482192,"1"
-0.967312645052112,"1"
-0.977259047023998,"1"
-0.948464048802507,"1"
-0.986796716119683,"1"
-0.985901131971614,"1"
-0.964802145161915,"2"
-0.986380855688665,"1"
-0.96234672023086,"1"
-0.989693871713986,"1"
-0.627026707498704,"1"
-0.929845466878674,"1"
-0.936721485926721,"1"
-0.888007660645929,"1"
-0.996556127247945,"1"
-0.995989645629533,"1"
-0.99232309823495,"1"
-0.988074378913124,"1"
-0.987999121643607,"1"
-0.998882713027222,"1"
-0.997843640242432,"1"
-0.98100093285278,"1"
-0.99556225600308,"1"
-0.995136913340197,"1"
-0.847172043236258,"1"
-0.915301735498385,"1"
-0.894901102884274,"1"
-0.998420696130915,"2"
-0.869257444518771,"1"
-0.868547902967708,"1"
-0.900350531137683,"1"
-0.91121276421791,"1"
-0.916942479151297,"1"
0.0742339416954605,"1"
-0.791788849904847,"1"
-0.390724749787744,"1"
-0.876722872948173,"1"
-0.685050095073913,"1"
-0.996461605623447,"1"
-0.979145541223827,"2"
-0.98067671377389,"1"
-0.973968724327655,"1"
-0.974525881549893,"2"
-0.996576305095839,"2"
-0.999453335188369,"1"
-0.977876293200235,"1"
-0.995193087072161,"1"
-0.972632556987048,"1"
-0.987549132447246,"1"
-0.960359781788714,"1"
-0.923332487858304,"1"
-0.94031847078862,"1"
-0.96388546533059,"1"
-0.959613796863428,"1"
-0.965822557408054,"1"
-0.941266360775247,"1"
-0.775351597302133,"1"
-0.968371472619003,"1"
-0.854405976455089,"1"
-0.977866283769639,"1"
-0.987101399979275,"1"
-0.966429482559526,"1"
-0.882181941202127,"1"
-0.941341845212481,"2"
0.377423757476149,"1"
-0.58113702870743,"1"
-0.49464848895001,"1"
-0.374225839780173,"1"
-0.810334235708095,"1"
-0.956872085615627,"1"
0.897246504461553,"1"
-0.996551020931609,"2"
0.546581005728666,"1"
-0.633868389587522,"1"
-0.16388893638043,"1"
0.563707237172368,"1"
0.429064447648152,"1"
-0.208187495072232,"1"
0.421987717144742,"1"
0.768521550291832,"2"
-0.989055855939913,"1"
-0.988693605499628,"1"
-0.995923143722352,"2"
-0.991925349273571,"1"
-0.997455454650164,"1"
-0.991354319195537,"1"
-0.987906346309253,"1"
-0.89000747956257,"1"
-0.992284668377908,"1"
-0.99566127279833,"2"
-0.977460373033246,"1"
-0.977835220289016,"1"
-0.994307694971413,"1"
-0.956331642405096,"1"
-0.975540240597419,"1"
-0.900623233036485,"1"
-0.959929943527762,"1"
-0.986874612620843,"1"
-0.985463859486453,"1"
-0.990449860418832,"1"
-0.974184793391896,"1"
-0.977051932896457,"1"
-0.967470045402318,"1"
-0.85497678176666,"1"
-0.97028438789895,"1"
-0.807462241272742,"2"
-0.888954146180289,"1"
-0.932480892715939,"1"
-0.969510744353322,"1"
-0.956031135553968,"1"
-0.96314875907397,"1"
-0.933786492856706,"1"
-0.883924354158103,"1"
0.0192327987030599,"1"
-0.698001905824696,"1"
-0.599396642383817,"2"
-0.851525671740271,"1"
-0.981862327804772,"1"
-0.994400279009647,"1"
-0.990636068158549,"1"
-0.999151692591039,"1"
-0.995513548055518,"1"
-0.989590332959651,"2"
-0.989136041166367,"1"
-0.999151727980882,"1"
-0.994147284127761,"1"
-0.995647569511792,"1"
-0.822999633330422,"2"
-0.808218363345432,"1"
-0.676421431641917,"1"
-0.779119645866894,"1"
-0.444791144793923,"1"
-0.987906994205569,"1"
-0.982224956565069,"1"
-0.99306765118551,"1"
-0.941685290700578,"1"
-0.991746031908181,"1"
-0.986009542021352,"1"
-0.982462617510975,"1"
-0.998286637163147,"1"
-0.986891157504895,"2"
-0.976694611137692,"1"
-0.448055103002833,"1"
-0.840883716697666,"1"
-0.973294845642086,"1"
-0.955589328973125,"1"
-0.985346011513593,"1"
-0.958497273150271,"1"
-0.908455607991494,"1"
-0.96946193481463,"1"
-0.923466667316736,"1"
-0.978531196757312,"1"
-0.987095849840158,"1"
-0.99264854924831,"1"
-0.988942032091964,"1"
-0.991352915557737,"1"
-0.995602762319131,"1"
-0.985679422119147,"2"
-0.987757015210762,"1"
-0.989130547621238,"1"
-0.997135709658156,"1"
-0.976649771814019,"1"
-0.903488404214646,"1"
-0.947681675310656,"1"
-0.989472107993887,"1"
-0.937933899642842,"1"
-0.977542297226719,"1"
-0.957978968093198,"1"
-0.932524519406236,"1"
-0.948372155952058,"1"
-0.975308328463999,"1"
-0.992837322195375,"1"
-0.992593389660289,"1"
-0.990033748254916,"1"
-0.996962161806568,"1"
-0.96222132808077,"1"
-0.982038359774495,"1"
-0.947363877597872,"1"
-0.987447869987737,"1"
-0.975479754614831,"1"
-0.993203531557681,"1"
-0.99070576184994,"1"
-0.718925166403764,"1"
-0.866489243354396,"1"
-0.455265137419862,"1"
-0.97745237108148,"1"
-0.970556879550443,"2"
-0.757935099971124,"1"
-0.979167234227111,"1"
-0.867065105458277,"1"
-0.968113308375053,"1"
-0.852709940084584,"1"
-0.986793870663638,"1"
-0.984401969492093,"1"
-0.987784577803043,"1"
-0.978600753356986,"1"
-0.984136993295211,"1"
-0.979699497508319,"1"
-0.977855941786814,"1"
-0.943730785495405,"1"
-0.987062327706677,"1"
-0.981022340206971,"1"
-0.710856576793278,"1"
-0.76488139110308,"1"
-0.689637416727567,"1"
-0.829582111799463,"1"
-0.778451857215734,"1"
-0.643564538889867,"1"
-0.916117817624412,"1"
-0.921210611458861,"1"
-0.96095670058602,"1"
-0.875160441332434,"1"
-0.938243642840538,"1"
-0.849905150016404,"2"
-0.909535546136485,"1"
-0.961190714446018,"2"
-0.891782856136377,"1"
-0.967687539566943,"1"
-0.941919953247454,"1"
-0.940298758562344,"1"
-0.915985112528656,"1"
-0.894485997040774,"1"
-0.962526280906498,"1"
-0.92114758316118,"1"
-0.970941386795139,"2"
-0.965245661244315,"1"
-0.97178540150523,"1"
-0.949923028817764,"2"
-0.922453387106839,"1"
-0.742873332928847,"1"
-0.978515164847364,"1"
-0.962969118833683,"1"
-0.926639478444889,"1"
-0.851707185986718,"1"
-0.986847190598154,"1"
-0.967083677997898,"1"
-0.940584737150503,"1"
-0.937564746400841,"1"
-0.98776095392021,"1"
-0.972556759878652,"1"
-0.961938628613143,"1"
-0.987441941646178,"1"
-0.923842770864074,"1"
-0.846520804402321,"1"
-0.955933225411542,"2"
-0.846381777365997,"1"
-0.992292600919555,"1"
-0.978702284708662,"1"
-0.850573022759952,"1"
-0.960433494274566,"1"
-0.585119113135843,"1"
-0.731922452543594,"1"
-0.996449901859198,"2"
0.0727136912892495,"1"
-0.513311575103785,"1"
-0.383765310719324,"1"
-0.215026616188937,"1"
-0.121380958888332,"1"
-0.135492772969901,"1"
-0.0242321014321776,"1"
-0.269261193257346,"1"
-0.544895950514853,"1"
-0.473613549706273,"1"
-0.972190640911819,"1"
-0.926307640176676,"1"
-0.970503346059543,"1"
-0.905586403171478,"1"
-0.948215367908665,"1"
-0.905574018208723,"1"
-0.897128128532921,"1"
-0.960767759819087,"1"
-0.968026363656616,"1"
-0.961337574786684,"1"
-0.925403168599345,"1"
-0.922950898997538,"1"
-0.544280687648643,"2"
-0.922219348752845,"1"
-0.727171858320897,"1"
-0.890314844226391,"1"
-0.513347311708155,"1"
-0.827191520555641,"1"
-0.939731842481043,"1"
-0.782030172508722,"1"
-0.935727502774081,"1"
-0.832655557925071,"1"
-0.671299745901084,"1"
-0.832081896434622,"1"
-0.966724785787336,"1"
-0.891342756322377,"1"
-0.862194651548966,"2"
-0.992359270673837,"1"
-0.974934900722997,"1"
-0.993865872570876,"1"
-0.989688668316649,"1"
-0.9895243792136,"1"
-0.742873332928847,"1"
-0.831053633639338,"1"
-0.376029931103181,"1"
-0.195825640324652,"1"
-0.65998745630573,"1"
