"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","label"
0.999987058350438,-0.849421063390696,-0.999940614333608,-0.363428754905688,0.997242399521509,-0.608370503459772,0.652168042843969,-0.148485569377336,0.625666584169167,0.69523062365963,-0.605535619329873,-0.801862608875904,-0.729535931320203,"1"
0.999993725246601,-0.407639689129736,-0.999993183582507,0.771847542455146,0.999977171633121,-0.736892337622991,0.449820130985309,-0.312740518850144,0.290159154576288,0.666545841646001,-0.763352627815921,-0.924558090822511,-0.699193202406248,"1"
0.99997730683941,-0.749858196095546,-0.999961151422904,0.801928220286813,0.999999820839816,-0.807061771594491,0.437092490166678,-0.409659489461409,0.354785735918445,0.738350250173624,-0.768586723900776,-0.905949414960867,-0.796893015084737,"1"
0.961391756525971,-0.848174946173987,-0.987567220741543,-0.486071679239744,-0.903759504792095,0.331345505441239,0.111016154648089,0.677905697627438,0.304411843230483,0.63883182596219,-0.78431091934313,-0.203741311614908,-0.947009145646328,"1"
0.913750894012423,-0.741890619818394,-0.783815732542308,-0.70429552666964,-0.938303544054706,0.418945316247804,0.0786742192675234,0.69095447967912,0.288330168775618,0.585440105202852,-0.764473426654939,-0.0198493840276184,-0.932726543929588,"1"
0.918470800843663,-0.7896201646063,-0.914875902485536,-0.522728564480957,-0.925935687625104,0.368070478698753,0.0864529701109348,0.678711513949211,0.281572535927523,0.610432418214685,-0.774140734450068,-0.142776877096959,-0.940318872745907,"1"
0.605842610985835,-0.743704667356632,-0.639209127604769,-0.314987721470129,-0.855744616230047,0.274923603429591,-0.041911884773463,0.512011790447321,0.173326861665898,0.52253088122465,-0.70239476914685,0.0537973200430324,-0.907998929919041,"1"
0.983261920069993,-0.623088111236135,-0.999347424340439,-0.472337325269415,-0.981827448535671,0.450414042501251,0.0879100579489674,0.734825875608562,0.236300777637476,0.587050438320074,-0.796835350074887,-0.269004185082728,-0.937023970293536,"1"
0.891608265580025,-0.876486009925752,-0.866862150966617,-0.446145636733698,-0.926682629480368,0.297450780897199,0.0453162598488017,0.638705683636769,0.26958769859397,0.630475714578805,-0.778168530973227,-0.0945092291288521,-0.946223796236684,"1"
0.902211530508513,-0.723170333751038,-0.922173476490537,-0.537253981042416,-0.881759065475608,0.385836146487598,0.111469013110773,0.678543979985453,0.282652325282784,0.588255991481501,-0.762086268659235,-0.177474744942505,-0.930671882866104,"2"
