"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L1.C10","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","DF.L2.C10","label"
0.999072776964619,-0.950327062206741,-0.92937890992647,-0.378700783877221,0.995237607058914,-0.985858859960658,0.983227769895768,-0.879872309376662,-0.999868264254663,-0.984343780952732,-0.763806405880812,0.940601014546719,0.893703128217096,0.0909507322916004,0.441717213993732,-0.26149130870345,0.740050957756268,0.199879823852449,0.959111828273531,0.772605465859714,"1"
0.997672315906921,-0.161310490337412,-0.983775272313252,-0.194161225732511,0.965647270264732,-0.99922594270428,0.99982048287625,-0.900713851508952,-0.999442987338634,-0.980304904060071,-0.626522353163458,0.942122769051086,0.7984533417873,-0.0294490596636654,0.488417237110637,-0.276910520187534,0.756557054044787,-0.00331389762292322,0.927100919143636,0.739982719851842,"1"
0.993957326570462,-0.0835360754939922,-0.961356031971669,0.568520461656186,0.949020841609754,-0.999926611589017,0.999968520036191,-0.808663266218496,-0.975674409336834,-0.993125074301021,-0.79541292124219,0.959131485881822,0.802098482110193,-0.0479363350754183,0.571292682729989,-0.33436917340405,0.732540614820242,-0.120350005047796,0.937185568385653,0.633184190522153,"1"
0.981193003531989,-0.992003538305117,-0.876309759812008,0.721209345103347,0.426508424639893,-0.611238047951439,-0.724137404772925,-0.926905161346208,-0.994070129250061,-0.632062980034009,-0.872889281231528,0.970914186085155,0.908105859216501,-0.570363639694686,0.795237524091564,-0.410294727584698,0.780072902020584,0.51485445299322,0.819291779652355,0.874541574439215,"1"
0.921004165248117,-0.984519030031477,-0.101298426996436,0.751535410574972,0.404981556397595,-0.786236646830317,-0.613401217666095,-0.775414103160968,-0.93962392484903,-0.256549362227292,-0.910679720802715,0.967119671687839,0.90684127928937,-0.036385201382618,0.444825063068115,-0.23729857257383,0.76872226856268,0.58822500516757,0.69637138116934,0.703435779855426,"1"
0.955634091072534,-0.989732575665877,-0.171739165753301,0.817148899106301,0.376495655561455,-0.80099974618104,-0.357409268126958,-0.749300493141888,-0.977836967407883,-0.691222189241211,-0.923618228238636,0.960508865230168,0.89986746226951,-0.069004915886695,0.482282979111122,-0.218952472945377,0.716544479606018,0.514649122644233,0.848830263057953,0.783285300571468,"1"
0.802393608922062,-0.983926934693352,-0.162390420883761,0.682950731224253,0.336779331072492,-0.685900710387798,-0.510454777106446,-0.916959599323446,-0.947790875183607,-0.10865641803272,-0.859373689074368,0.96662210236883,0.900240558627753,0.00801190449330558,0.422606613069484,-0.296533523505444,0.823987130924508,0.534080801283264,0.625544264536207,0.703846458495242,"1"
0.990269778330008,-0.958857811426638,-0.988914388390231,0.945470367343385,-0.540249568903173,-0.907501361438665,-0.698660283347107,-0.588982433168242,-0.999504126402534,-0.647738205093006,-0.813801883765137,0.976163001984332,0.915452956755989,-0.278035152230007,0.641069416616029,-0.694953687888284,0.785715067022185,0.684207071826446,0.81726580854702,0.881209509161004,"1"
0.962605480635017,-0.991778860640861,0.0608724132627814,0.803679716894122,0.458452267394811,-0.246210503725957,-0.175028217639338,-0.521861022494865,-0.986301855671198,-0.793974922844763,-0.92643260921242,0.949862498972429,0.808872729033165,-0.179812341814362,0.274033068877067,-0.0331875138464945,0.646458047462834,0.618986025836612,0.851622723008796,0.796527459858825,"1"
0.920921768760009,-0.990459185412214,-0.475365223989144,0.706952885472589,0.432434494770446,-0.881410963140942,-0.628678899601384,-0.955132853158863,-0.983848776267326,-0.202201235425493,-0.881555644938282,0.972791229721455,0.927789845090564,-0.156386277581342,0.621238101988212,-0.385751016709954,0.815680268025683,0.522987160104731,0.709338931950739,0.742723633238977,"2"
0.983426955744086,-0.938418951488691,-0.988743155956447,0.969383204251321,-0.695649028317206,-0.96915474218553,-0.670533836597746,-0.753927295816504,-0.9998300835832,-0.425506092488936,-0.758419876925418,0.979118218136569,0.926470690342838,-0.14615501569472,0.582983550139635,-0.75243901466693,0.842120847116714,0.676079076855456,0.748766595428622,0.87201418501715,"1"
0.95314654931189,-0.989087344759198,-0.755274128572618,0.578110140590627,0.507310866688824,-0.788656736808492,-0.583546114932071,-0.947665351348159,-0.989107821532499,-0.424579502752511,-0.864140110733065,0.971026513880002,0.920281598636452,-0.373443256557036,0.72517218116422,-0.399263453176361,0.799464705098306,0.497428547800695,0.789294555658107,0.813931039292489,"1"
0.959837411195395,-0.986729314745676,-0.540976453003249,0.9128307220249,0.291974536266884,-0.848095270696913,-0.579379325304121,-0.674708399074357,-0.995817563952387,-0.58288012811387,-0.913788451486121,0.970934262908444,0.913577353376384,-0.24737892698519,0.646425627233738,-0.391084715074723,0.73273347160665,0.562391604157533,0.832225389612301,0.787178958183269,"1"
0.847686067420534,-0.567734296912623,-0.29498611830296,0.271323083717163,-0.33102141953231,0.473916537930902,-0.475091827804152,-0.0750274207503479,0.351280144280906,-0.318413037639484,-0.598692328166603,0.945903452622677,0.207764510236937,-0.557634150460449,-0.0167015409191185,-0.106800112375337,0.739017848133995,0.662518412324782,0.211649541466623,0.67544699440174,"1"
0.891959423824158,-0.910765830516081,0.01435710227822,0.854057640421619,-0.783246207125665,0.0158905665050513,-0.928558051839413,-0.981966704940682,0.483739432263544,0.0851624558151959,-0.709683879644721,0.965306972912649,0.689719561526601,-0.296950684808652,0.0485635177991858,-0.324134418731304,0.894163018615595,0.514011055601096,-0.13834877463875,0.728933781579697,"1"
0.720801524984193,-0.78965760809967,-0.628654722761662,0.809228307391207,-0.688267024634252,-0.405857007720216,-0.761277822198488,-0.779038875909427,-0.435684803786011,-0.431510156949479,-0.640022850539884,0.964426066666005,0.794126294317381,-0.34898807324694,0.506834377590572,-0.544486106638548,0.849281783509435,0.520599559051405,0.51316369648448,0.856406583872398,"1"
0.605578338185282,-0.787384867029206,-0.456220994670388,0.679917344707902,-0.565715973970451,0.272440237539389,-0.918789418434375,-0.747296914533014,0.371500429285513,-0.0499742313714513,-0.533906574260537,0.960243344970348,0.534745979162607,-0.589477579292435,0.411324044635506,-0.32011804052276,0.875368899318666,0.429091008391126,-0.0362899406388835,0.749953807816241,"1"
0.956386953949178,-0.995216765591456,-0.863609886950666,0.792581014954414,0.445286660907321,-0.0359326867349232,-0.895636144008247,-0.838095072562828,-0.980843367289638,-0.857992322927699,-0.870441366543161,0.964728197294342,0.836570398027645,-0.789784358031521,0.833061758420781,-0.28530430933298,0.739520489655587,0.575110362868249,0.815994198311455,0.92569143003433,"1"
0.930491023385031,-0.989937002081377,-0.848019508384635,0.883795207518024,0.349202637220011,-0.493709211278108,-0.887014575890444,-0.72911918784487,-0.991634562372289,-0.755500599904875,-0.893629949832081,0.969862677811504,0.888081769032149,-0.648910544557568,0.817824528335965,-0.37803925239591,0.72912716314971,0.563052980092903,0.829025881426409,0.883049307430773,"1"
0.937017094429046,-0.976413233188304,-0.913378096597312,0.904047171404387,0.0554777102089237,-0.493079303471538,-0.849052604004888,-0.631385400364921,-0.992791690505474,-0.743067586989153,-0.865508264391408,0.971298178962747,0.881316245919725,-0.604617169102045,0.775491044940382,-0.485766608258361,0.739507625579966,0.628028675587099,0.82051554956787,0.890551173459988,"1"
0.979160258502149,-0.977288955312074,-0.961208069865977,0.943203812320121,-0.175112177542709,-0.612942384542836,-0.820868496895796,-0.697122922023082,-0.990148706351382,-0.717815377329542,-0.845992141903992,0.973679884994659,0.897721763030193,-0.533207760443546,0.747826255185768,-0.579700880463889,0.771609486678512,0.639853759135504,0.815455766310416,0.899556656049156,"1"
0.788421825011349,-0.98743424877153,-0.411948286894476,0.817438000412239,0.406033897731085,0.271665643014305,-0.891469825025915,-0.659507385314604,-0.802801581984377,-0.637877841163926,-0.865444059912618,0.956787700093042,0.733177530695508,-0.729882888242684,0.699738198657267,-0.0942182080038008,0.729481633893466,0.608076906547983,0.684497984288771,0.88051561154772,"1"
0.988663600252137,-0.992529945954341,-0.977255523679357,0.911404757328266,0.463986258582651,-0.618094349150204,-0.870926371144452,-0.762939206527196,-0.999466393845937,-0.92262288557826,-0.913560194486745,0.97057703073666,0.903817914429653,-0.693395711349061,0.864831544701305,-0.377512587688859,0.703191733481354,0.506357250614359,0.879279432369044,0.894524912040256,"1"
0.984105284335317,-0.98867957718774,-0.976960766332591,0.936465059800336,0.209159168655846,-0.639965786406622,-0.920749143107405,-0.487998945579624,-0.997756027319499,-0.858055943922124,-0.907129703741102,0.972529395343819,0.894773392679029,-0.641509015441537,0.82170357821394,-0.45401019265482,0.670802529517337,0.634497460031186,0.865438598017995,0.878449432342606,"1"
0.816940071460621,-0.988469679275189,-0.542013869073381,0.779978504635596,0.440393239933266,-0.296358959727726,-0.501422670899434,-0.722765044179013,-0.913007487973971,-0.727296283148588,-0.878335058091735,0.959850414984454,0.839898706447875,-0.506787347371284,0.686194178603173,-0.227537199505096,0.733075508022764,0.489191000618443,0.824362295311513,0.843926547332455,"1"
0.951822613955465,-0.994267070916232,-0.863685835965166,0.823457892320542,0.336647705921268,-0.295534944655076,-0.823284542125007,-0.811975949321628,-0.984924585459847,-0.860454450842496,-0.876153035105824,0.966290879757139,0.866694882057121,-0.707871078519296,0.816116081571774,-0.351886324934442,0.739425919361848,0.555176004630048,0.837496145173625,0.913176345588259,"1"
0.861200037457617,-0.995854767139397,-0.393487579715146,0.907740320750083,0.458739813638265,-0.0472888417461377,-0.803871442074374,-0.835526841598426,-0.941936969281066,-0.755856598448526,-0.897383269803894,0.958701087311132,0.821330231068288,-0.654998963609712,0.72800649855209,-0.13365130856062,0.735006340769133,0.539490849058766,0.776100926818155,0.890405475961557,"1"
0.966769724924677,-0.856060379404272,-0.946925919138487,0.732261202530673,-0.0794594928181529,-0.528055776670906,-0.591021342228845,0.0252559999137573,-0.881096874293779,-0.382182893906844,-0.83331074385755,0.976314970169905,0.832902207983418,-0.381565050155777,0.522835856038089,-0.565030791807708,0.673624087804308,0.787619154506874,0.75909470747929,0.721527394735156,"1"
0.964058130164059,-0.947110714815257,-0.866827651324336,0.550755283886536,0.384935101814604,-0.190417927805693,-0.692919142110036,-0.346376689890955,-0.827286479907884,-0.42331250978517,-0.842584015171414,0.970817371928625,0.815429424752606,-0.621062108736125,0.662804788833781,-0.364039990514412,0.710390893038676,0.714955932858527,0.734959769155054,0.798771803230429,"1"
0.981965013819875,-0.5837401002291,-0.983566612302174,0.830429678983052,0.0480924225134776,-0.57371952556858,-0.633730547719991,0.547259703365466,-0.965168866612358,-0.532591694087251,-0.875837674171597,0.976523730269348,0.763819269268461,-0.453690361391059,0.546347190833176,-0.516252109507475,0.476498240020798,0.832069344528229,0.802004899053851,0.623424820791536,"1"
0.985431020613357,-0.995877350432765,-0.781851834528281,0.929980127305996,0.152845886192063,-0.57221535665362,-0.713168822972591,-0.69626006312749,-0.999087370010225,-0.863713587703597,-0.895384222519106,0.968667925508511,0.8906875731765,-0.545466581057299,0.75366930521556,-0.424883593168361,0.721408382589418,0.582268820866957,0.861165069280298,0.889905559689168,"2"
0.934875149700914,-0.956705356660109,-0.728947899873198,0.52352708099009,0.26128924068674,-0.00378176401463781,-0.51220592227743,-0.409741753717334,-0.612397034266419,-0.513176716859778,-0.815953266932423,0.964260060028581,0.752440975467112,-0.59982417408733,0.560421367099209,-0.297820699379176,0.727604558066044,0.66429188561949,0.726498959950784,0.810124369831984,"1"
0.929638179792034,-0.835217921925192,-0.850365824278483,0.699223277667608,-0.0665313970584456,0.059669358686698,-0.388346328928529,0.352147706294723,-0.812579749056259,-0.715263010125547,-0.827177217832549,0.96605724077761,0.638244358354579,-0.561923427549029,0.414044329659077,-0.418731746849741,0.5428124907676,0.821476478552874,0.817047338437678,0.777638007261228,"1"
0.855670962091897,-0.791043540733288,-0.597632090045713,0.630056007059324,0.124638568545771,0.0988344200566372,-0.705585092537725,0.276285519836456,-0.385997813949955,-0.474204620555668,-0.847915538267633,0.963549897088794,0.575030856501475,-0.617023483709404,0.441166039534502,-0.209048037204134,0.567106360047151,0.769438635240692,0.644964620562135,0.662373254372388,"1"
0.972336943883184,-0.88224367118346,-0.954272705844076,0.727943851009981,0.29849196640636,-0.454850691517924,-0.729123496413733,0.187483696559063,-0.838565761510439,-0.400894044930519,-0.890124351081393,0.976572970489094,0.820477382259136,-0.535440083877333,0.635316309176029,-0.44195118832019,0.581785254598758,0.790756801421408,0.779032488802878,0.657116524540355,"1"
0.958889384343633,-0.886272263652241,-0.93670040211898,0.909504094628685,-0.439377035986731,-0.774753570336841,-0.353721337232789,0.0906036103211475,-0.992567618091128,-0.408519562288167,-0.826171444685114,0.978451694218557,0.866443517265998,-0.0637027575332976,0.360780943473685,-0.686216954163419,0.689043115868813,0.800348482916817,0.812022380542675,0.700447246467103,"1"
