"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","label"
0.998248441900146,-0.961665239260564,-0.999981903824885,0.75756772168305,0.997249100599608,0.923320887548165,0.960306600443266,-0.312970580827526,0.727069901517854,-0.412616256121725,-0.743296493757727,-0.847585524990764,0.0195174287641587,0.253379545474251,0.527994690272169,0.092760281100315,-0.445150397582337,0.718908675391414,"1"
0.998289443507402,-0.642362455166812,-0.999994366084607,0.998496244718466,0.998767296783599,0.157506415245179,0.999832705332186,0.275904721909667,0.772624043840035,-0.594227980873997,-0.690584768541395,-0.901913118544156,-0.642105541536729,0.37412068605382,0.719339311673294,0.478335680482414,-0.243818144597388,0.427789789870732,"1"
0.999118814378996,-0.316352132148346,-0.999928991215441,0.999971858961377,0.99910055879245,0.341589470049574,0.999989886570144,0.739824482958116,0.992470026990878,-0.579604466402927,-0.744779330824048,-0.925640830445826,-0.798673117838132,0.431841992511109,0.73682242211195,0.595897394551453,-0.134757900793042,0.570960633646129,"1"
0.989011414588023,-0.980384236174603,-0.991006641190654,-0.845745220724005,0.545937361327799,0.812397180852504,-0.767155754492853,-0.916165428973868,0.0883913278960398,-0.0091204868455419,0.0305892132656067,-0.198673891986506,0.845628825680418,0.565303204787965,0.503265486433336,0.283369285566421,-0.68825200940213,0.664788937596995,"1"
0.966516442496251,-0.988146058084771,-0.962220059042231,-0.837384664181934,0.478627762008194,0.621968928841234,-0.498035844598191,-0.886325652597943,0.933073664740596,0.0133197019729763,-0.195831069659595,-0.21611791950381,0.588465582231385,0.631953806565633,0.565964132699554,0.322468692018608,-0.674230755851326,0.702579246759659,"1"
0.975057510098955,-0.986079903934665,-0.959913673540422,-0.706311754313534,0.465461675356044,0.803346326519097,-0.402219300663026,-0.89073327544715,0.866605607218024,0.0223683917863873,-0.256244081698292,-0.270937909252812,0.638806112191553,0.616491939876828,0.537747124322218,0.244658263020382,-0.670111233158736,0.752998527545081,"1"
0.840879751264364,-0.976909689342365,-0.912303059612679,-0.82441732152795,0.226652358842973,0.341978194142536,-0.517035361377368,-0.963873191920108,0.675470808178111,0.0823174700228085,-0.0306842727652497,-0.0534202061487858,0.634576898131225,0.632807481813606,0.635514186717199,0.257735786286225,-0.6282985597351,0.567669796321661,"1"
0.996845320719866,-0.943779139395181,-0.99318089161179,0.0625515099506933,0.581629057376591,0.152033013161943,-0.727488756826037,-0.786029766716307,-0.880285300820882,-0.429701559642157,0.280566501363465,-0.495828944527262,0.838583396535492,0.594031621590582,0.594011594349213,0.423597142040104,-0.62543252231527,0.223330836617318,"1"
0.970970647612281,-0.990171165206709,-0.969300598582345,-0.672895526714896,0.471741725639196,0.880762333999105,-0.293178336498016,-0.739253651507938,0.775586713015346,0.0195904208745263,-0.319330182625706,-0.356415264968773,0.620358638193089,0.573094160034346,0.5784908459041,0.213196220732044,-0.609820988795882,0.770335731496409,"1"
0.958815617662105,-0.984807539164925,-0.972568997609175,-0.876729705221987,0.511576223690018,0.498088055874154,-0.599568904494919,-0.981795172599124,0.781275153686857,0.00351427111036551,-0.0809572871061663,-0.14336381572557,0.64523082948158,0.624452502108522,0.545288991161996,0.350748253001344,-0.704289663728174,0.622406836015478,"2"
0.992526841633582,-0.936320812717024,-0.983654215044732,0.433821400346051,0.453669723930793,-0.710818530107296,-0.759525164667805,-0.950052528852177,-0.975292016440598,-0.587769475605644,0.504021482497387,-0.478021353832519,0.733656992138223,0.7060216429034,0.688599982889048,0.564784225688664,-0.648878754805327,-0.309816664537462,"1"
0.971343744938519,-0.977879894514055,-0.988454430464931,-0.883138405694705,0.5984454272456,0.717004518783172,-0.603925497869463,-0.958803472927549,0.605382097692007,0.0177221734547567,-0.104240991935358,-0.178238104908384,0.730257015279713,0.571259914828709,0.489605618378533,0.308670956001115,-0.70926095755007,0.668508799232133,"1"
0.979958778274269,-0.984324010298361,-0.951829098269066,-0.385622235894082,0.570215689148582,0.454871847377724,-0.609703401585483,-0.931813408448565,0.391099033394081,-0.220196010422537,-0.0518543409680761,-0.345589569896078,0.690563682910909,0.648695643547909,0.515243367614126,0.382578200050506,-0.697164792586097,0.583161345814128,"1"
0.840188241859513,-0.674874764152078,-0.760598561638125,-0.843569277706654,-0.283856928447589,0.728442925585028,-0.429051012928346,0.340505882021883,0.845527868072361,0.0740648606599971,-0.326305353377726,-0.476314477524134,0.135641842443393,0.747191242255954,0.868736986552069,0.369616743480433,-0.0129391859790471,0.853064054345283,"1"
0.929161505061401,-0.510764603199372,0.812025202137059,-0.644432691484501,-0.755400086503309,-0.133044443107188,-0.847930994196307,-0.987518839163177,0.610389322178838,-0.363179721972041,0.696153320808211,0.623228925278086,0.637757101000389,0.801919865498243,0.583284080287117,0.0296772042268308,-0.383195455026735,0.138816311737512,"1"
