"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","label"
0.999999401613684,0.820358110149122,-0.848525731374974,-0.862267762169009,"1"
0.99999998278118,0.888440963094442,-0.719896614440967,0.757464845840162,"1"
0.999999999479843,0.994577184733434,-0.849860386024615,0.865866515268557,"1"
0.990603146559706,0.672718661155806,-0.969451674059234,-0.683652556072782,"1"
0.994913096915039,0.820836153826704,-0.894802955119123,-0.823689737433666,"1"
0.996543502573016,0.902652368239153,-0.885468679681216,-0.686821066395682,"1"
0.922098426199251,0.550162824042957,-0.889357172411418,-0.672436925774787,"1"
0.999299455624608,0.897352968997443,-0.993253443585313,0.747520359184866,"1"
0.988454954420457,0.851032869879594,-0.953055022090149,-0.606559591066607,"1"
0.994510882356006,0.769898704528404,-0.906648033798598,-0.776974983357265,"2"
0.999209584597286,0.859700660622473,-0.99410339250626,0.892641227963212,"1"
0.992139622659486,0.646709362616257,-0.910917440505258,-0.766756219675126,"1"
0.998131393423883,0.900492045627141,-0.97453917103901,-0.409357580273433,"1"
0.273731620276838,0.397987403132475,-0.334965419146444,-0.631528514160923,"1"
0.843974549238527,0.622158030886621,-0.818916078967103,-0.451702084622095,"1"
0.897581878840677,0.521296629964064,-0.877420547843323,-0.443518082681608,"1"
-0.0551503437089755,0.376256105956208,-0.684110314443247,-0.82494231332192,"1"
0.923530523838623,0.697687668083254,-0.985255608354687,-0.85841902997755,"1"
0.94847824412163,0.792294022448384,-0.986497198184786,-0.727599753289238,"1"
0.946365034002423,0.792144421399642,-0.982767037355987,-0.393949785360033,"1"
0.988154402429257,0.853471115995788,-0.975635926826974,0.0478636373188324,"1"
0.274237033736648,0.686534481248914,-0.925446543489109,-0.896460819887076,"1"
0.994675719338952,0.832303361833781,-0.996972272149309,-0.494636567451447,"1"
0.991357614938188,0.875851950043304,-0.993708796237471,-0.41137128338308,"1"
0.912209534158726,0.535456030214741,-0.942862707054023,-0.72457225985159,"1"
0.962848392829366,0.687861329512588,-0.984201250992021,-0.751123142082575,"1"
0.769983840037337,0.6484968970321,-0.969138269360934,-0.806714199812514,"1"
0.981749806555493,0.788365030407848,-0.781642565407658,-0.154736125834714,"1"
0.962417115450996,0.741600903688756,-0.822950398442331,-0.736235060214756,"1"
0.987214534879357,0.925256334774263,-0.849636400204506,0.15915905125754,"1"
0.99636998568517,0.878946641193458,-0.996417935074669,-0.280680372906871,"2"
0.925271060639232,0.697048002837236,-0.693542268853945,-0.699711848038905,"1"
0.874230319141174,0.801111623917252,-0.664641926006756,-0.271624912234195,"1"
0.810779601797964,0.806897900270599,-0.628006846009694,-0.789640982650823,"1"
0.981228110327631,0.855956457167439,-0.828947692761338,-0.498439194098426,"1"
0.992625816652523,0.822627553506536,-0.926820985176984,0.64925461092474,"1"
0.861299356117164,0.25550528960255,-0.121494968602148,-0.399279404129275,"1"
0.678344094960564,0.642000512129512,-0.830026184536249,0.955675838226145,"1"
0.988908413318529,0.513432534226377,-0.717036291370782,0.625769181011169,"1"
0.799298028818709,0.665301899959858,-0.698040118902751,-0.498693447878627,"1"
0.766915989961219,0.630797871229525,-0.318427878693515,-0.59819094647776,"1"
0.986061759632901,0.750770356466202,-0.984727302518768,-0.853867664530968,"1"
0.739988929835925,0.50188581990524,-0.926341005446538,-0.73405756760155,"2"
0.985872139327804,0.758658851111155,-0.946095625347874,-0.570043894173681,"1"
0.897011960930647,0.628017714954896,-0.915450482018019,-0.745080077383939,"1"
0.966186418646621,0.614348714318735,-0.913204048287802,-0.897877091025228,"2"
0.959312577272663,0.649607816737519,-0.98201342335188,-0.920077900304652,"2"
0.991664547300918,0.844743576586512,-0.99808093502673,-0.723595694890475,"1"
0.728422131807076,0.535844955682953,-0.907235670941729,-0.873698343659055,"1"
0.99993953334273,0.899930495864879,-0.997293650079577,0.648297407906664,"1"
