"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","label"
0.986615654899137,-0.954086131679445,-0.988018032483944,0.301341562906481,-0.654715189944264,-0.667524333660453,-0.766202551767992,0.241268184287432,0.336433344484946,0.756413121686308,0.380391445888962,0.0931480416855502,0.807520365617338,"1"
0.964067073551104,-0.222788532926051,-0.999783862550567,0.81048497306543,-0.579020030278184,-0.591737457005602,-0.539277837872068,0.0503451367595971,0.277077191816947,0.556048183638151,-0.056393499818244,0.157286076366551,0.723163128129808,"1"
0.986469595868306,0.293922438506969,-0.999772916577649,0.99010059664724,-0.484115215892817,-0.5233570578934,-0.332691407844264,-0.0279088206717351,0.193040176559458,0.326385586779401,-0.318569815564691,0.18665012449921,0.683255381377166,"1"
0.919533174555893,-0.943570476023734,0.0627415692069273,-0.0538066957730288,-0.779635350492367,-0.604810996520778,-0.462965877623339,-0.110187188214318,-0.0253831975656507,0.607623969136361,0.543249154840558,-0.240112112467611,0.491999065682709,"1"
0.921592938881643,-0.902332421189732,0.705681429715775,-0.116097288572219,-0.85362682961444,-0.58309422027483,-0.152751126810518,-0.386380135476315,-0.246643805270401,0.507240854222155,0.595253906083171,-0.419218798853322,0.164444153921619,"1"
0.840857706740838,-0.908911534356091,0.725798187181006,0.122950352216724,-0.869623540348776,-0.584760039126496,-0.0948252595773784,-0.457047277138657,-0.19207885087168,0.532797907493525,0.554291318604079,-0.407605027392513,0.0413253178062954,"1"
0.646619076174698,-0.860140129097018,0.750880345326008,-0.29663047233808,-0.789106086173566,-0.474585823805641,-0.101526824606386,-0.261759049952169,-0.214334798669617,0.381327505738866,0.60018924559891,-0.413755436206079,0.011862838268759,"1"
0.966741942713199,-0.791971029291805,-0.829309226963483,0.735024535624809,-0.733717086999545,-0.67224274462819,-0.652816833394765,-0.00921946751149272,0.325805089055315,0.741627176879393,0.23357175799306,0.0755289252338466,0.708171068171721,"1"
0.907075252675336,-0.929793931995131,0.832026142186571,0.020372009891056,-0.88029999909236,-0.594834934624313,-0.0746998317321728,-0.481077203184765,-0.255178215338088,0.526195081982606,0.590488667626559,-0.445300181879481,0.047379261101691,"1"
0.80128418271661,-0.904025794236885,0.617065532733879,-0.245534319794289,-0.809761923493381,-0.538076269936141,-0.202883566590301,-0.264464362281009,-0.202675010161354,0.469094462755865,0.602624290371542,-0.391520765399699,0.176925815540755,"2"
0.950995725348719,-0.71257340397995,-0.833127536460591,0.806012666985309,-0.72678219844597,-0.662920509346651,-0.6247379391443,-0.0316821381321863,0.326072248739915,0.723654060461979,0.180941496722592,0.0855009007663652,0.691234764105548,"1"
0.808211330592065,-0.916234392009188,0.244570752080748,-0.281740000819938,-0.747758732232547,-0.544660214511737,-0.392520351655829,-0.0706496135171943,-0.090360455852873,0.516061927095951,0.582441813968561,-0.291934707914488,0.395084004039424,"1"
0.949690247561691,-0.904112738071497,0.528465576412308,0.48729223589989,-0.893487458195543,-0.647074430743557,-0.151116220275624,-0.524285017632627,-0.108662923030461,0.630180176923369,0.475124698172656,-0.348191630920525,0.130501437564081,"1"
0.752004803712593,-0.308735989881561,0.312928678427796,-0.436199458273997,-0.579524593402131,-0.38477514151589,-0.124372795680403,-0.0169742120205199,-0.243510303695819,0.109035438958413,0.411028195507844,-0.288387588092167,0.317445825029549,"1"
0.886514619694985,-0.385568438749853,0.777103818937429,0.0878835756327534,-0.816889175902834,-0.497501636707884,0.152108492767606,-0.473143724884441,-0.329407450591499,0.243313650699354,0.388379443645588,-0.406655277135082,0.0018327407795935,"1"
0.900886811261549,-0.455046720449309,0.318957473366659,0.253117221396685,-0.784468339128935,-0.540088220741556,-0.0939123233154255,-0.344237897902179,-0.157074032593611,0.390297973816208,0.331214646218983,-0.277488184626516,0.243970260564224,"1"
0.775333668467678,-0.452315122911755,0.671394592301538,-0.114598616260244,-0.761915547092084,-0.45487393666318,0.0499942731835524,-0.328766641863365,-0.282790630665688,0.224737125949002,0.436035379179524,-0.380594013657865,0.0555664980885074,"1"
0.915695171408768,-0.962657298033978,0.484753598356013,0.375092657816211,-0.882295063703699,-0.638903816617138,-0.211967795997608,-0.464319064164116,-0.0891658154757489,0.63541548539889,0.509744464462195,-0.340552237273613,0.169510354576938,"1"
0.906296702126682,-0.935072513224417,0.437166158871825,0.599317880683919,-0.892764414479796,-0.65196293957635,-0.187282637286898,-0.515705429991812,-0.0420472528283908,0.659079159236595,0.45219695829222,-0.315039294873652,0.131695638160113,"1"
