"DF.L1.C1","DF.L1.C2","DF.L1.C3","label"
0.998866610556469,-0.357746133322343,-0.889329656704094,"1"
0.972759167459513,-0.425183124846105,-0.863981339334291,"1"
0.999045504774881,0.31416255080354,-0.728694765167643,"1"
0.997402360846728,-0.157595681145004,-0.914381024228293,"1"
0.999474291838894,0.0845991061219681,-0.744252635017679,"1"
0.999765894535497,0.0574049654388711,-0.719131422667075,"1"
0.996821188509512,-0.127362623493581,-0.823492857778311,"1"
0.993362549743998,-0.119737867090596,-0.922274390172124,"1"
0.999786897174861,0.0774165407569281,-0.796405202871167,"1"
0.998986766225124,-0.0870068749199253,-0.869624318620656,"2"
0.987776501096457,-0.283820688287111,-0.918150909358373,"1"
0.996961373877866,-0.204585979963984,-0.89808698392035,"1"
0.999666830951854,0.0786674551251403,-0.833416044849679,"1"
0.922841126929433,0.223853777894969,-0.00270818059171951,"1"
0.989440457469614,0.414018599213663,0.116156836732574,"1"
0.976870121095899,0.0641759678283029,-0.491287736786395,"1"
0.949734153804927,0.240052932922247,-0.302351893261408,"1"
0.998201909163469,0.0327487341262566,-0.92614986226212,"1"
0.998166288119535,0.0978220196713505,-0.908870259554512,"1"
0.994726390534061,0.0713243980989569,-0.884126439639348,"1"
0.994437554256402,0.00957771139732311,-0.824324871478273,"1"
0.997116909195084,0.212135918191065,-0.764537824256578,"1"
0.998298989624227,-0.0116089799422043,-0.95573668638763,"1"
0.997495902217479,0.0802032589059058,-0.913911976324292,"1"
0.995880002171822,-0.152458396151769,-0.866415972761789,"1"
0.997956189335317,-0.085036690969239,-0.923632996337203,"1"
0.99892447749217,-0.0362751407819897,-0.851613446247302,"1"
0.959059993544447,0.0403164502128156,-0.565760568126238,"1"
0.986568231469968,0.137916975353014,-0.687642295991872,"1"
0.950157322148695,0.354917435482177,-0.422616113017842,"1"
0.999812065152989,-0.000363065671193707,-0.934000951467474,"2"
0.988266189265325,0.0476985469557106,-0.62389394222989,"1"
0.972850822397539,0.122844220786319,-0.392695836566108,"1"
0.987545835299603,0.362882719251912,-0.207622644500745,"1"
0.976330766766799,0.236598886378895,-0.557966911667778,"1"
0.979966702622092,-0.159231245834249,-0.710239989271204,"1"
0.593603306646607,-0.0796884705349967,-0.582911134927913,"1"
0.748439388040189,-0.119110964494638,-0.27665839960198,"1"
0.43064611190299,-0.260414931887045,-0.708891966691735,"1"
0.98140149032404,0.0201094868081496,-0.568112248360513,"1"
0.944731580302649,0.0684854031702294,-0.335494584091559,"1"
0.999071559345898,0.0217147675538936,-0.897164699352186,"1"
0.992264125851507,-0.0855541275815406,-0.793945144446932,"2"
0.997675951406744,0.144571029015506,-0.653378631461043,"1"
0.993408714698136,-0.0130808530369766,-0.796722782477789,"1"
0.997244024166539,0.0860011604042518,-0.780752420058628,"2"
0.998167615199555,0.0324564574641439,-0.904054407937707,"2"
0.999527773850621,0.131363031985278,-0.953834811393531,"1"
0.997473275436092,0.0116890754044486,-0.754864722525308,"1"
0.996327197952559,-0.183683378856082,-0.945518505990782,"1"
0.995530245211486,-0.0663710162637421,-0.848300115585128,"1"
0.997213818245412,-0.132669455622833,-0.87984443809792,"1"
0.993506115687124,-0.0762946780223195,-0.83917351761862,"1"
0.993546313494025,-0.0684845141207724,-0.702190152986602,"1"
0.992717453642648,-0.0698709582753863,-0.759078021031507,"1"
0.998347005567021,0.0911187117265251,-0.741519611519981,"1"
0.997464402972151,-0.0521414528431279,-0.81444296085292,"1"
0.99998760897959,0.596401034784947,0.428998876077861,"1"
0.999855287810841,0.510285247165755,0.268996570880707,"1"
0.996312307609194,0.0707577176573,-0.652678995995942,"1"
0.999831986553518,0.223702316123507,-0.467583036653672,"1"
0.991142732586441,0.234057295413895,-0.19399141918067,"1"
0.999711645730115,0.307651472759516,-0.488243429513618,"1"
0.999930013474227,0.464077323048863,-0.452757928327955,"1"
0.999800534776374,0.470888325113285,-0.274208466417973,"1"
0.997362187326959,-0.0106895704738186,-0.506924718860629,"1"
0.998838852889008,0.108519686199849,-0.579843205294046,"2"
-0.00684471842445911,-0.0138485562054846,0.0655922572168466,"1"
0.832191283995992,0.199198871786,-0.251303083402269,"1"
0.614817916780055,0.129523055937263,-0.428926171385629,"1"
0.758060344574571,0.0167244612042469,-0.340239407827559,"1"
0.848155222734044,-0.0431864455677209,-0.54199497072473,"1"
0.997666070546249,0.424843104007896,0.174639628364954,"1"
-0.97882885426771,-0.294530271571032,-0.0961050283586691,"1"
0.999238373423765,0.0734043233335943,-0.873890564099304,"2"
-0.891970272078673,-0.208899522396457,-0.445702253334078,"1"
0.901726784762281,0.446234190824302,0.461080914714593,"1"
-0.35270925083985,0.0340755239246937,-0.19596884984359,"1"
0.301497875617868,0.128708952098732,0.517480056641923,"1"
-0.755623321984079,-0.436358400783567,-0.660375431700509,"1"
0.598166849597749,0.323070953841134,0.361005395568719,"1"
0.019703922915122,0.343634943819234,0.486277812902557,"1"
-0.503247749135035,0.171143000192847,0.578425881216559,"2"
0.955916233198085,0.0703715501963583,-0.731056162734228,"1"
0.860780910950845,0.065975919340244,-0.814558944777364,"1"
0.930751677207333,0.0401995977871873,-0.857295699539839,"2"
0.969165422122029,0.0491233873035458,-0.808397466060207,"1"
0.974726362429406,0.0721344213529865,-0.852822229221278,"1"
0.927787513773205,-0.0276025024482682,-0.854179437790292,"1"
0.805868356764798,-0.200270065947449,-0.894221964260371,"1"
0.693453765710501,-0.0367348354168056,-0.621081281314435,"1"
0.799155522869113,-0.0936868335472092,-0.869165968222701,"1"
0.906962814789246,0.125192201167053,-0.813677277969807,"2"
0.999373833912357,-0.163705848900676,-0.815808312823628,"1"
0.999793669799835,0.0722602959235932,-0.747097461460239,"1"
0.999842876840943,-0.115923608915302,-0.849086788996982,"1"
0.997212200747694,-0.243773235657052,-0.865734571155087,"1"
0.999875919903061,0.0935319648068862,-0.809956271336362,"1"
0.987607673872925,-0.230029052197342,-0.919216599876896,"1"
0.999805058253353,-0.149382658061726,-0.803252873072444,"1"
0.999172656590962,-0.23957440502791,-0.850712206531542,"1"
0.999942270384206,0.00436040625694045,-0.576318951485901,"1"
0.999817354584686,-0.300653743743627,-0.862330529018771,"1"
0.992933461565448,0.101453192843487,-0.721736137737608,"1"
0.988741643108608,0.0124132234725708,-0.847363068800577,"1"
0.998191925707841,0.378094120968437,-0.144509411545708,"1"
0.983422981663189,-0.10363253211659,-0.71316741866442,"1"
0.982110271920284,0.0945438279386177,-0.705939886667565,"1"
0.954274293386733,0.313841306599055,-0.138459396889325,"2"
0.955030928173739,0.177068557700783,-0.336437713139361,"1"
0.924942833176743,-0.0420469690726624,-0.715116945132968,"1"
0.994643926673586,0.380976023215645,-0.16596951679028,"1"
0.986494724325226,0.209381590908316,-0.602949452241298,"1"
0.981819482060132,0.260977746345237,-0.562505988111062,"1"
0.999709937447904,0.378494101736242,-0.120608016978441,"1"
0.998186117627157,-0.202615643495352,-0.721034440793112,"1"
0.993038187147972,-0.289059918966533,-0.633096371430676,"1"
0.832582855593126,-0.544974068284695,-0.884760018543144,"1"
0.984053494139538,-0.16363370521698,-0.797919195955732,"2"
0.998429169474193,-0.313338188488924,-0.851251443156228,"1"
0.995721235606867,-0.142436515167136,-0.783595571432788,"1"
0.995495722241362,0.0205005149802264,-0.833132696879687,"1"
0.997504074943076,-0.171148536878142,-0.821759383113273,"1"
0.999689543870705,-0.0579862198158032,-0.863796891537579,"1"
0.998310748178457,-0.000376647194934687,-0.788735470357775,"1"
0.996778733158432,-0.123054156296809,-0.80822246204813,"2"
0.997147706599757,0.0492671856420498,-0.74787636300646,"1"
0.999836112848675,0.0771469995885505,-0.817721229953337,"1"
0.997808902026524,-0.00646633623311166,-0.836736997779722,"1"
0.998295963811816,-0.216014848337416,-0.855474911976244,"1"
0.958137179672942,0.584774832747689,0.610495050554159,"2"
0.804731719444728,0.476509529557901,0.375479732411452,"1"
0.806692840769609,0.501952643940336,0.497041109103975,"1"
0.916995887240907,0.540543814608849,0.563883698868748,"1"
0.49608763967466,0.388566940513176,0.506833399328099,"1"
0.999914920481307,0.0536605803876535,-0.773892387316182,"1"
0.999740742854279,0.0427477046736082,-0.851026594888026,"1"
0.999886237583658,0.0115779762120947,-0.82826933535115,"1"
0.999864239163865,0.232133567240346,-0.580165207681402,"1"
0.999931732373523,0.0663035906503553,-0.771945721904776,"1"
0.999745322814022,-0.0231039784022973,-0.824914275897546,"1"
0.999871482643477,0.100558709435251,-0.725475944625801,"1"
0.999968503395456,0.0436018112142124,-0.905413898273191,"1"
0.999884276852005,0.0118587675520817,-0.79483180205314,"2"
0.999880558374513,0.0707099203687973,-0.713430954133371,"1"
0.95196617408938,-0.254817338993995,-0.900732002027388,"1"
0.996147395069758,-0.0626540054162239,-0.849611118007201,"1"
0.999882831146893,-0.0494250707728747,-0.744217652455286,"1"
0.999711777301821,0.120485678653043,-0.663981635080957,"1"
0.999862083556976,0.0111745213239399,-0.812606602401151,"1"
0.999895375561382,0.0635998753905272,-0.654780773229457,"1"
0.999572011255463,0.0891681731798057,-0.695647996723582,"1"
0.999886091769317,0.0841036215573855,-0.626711638489538,"1"
0.999603996604871,0.0973586136689726,-0.560025672757096,"1"
0.999495008387554,-0.0482511398306951,-0.892568877980469,"1"
0.995342219440187,-0.0757560341674375,-0.770995200563388,"1"
0.998129519095565,-0.0746056670804556,-0.799837675715952,"1"
0.995163752986047,-0.106884680301736,-0.849927678466436,"1"
0.997040641539578,-0.240271237035063,-0.872274385936793,"1"
0.998825791632903,0.0955063713276177,-0.798899885148432,"1"
0.99009532429918,-0.165135639349999,-0.895164099105366,"2"
0.996299929305131,-0.0541256950135673,-0.842709149937944,"1"
0.995466247676339,-0.205134010101323,-0.885137740213871,"1"
0.998816147755409,0.0569286676240036,-0.826271667776488,"1"
0.995003915768915,-0.00343997269724916,-0.768170820578246,"1"
0.970132953661587,-0.00585496597503488,-0.373306876056053,"1"
0.994777368625094,0.0421129160001453,-0.682411933525167,"1"
0.999920066005611,0.352333024632704,-0.366755066426995,"1"
0.999627428289008,0.334515823737401,-0.0329592977547153,"1"
0.999933360023713,0.244921974128747,-0.443237606845731,"1"
0.999737278997473,0.291069595806377,-0.291819425938456,"1"
0.999087585842348,0.304247129127639,-0.184416343138278,"1"
0.998727113925786,0.214993703435121,-0.391896428227813,"1"
0.994202172141917,0.28150941621613,-0.347715396209718,"1"
0.990193525946772,0.386233709904695,-0.820973513840517,"1"
0.99810836182429,-0.016298810932494,-0.877455338098879,"1"
0.99814467611906,0.075227166561776,-0.867625087827756,"1"
0.998997351808452,0.0059783556048193,-0.916440640316203,"1"
0.994473706551274,0.0652517737117151,-0.701722502538862,"1"
0.996629884017522,-0.0580682670918478,-0.87764649317165,"1"
0.993934310295133,0.13087933848838,-0.581211113770705,"1"
0.995079178260748,0.0485575129537602,-0.778483295459556,"1"
0.996393001975198,-0.0537044912938942,-0.791661775096238,"1"
0.997875715759936,-0.0484701784259107,-0.907521117152,"1"
0.998667951637658,0.0575738457589081,-0.828691331868954,"1"
0.997724716437333,-0.0268360770684795,-0.79217550693584,"1"
0.997168825998386,-0.162611015905881,-0.765088137149278,"1"
0.995928027061316,-0.152792332702149,-0.666275320611535,"1"
0.999895434221585,0.15060439317461,-0.64584100946142,"1"
0.998854274956083,-0.162830364900103,-0.837532849707945,"2"
0.998587340354106,-0.111359763454702,-0.72206560354759,"1"
0.999866298915269,0.155108889913733,-0.752805267015188,"1"
0.994449808840074,-0.262139322874954,-0.82807701819744,"1"
0.99990375945561,0.125445865049346,-0.524539234139259,"1"
0.986672458996659,-0.234456510333271,-0.704246399223162,"1"
0.998839707095048,0.208263972425124,-0.481424601796232,"1"
