"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","label"
-0.437985256736994,0.903001383914984,0.475815511489857,0.138397838802757,0.932798350212611,"1"
-0.346291353072652,0.868644180737909,0.418871788917476,0.385785592559238,0.911445729147617,"1"
-0.363022605220285,0.918071428252541,0.217836807008844,0.149632609541736,0.954578431737774,"1"
-0.870447081565706,0.798316413760082,-0.462567100541731,-0.616779198410053,0.989832704151206,"1"
-0.871929533514195,0.688579077827349,-0.256518377618288,-0.606327972943751,0.979954311609531,"1"
-0.846779730075582,0.740766962301809,-0.221147891845726,-0.521323632014522,0.980588423826287,"1"
-0.892687528643339,0.686332282304377,-0.311276294099551,-0.553804910424371,0.980628365835361,"1"
-0.81775781679351,0.782951998251265,-0.479287621796978,-0.347667080354226,0.9864216952385,"1"
-0.896068820114359,0.769683841608243,-0.450993737712126,-0.631475886208545,0.988883612633245,"1"
-0.999999488267736,-0.999726074589004,-0.999997467546521,-0.997478853198603,0.259426713547271,"3"
-0.825295665278092,0.798775704027108,-0.403405153912636,-0.138773867254719,0.982579037595559,"1"
-0.836154917157094,0.705769038527461,-0.213574755482272,-0.494676383417592,0.977359129164977,"1"
-0.851574043362516,0.768268311346043,-0.246995777518419,-0.412960640521008,0.981202925785939,"1"
-0.867806559568437,0.646252081058427,-0.282516869186483,-0.640438846984879,0.978494510388401,"1"
-0.854553277094287,0.670563831531376,-0.0892840899361369,-0.418671953929404,0.967465221338466,"1"
-0.87372665232515,0.727948643360486,-0.238721322476482,-0.534456035563123,0.980698228553541,"1"
-0.878579208842775,0.696269863779898,-0.221120578381431,-0.612773347366088,0.979558128594287,"1"
-0.870896448863553,0.823732317379803,-0.469849612577623,-0.656233321436168,0.991079798678343,"1"
-0.856724869240855,0.816832034443828,-0.346914325180933,-0.496492985552842,0.987237345214144,"1"
-0.833847227361167,0.80633858270148,-0.294273657898815,-0.380020162832249,0.983975991458663,"1"
-0.810165568916419,0.826214416805134,-0.342950188582199,-0.404670916404349,0.986241486576492,"1"
-0.865748290748308,0.782136024047715,-0.262062225640388,-0.568131646394044,0.984826430790623,"1"
-0.827276487464082,0.886642276086301,-0.418302346114864,-0.43371016186373,0.990252411222365,"1"
-0.797054143303879,0.85519041809791,-0.348816210993783,-0.413924178414591,0.987648999114036,"1"
-0.86012624006593,0.735225879620051,-0.264971842250629,-0.525870033681129,0.981650435402728,"1"
-0.863466341726283,0.807592850269718,-0.431558875861946,-0.605604324976036,0.989536360679688,"1"
-0.890700687273034,0.831860915221961,-0.375264690953826,-0.584625059999029,0.989386383751713,"1"
-0.736708841018556,0.68524639748734,-0.155417630257291,-0.401052239155942,0.970240933089584,"1"
-0.802084867752516,0.707650424799402,-0.281279824300418,-0.590267867967209,0.981130315956525,"1"
-0.606075306027035,0.78895426932674,0.0181168653164251,-0.111736634240821,0.962668767638854,"1"
-0.998498280251085,-0.999999988376422,0.435919991747868,0.989976756059255,-0.939224932507628,"3"
-0.808624821187818,0.662492224169059,-0.2502033328778,-0.592537654279228,0.977179940476818,"1"
-0.715740109956117,0.71523321223489,-0.0189017456091964,-0.290971211863014,0.963218768968247,"1"
-0.759166333176005,0.725982117310885,0.0262033323461316,-0.411032186979731,0.966426893948029,"1"
-0.717025702893303,0.741618092158344,-0.157542563349027,-0.446171916297018,0.976147177502058,"1"
-0.758017026629878,0.692202497748412,-0.138862891822868,-0.147305158685518,0.962796476421369,"1"
-0.731783046426385,0.620717552540435,-0.020360005347638,-0.313571451153742,0.951417524181796,"1"
-0.672588658535704,0.359029540805805,0.10056169301221,0.135346429994878,0.802521564915582,"1"
-0.59663001553682,0.723160227390326,0.104151425020293,0.110199231691295,0.935878821991532,"1"
-0.791274835302416,0.680115845680377,-0.134265425199463,-0.425900397876812,0.970040695682347,"1"
-0.741855406603694,0.64786938333003,-0.0124618954177482,-0.39488585226399,0.958291666510216,"1"
-0.86155815028525,0.813922996522625,-0.301526596600614,-0.525352652144903,0.98658656486876,"1"
-0.999999982948603,-0.999739641838803,-0.999997117566523,-0.996626603429383,0.259041194251203,"3"
-0.849194971914612,0.764588443129843,-0.197890083540389,-0.412933029245471,0.979506240258175,"1"
-0.852526317724967,0.791692731977711,-0.366403707993986,-0.587682579287173,0.987591700155792,"1"
-0.999998830573791,-0.999999983904494,-0.999998530989149,-0.999999985028113,0.260082190324396,"3"
-0.998638939983658,-0.999999998753341,-0.229304721773182,0.977365715338569,-0.84050338297541,"3"
-0.880811809983761,0.882667610030794,-0.558489750284388,-0.607505631804684,0.993304167272632,"1"
-0.895253023964599,0.739103274938421,-0.256678549942527,-0.559430001038108,0.982425329323259,"1"
-0.78804677064847,0.816194416921862,-0.275265424053714,-0.0994399586894981,0.979069710288421,"1"
-0.827305709893799,0.725496226993247,-0.233854094589026,-0.414477937789971,0.977787106322959,"1"
-0.806352200754867,0.775571061835606,-0.212499592141394,-0.346856204939879,0.979151473817034,"1"
-0.835051410298076,0.69740549274494,-0.20726815725695,-0.476431881228889,0.976109882933173,"1"
-0.827554627991442,0.647191375625721,-0.0956929661905805,-0.351720303497599,0.962716499882495,"1"
-0.850294596358215,0.671099719391852,-0.234584837535546,-0.585245454705128,0.977471299809805,"1"
-0.867121751406216,0.704025084924414,-0.269302400254763,-0.643266889124238,0.981891657868356,"1"
-0.870710049327053,0.686162883295635,-0.264497724909142,-0.574312187185434,0.979437362090179,"1"
-0.76860155065816,0.78230032644571,0.133120952531162,-0.480690383980716,0.969334458371902,"1"
-0.813121673158868,0.611817890392879,-0.0299193213848674,-0.553703656498372,0.961357954450754,"1"
-0.699047589514905,0.694342407328014,0.19751521319149,-0.353155735412564,0.948446049536376,"1"
-0.823676558329371,0.733851467347733,-0.0702007237551918,-0.530445477444502,0.975121715431186,"1"
-0.779846742187982,0.582831851192893,0.0326624098253903,-0.443191191643608,0.948002612914758,"1"
-0.83087809778415,0.699898616432915,-0.0943251390350488,-0.533391192035866,0.973323713804175,"1"
-0.858341198938367,0.751508755268067,-0.180776773048244,-0.630927592555338,0.982051987330378,"1"
-0.884509136449884,0.701342013797409,-0.323916330962826,-0.610488440467277,0.982763568288915,"1"
-0.811979778559069,0.535450349031976,-0.0291175820044198,-0.382907219470517,0.942280086007197,"1"
-0.999592036199568,-0.999961747900015,-0.998024699545423,-0.999061502659385,0.258281087564012,"3"
-0.703332346652149,0.61829337410836,0.420652636155543,0.256137847905903,0.84631546178621,"1"
-0.808585805417072,0.694587338103805,0.157053172594599,-0.134352536287249,0.94319253371555,"1"
-0.826178751724835,0.671672767843225,0.0342335469097735,-0.261713820089635,0.95472283062699,"1"
-0.807153612815532,0.628159661756607,0.155832304026805,-0.17372327926747,0.932204533961912,"1"
-0.719825687598791,0.697567557188587,0.00852202007328384,-0.108672381348816,0.952295679125883,"1"
-0.821372501853445,0.74832145661014,0.0450060225571247,-0.161018098118477,0.960655050168904,"1"
-0.719237285989697,0.286362753740372,0.258234525626886,-0.074678134277292,0.749035684824296,"1"
-0.999999884058319,-0.999999999902264,-0.999935154066038,-0.999999839807411,0.260037620403891,"3"
-0.744297995775703,0.467735845942363,0.254680749739472,-0.00188501007237285,0.846809551277017,"1"
-0.769228666535585,0.62184779492649,0.219348714027084,-0.0299269733652652,0.912767483255024,"1"
