"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","label"
0.609979627069124,-0.157649899048768,-0.864939381500357,-0.985646604149073,0.400669188562739,0.982517374572692,0.488935373468926,0.255547161386597,0.119513088229145,0.716187355098634,0.791367308768102,-0.958621179766581,-0.763129566813518,-0.831474681042238,"1"
0.650587715240939,0.00375451462704079,-0.883601648904684,-0.967726729662042,0.39073955165871,0.964788131521575,0.517826683995427,0.209789829111038,0.0937869065266806,0.715875425537691,0.749061179562175,-0.959995512164479,-0.734019860066667,-0.834393249639891,"1"
0.701843717349632,0.108767559731819,-0.817981266750208,-0.938647556314864,0.426755027959842,0.957111673059641,0.485044403512373,0.199553973078769,0.0109635883384656,0.710696231107732,0.713073771849729,-0.958405591168395,-0.716716480677102,-0.839692690929673,"1"
0.106859044207281,-0.231622773343027,-0.73482328493372,-0.954944380394804,-0.136791516568625,0.965176756806603,0.707597140828388,-0.0723491977310302,0.263706024347478,0.763851848652989,0.754857577223993,-0.874001806358664,-0.661809920280136,-0.562797156049867,"1"
0.257655491589412,-0.132208934169145,-0.636746463412142,-0.94622719763608,-0.167070588137214,0.938466939434024,0.677382772541218,-0.115859438670827,0.168075985681923,0.755715288854333,0.732465731658266,-0.858690413885087,-0.596269002133691,-0.580634158266913,"1"
0.21808318866787,-0.153867391971606,-0.633216386444523,-0.947046595559257,-0.144948316879186,0.955552166783114,0.677090709053011,-0.100349525593094,0.169277352918835,0.760607812280886,0.736616756466258,-0.860413909409355,-0.619432983184347,-0.576432129698104,"1"
0.0537203316544647,-0.233386410068446,-0.644976415790664,-0.941833108109589,-0.111375373416977,0.942739227653989,0.686936714300294,-0.081876849782629,0.221791517771706,0.764746940743366,0.737741509896855,-0.850208967021733,-0.671926550457857,-0.530540018675107,"1"
0.211900489852259,0.0595403492230422,-0.791587156848062,-0.926778148355961,-0.309656198466139,0.952894302337961,0.773649662659978,-0.221200470961129,0.251236351252765,0.766470593217504,0.677187331401843,-0.871532922272275,-0.513993333152669,-0.54272189430445,"1"
0.159879784710272,-0.20816411354926,-0.602063951810358,-0.93555197537726,-0.0919651192664499,0.960848457305787,0.655405148016517,-0.0638132057897784,0.159441305211396,0.75949240563829,0.742179888080704,-0.856374275952404,-0.65482022348947,-0.569085560562986,"1"
-0.37476220712295,0.988779367588533,0.999993285378042,0.999999999877591,-0.999814412584261,-0.999999999951271,-0.202683734162916,-0.763543569784671,-0.49259939174297,-0.590265653707781,-0.89529065489948,0.968499596303785,0.905443523949335,0.805203670848634,"3"
0.196576627802251,0.0965094807672846,-0.803395967947133,-0.920327911324591,-0.362415233545575,0.937633485386319,0.789858552112405,-0.259695223713929,0.267138169771096,0.766645525952697,0.659570162063991,-0.863405824472683,-0.480653121346628,-0.517417962926883,"1"
0.150977063100042,-0.219595527157284,-0.73740537552312,-0.960910268059335,-0.113587268547808,0.958399045633874,0.697047217432489,-0.0616770358232233,0.252672362187242,0.760953294364801,0.75573858013118,-0.879894947002874,-0.662050064192422,-0.58498794711352,"1"
0.261341383272391,-0.0656612107667458,-0.678186040532605,-0.940165327289351,-0.163888218595158,0.949333857707498,0.696063023425639,-0.124778191931834,0.174092835038356,0.758509876049794,0.715891147553936,-0.870431540522888,-0.588891673906548,-0.589809717627981,"1"
0.00503246686481329,-0.0877135590785725,-0.574671551529714,-0.924952786073474,-0.114927956096814,0.949918311200124,0.704213582408107,-0.142706367866833,0.156977388021151,0.779641294831755,0.678027517966998,-0.831029327917792,-0.656343929770241,-0.492027143227079,"1"
0.11374423730188,-0.0507537659078496,-0.464591869447533,-0.896222085491846,-0.252891324799764,0.935926142810554,0.691604789074057,-0.213942315438324,0.086242823110993,0.769132220111379,0.668541393040774,-0.782765505331137,-0.552565057996257,-0.456635947179343,"1"
0.101645206480549,0.00962093054545599,-0.638895856341778,-0.925070313596528,-0.275176304621166,0.930865272418044,0.748932267983195,-0.232212447048286,0.193072338510763,0.775209698715079,0.661937955340399,-0.827541723627307,-0.554336589669137,-0.479367545318536,"1"
-0.0588902069192674,-0.0799672799580711,-0.590248040850175,-0.933390810923509,-0.205203617871645,0.944897200519774,0.74189603098684,-0.200697258042633,0.19851157440489,0.788205799781074,0.669864261767,-0.811685657731054,-0.635101060279448,-0.434873452588307,"1"
-0.0250131881106948,-0.266365965170605,-0.694392578637749,-0.954811363320563,-0.0399183455569936,0.976755808190312,0.696245950662463,-0.0363124631258951,0.251753409893121,0.775263983768193,0.747099451942427,-0.869814480200288,-0.722962061295563,-0.542133306653167,"1"
0.0107714244931081,-0.176542276021134,-0.695834567534293,-0.94951975630245,-0.0515863933013851,0.97044149975555,0.705905683051738,-0.066434889276461,0.231241045893615,0.776436526432668,0.722850624693716,-0.871240973503075,-0.701949429051331,-0.547677496866877,"1"
-0.00225442097546891,-0.117336799365832,-0.713632559073922,-0.94348880541652,-0.0740241687204246,0.969875677959725,0.725176027630624,-0.0947421909129493,0.236222696685956,0.779694377633744,0.702799649613349,-0.871227721333508,-0.688850953387675,-0.536640762964986,"1"
0.0612617514161848,-0.074572308376746,-0.726812840607394,-0.935626620188388,-0.15449382716278,0.969431465567295,0.739132858589808,-0.13393008485815,0.236986469646055,0.775565663295542,0.698712137657738,-0.868533402896971,-0.639250680390268,-0.53380943588484,"1"
-0.128179323548313,-0.260534620094118,-0.595157852417037,-0.946305618744931,0.0363348503464153,0.973619246362111,0.674707941106303,-0.029360984428368,0.198188806135147,0.784984336363104,0.723266225466651,-0.850060830995585,-0.756582609288128,-0.508638670038118,"1"
