"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","DF.L2.C10","label"
0.921114309550833,-0.139030792191452,-0.998709458021433,-0.161998699719994,-0.213260391968497,-0.844218124415933,-0.767155034959911,0.680514381213757,0.510136804075885,0.498835261323524,0.118258699597856,-0.00604182449047075,0.561038434628251,0.689344265216076,"1"
0.923313495237439,0.0191745273874745,-0.998703204206757,0.128448451120721,-0.302553209202282,-0.845339096174889,-0.693667448894697,0.619262170161445,0.517466200636733,0.483006463306465,0.0308257296393595,0.0166558191885779,0.493152650191934,0.751651571551144,"1"
0.929093647654313,0.0444554700149529,-0.997287266400276,0.323643258653445,-0.38717090263016,-0.848506849406905,-0.653180177149664,0.578428390890339,0.538416994762947,0.506510321656462,0.0201798331236502,0.0239227937538881,0.456412506619369,0.78875299217238,"1"
0.727214624177549,-0.373686844975587,-0.99117364501909,-0.152702686916792,-0.237119780568843,-0.816801586620117,-0.778566472621947,0.702920375662152,0.570243514332294,0.558791641416162,0.242848723896215,0.00560625698599349,0.516969991608455,0.622015502989226,"1"
0.778488742033551,-0.325499738489901,-0.984373469919215,-0.160855999733785,-0.235661143287499,-0.823187887786978,-0.776293786792955,0.695077154786043,0.553155630809333,0.5472653639679,0.219174922106634,-5.04946042860777e-05,0.530510051267322,0.638121207481902,"1"
0.771698614915288,-0.315882040055002,-0.987537727973363,-0.0806057330830936,-0.268699662737391,-0.823748491409942,-0.763903476722982,0.683626426692202,0.563753339799882,0.555207221275756,0.214533339909614,0.00492786519362809,0.513477477871755,0.65706870483037,"1"
0.671890200527102,-0.398983745945959,-0.983528890340502,-0.140410359203226,-0.236005936431179,-0.806107266146593,-0.772573449093686,0.702893924018369,0.57732230277365,0.560603754887046,0.254952052887913,0.0121283738924588,0.496121438092002,0.60222146519033,"1"
0.787547191935055,-0.0753732341826148,-0.994280708910106,0.0868323145842571,-0.271629012038786,-0.824050154846781,-0.698269360392612,0.64166954824354,0.539315857135644,0.490299055511414,0.0785694815278579,0.029464916577908,0.459135236115053,0.70181327502171,"1"
0.74260369488608,-0.387760407056706,-0.983058490669693,-0.0436139631037076,-0.302822514768289,-0.820530076793742,-0.765860289754176,0.682132105446194,0.582745545366135,0.582370913661614,0.254387786329826,0.00416402458838017,0.504602828834445,0.656053306321131,"1"
-0.928602737078097,0.080262611832747,0.999999999928174,0.999970062895773,-0.651403005853459,0.670690056406984,0.854059340722584,-0.748534965278472,-0.316675974455471,0.0500690092148549,0.128345684094835,0.0935487032864638,-0.742527343878748,-0.332890078930956,"3"
0.784398968558336,-0.0138017633678609,-0.995070748713026,0.154125982662857,-0.282208482100527,-0.823148899392416,-0.673349089404317,0.62587898548318,0.536392611807281,0.475552715989988,0.0432419413797261,0.0376134936430697,0.436917413315465,0.715493657602538,"1"
0.742240300579155,-0.352283290635169,-0.992131745963699,-0.195974647130767,-0.212729177883708,-0.81825538212059,-0.78283774783701,0.707662483854884,0.559656119624051,0.546495587152035,0.230780289366173,0.00367559007652607,0.527384893272872,0.61579445097207,"1"
0.794105377398536,-0.22901645633127,-0.989732150496922,-0.012442475395553,-0.279040710404559,-0.82684096271314,-0.742711894001877,0.666376623096624,0.554815677214508,0.536515453323783,0.167207029221123,0.0111813237030027,0.499299505307257,0.681493293971502,"1"
0.594137439694939,-0.259504398607753,-0.956849819183477,-0.253669223575211,-0.110718276502144,-0.778121855091001,-0.748644648529219,0.705762659233526,0.527715966124139,0.470752174740788,0.17249734589389,0.0302296473902771,0.464283439197691,0.526561731942386,"1"
0.649397180276516,-0.243436602891313,-0.946639628066287,-0.10620106859423,-0.203186772627663,-0.790198390270815,-0.727761898741873,0.673338071136378,0.536395136266933,0.498585121650549,0.170285894677014,0.0256122953316561,0.455664500914717,0.594738765077633,"1"
0.667405512271638,-0.170288834548658,-0.973582767318215,-0.182450708225,-0.135288473872799,-0.795339685007969,-0.736560545392946,0.691792390429552,0.521066554211506,0.460035109478505,0.124441671815566,0.0301356852896357,0.470682479016636,0.583408817390382,"1"
0.547870366402559,-0.25195854014429,-0.961550869299662,-0.295649014424241,-0.0681853819298091,-0.76782945178944,-0.748902002620332,0.716433824916675,0.525669547567491,0.451805383257018,0.164230097185493,0.0380047040796025,0.453054597585414,0.491117249120257,"1"
