"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","label"
0.983079818628721,-0.70782588679456,-0.989419240291121,-0.713301565560266,0.0928080599371796,0.668288555507976,-0.680719063250276,0.413426006771031,0.0841137362951508,-0.565762991783759,0.081936878478017,0.891700939489371,0.987893113046456,-0.88826997967562,-0.264514961293134,0.249947998430093,"1"
0.982622390033965,-0.595857248642824,-0.990068531385417,-0.527910121907698,0.11030053572616,0.521859009621505,-0.450493035607433,0.433825378270618,0.0532045139928006,-0.608156037742074,0.112210002795385,0.838970151386257,0.98219280183701,-0.878136074699068,-0.135779781430904,0.118898570419003,"1"
0.982292224860987,-0.513586413229756,-0.981815501718446,-0.377299237314461,0.190816113399286,0.550780789354012,-0.252907709951581,0.443640011888473,0.00820565883539792,-0.653570484273844,0.0987284959585085,0.787889569030732,0.977947389680652,-0.871220493354617,-0.0044338420166421,0.0587585154098154,"1"
0.881589067895197,-0.664307616656942,-0.961987150440642,-0.659839109364106,-0.316564696898066,0.698632597472382,-0.730229886626984,-0.0528451186778054,0.416432619722588,-0.473889664064419,-0.174817441119056,0.900199113003911,0.963579423985819,-0.786247509236486,-0.428721943863148,0.344055581414834,"1"
0.898306348374411,-0.605790590821467,-0.939609510285414,-0.660159363399402,-0.336350071338137,0.573214609016443,-0.689260906738713,0.011980647034056,0.403392941913926,-0.46427217816425,-0.153934003703801,0.884442698430018,0.961662455044653,-0.802107379698118,-0.431331272088266,0.299268247057606,"1"
0.907154725307154,-0.62970698337978,-0.946950875418967,-0.622476899543106,-0.330272552916329,0.636723031011822,-0.671312179769265,0.103857219473942,0.360118380372568,-0.47631582493082,-0.137931458136631,0.887384697538174,0.965494344110343,-0.826451559887507,-0.420023967233488,0.322336001496541,"1"
0.843387670192582,-0.656244542109715,-0.938238683305333,-0.64018835458566,-0.285179814865757,0.601938310040845,-0.67986592367714,-0.0611792632069927,0.404269888285253,-0.485143367701016,-0.139851880331116,0.887491508911273,0.957759969019296,-0.765713591692781,-0.384761433954254,0.289735632933272,"1"
0.91042242985527,-0.475946779538613,-0.974304092030551,-0.510714244440482,-0.473575784718517,0.622709487662368,-0.606173383038833,0.185977588607956,0.40602055685364,-0.431694573341844,-0.177833686150737,0.858309250384086,0.956251218377026,-0.835046721681726,-0.475089034001736,0.336069820864594,"1"
0.881273234805157,-0.650217165286429,-0.935828639698362,-0.599982676505952,-0.276353152258132,0.702361300241754,-0.542005780372534,0.18532303713634,0.323183832454658,-0.539391316130951,-0.134941288133822,0.877718218146749,0.966063802127492,-0.8414289035922,-0.342854210979621,0.336675840458907,"1"
-0.999853026315455,0.998691170378893,0.999999955783976,0.999979388112001,-0.994525587785479,-0.999995475592043,0.990750214112368,-0.999999765254859,0.668731393480454,0.36620325961817,-0.681602570139008,-0.900183086461661,-0.998094079636839,0.899530204896447,0.0275116059364388,-0.507166773870883,"3"
0.91209271310943,-0.457538824379105,-0.976878277546191,-0.465423652653518,-0.529706930081742,0.511529031266093,-0.603715371366567,0.126488718265294,0.428298197359371,-0.412601155197934,-0.167144989009176,0.8506726567557,0.94640861093881,-0.816351335812459,-0.480469517064971,0.285660397247928,"1"
0.898209140228961,-0.666592191034587,-0.963611318253598,-0.680570991963246,-0.300709019596317,0.632095743763728,-0.764352852543513,-0.0794307340210028,0.413054500916087,-0.464281491875486,-0.152920599311964,0.901646462758955,0.964765176090946,-0.78080996320062,-0.432805791606753,0.311890682651514,"1"
0.916136413111794,-0.581949351338793,-0.955555092213799,-0.58594159531004,-0.356318281410893,0.594884215740737,-0.629915516163488,0.130210108258536,0.364871584543383,-0.475020739367324,-0.135734651831863,0.875482041763538,0.962953553969856,-0.829688341061674,-0.418614244412289,0.302529732248936,"1"
0.731208353717926,-0.493819264155422,-0.88445089022627,-0.654501908468772,-0.266757903462681,0.726725090608863,-0.597910716294328,0.282593164876437,0.362278938257091,-0.448443883493414,-0.143850450027686,0.843719151265691,0.961207770988073,-0.818884174968827,-0.420475500110224,0.388729903811116,"1"
0.790484500781106,-0.490132795067356,-0.852946865490109,-0.558612968568656,-0.381102084395636,0.67012178347378,-0.746620904060945,-0.0851250002779436,0.441141332127756,-0.345829586356715,-0.238362353856169,0.864820147286223,0.93807202656487,-0.729267653332445,-0.490948411498872,0.337235483706859,"1"
0.808579183485956,-0.460464784406684,-0.915373923608855,-0.630534329609532,-0.419313730959202,0.608964530722872,-0.694176024375436,-0.0247752154168615,0.484062219531433,-0.388090817162466,-0.225181639646681,0.858696425354348,0.94570928671053,-0.758172212234405,-0.496487563109376,0.341598974357885,"1"
0.714683470987555,-0.501938018469524,-0.890049508362126,-0.679284432357654,-0.347586296121104,0.689975105274708,-0.744126984046604,-0.0203978453200873,0.476006639020336,-0.377982223326421,-0.208830217620779,0.865236083480903,0.947619936061215,-0.731523214441725,-0.489347908183522,0.380435072933202,"1"
0.839211386663459,-0.677966669899531,-0.951049498778052,-0.668280730781667,-0.222297413542161,0.795087440463139,-0.739733791124292,0.0370793944163218,0.364237237422086,-0.479223097466868,-0.145620108664402,0.89996896754317,0.969174538062412,-0.796349997531426,-0.40566160580746,0.373506085452983,"1"
0.857385063831551,-0.634680589695588,-0.954324876537172,-0.629371646357221,-0.24901621613783,0.739704556196113,-0.705617353994276,0.120625900048074,0.342539015869525,-0.472261554184072,-0.123827564342362,0.889470755732568,0.968920219073337,-0.815577234240687,-0.40908131373518,0.352735178958219,"1"
0.852148692301556,-0.591700534038565,-0.956988083691077,-0.594534382542261,-0.272406353641665,0.737198871185649,-0.682887939442254,0.183232821594676,0.335544648805289,-0.460538933835499,-0.119770682059822,0.879994700480112,0.967968371263376,-0.824470334358498,-0.418580403519116,0.355676112965499,"1"
0.864580612353929,-0.554504430910705,-0.959406833149245,-0.559352001748897,-0.33596031885668,0.740862283758438,-0.685798798015328,0.138695666019421,0.369811068007972,-0.437555864963085,-0.158356484446464,0.877331430946794,0.963326745075726,-0.8162551713787,-0.447629399269339,0.361625562421506,"1"
0.771260741522623,-0.660055467239095,-0.921268941528934,-0.653282189771109,-0.148596390636206,0.791631505626499,-0.711427421359484,0.128849590678422,0.315241920355795,-0.477671823591482,-0.0980673378644692,0.886735192053147,0.96897659586821,-0.793899355271992,-0.370319104579983,0.363171889783646,"1"
0.899744835958855,-0.626285058783639,-0.972468993598965,-0.616524769656722,-0.274669125688629,0.770827903682684,-0.701257999444508,0.165363307337889,0.33389803359774,-0.474660044202996,-0.134206102307527,0.892189125244491,0.971738123027224,-0.83679581874879,-0.424248915724099,0.369016152691279,"1"
0.88630418374777,-0.579449359246879,-0.967228210384778,-0.5999589362414,-0.293880328714456,0.771036401076846,-0.703448406536645,0.24069680116912,0.324533123363053,-0.449419862199541,-0.127645809998302,0.883831518286439,0.97168595848916,-0.845687433967917,-0.447048577411062,0.379458082244039,"1"
0.831734178675894,-0.67395809049188,-0.938473752708525,-0.623144216407641,-0.138689409446536,0.737629169180526,-0.66569866828473,0.120103507702345,0.292404920595956,-0.50910100765781,-0.0826544002124745,0.886327885117963,0.970101071748339,-0.806292087363568,-0.333879886169922,0.319294479249634,"1"
0.854149730544806,-0.668103347532223,-0.953566700205883,-0.644719423071977,-0.241097537752774,0.769099748973549,-0.719380821687585,0.0624075090332307,0.35573822543299,-0.480793505306177,-0.139221848573631,0.896854122117489,0.968621987895935,-0.80488135392356,-0.403555485179025,0.36202258479563,"1"
0.803538593654856,-0.697845248479192,-0.929598452194178,-0.61443761332497,-0.174642377707698,0.771431407953261,-0.688282334442503,0.0217143116514867,0.333686814762692,-0.498730122164894,-0.118872215509999,0.892842871829121,0.964882050606846,-0.776750961904837,-0.34615933481819,0.337163385984443,"1"
0.854533197998947,-0.499416769603211,-0.95166534694822,-0.60243264966326,-0.2536090672526,0.730634724804658,-0.640440600589124,0.367557153000698,0.296605993167436,-0.450033367407419,-0.0977852468126581,0.857697868469779,0.972325855022475,-0.857691123341114,-0.431632527659722,0.366228134791793,"1"
0.84359772600595,-0.578085704879171,-0.944215910296255,-0.660857548348027,-0.196476786267521,0.757992941397535,-0.673794204336245,0.25909196159585,0.307303440203584,-0.47453202547724,-0.104059222636345,0.875562747706007,0.973450949231246,-0.840371458202335,-0.405842834071,0.3678119541741,"1"
0.871083551795144,-0.40031932040205,-0.961281388766404,-0.565993708888381,-0.212036959940363,0.773187523884158,-0.58157447696072,0.554883248351158,0.239683501538932,-0.448600293661036,-0.0784566152860415,0.830442886262472,0.976710351357197,-0.885853944164244,-0.428773160352221,0.377496019957526,"1"
-0.999999756082486,0.999032417017572,0.999999973961928,0.999988266028268,-0.984119441455284,-0.999998054020862,0.999106393056269,-0.987184659987625,0.66430197612626,0.36075294482696,-0.67869943070708,-0.901224538384845,-0.998058757073169,0.898025571921152,0.0356195966556327,-0.508911183386055,"3"
0.824255601006124,-0.600591094369855,-0.934052331634543,-0.649307880449735,-0.185407444326908,0.765786616569358,-0.662706700211296,0.240665806154807,0.302286785760568,-0.482434243903965,-0.101521019118632,0.876369390773774,0.971965589669593,-0.832751033736712,-0.3875896016028,0.365224923461096,"1"
0.822030393082433,-0.526302981682883,-0.940501139862129,-0.592709680071401,-0.180951489034401,0.793706041302102,-0.591624423596344,0.482360412588339,0.232037182868705,-0.481494992799678,-0.061933126163922,0.853054558503634,0.975559327133332,-0.871954361505157,-0.384572887354493,0.382408402308556,"1"
0.819213833724473,-0.494950529233993,-0.921437205734931,-0.653651655669801,-0.196066318405059,0.759560273151344,-0.630814297217682,0.407496459845986,0.280732304032683,-0.456576812306725,-0.0963681174013042,0.852503623051495,0.974034692028471,-0.860228211540786,-0.419404486614877,0.383247649316733,"1"
