"DF.L1.C1","DF.L1.C2","label"
0.99999815818388,0.649065645573948,"1"
0.999996855301961,0.712715496140503,"1"
0.999993634325192,0.768593934629351,"1"
0.999824417146991,0.556765415723002,"1"
0.999757343795953,0.61401535171277,"1"
0.999857904255035,0.611023471524788,"1"
0.999588433571823,0.52702206730935,"1"
0.999891099932769,0.711350132520733,"1"
0.999757381389701,0.571847572324228,"1"
-1,0.994014989037474,"3"
0.999902459621061,0.721200082155641,"1"
0.999861694662333,0.561824661084456,"1"
0.999877169234805,0.657355892679379,"1"
0.99861427951789,0.554690990813798,"1"
0.99872868587755,0.603788251017615,"1"
0.999049004026915,0.635000999590011,"1"
0.9982956615162,0.561846883809809,"1"
0.999722233318303,0.520731738233804,"1"
0.999789614420568,0.575226395767258,"1"
0.999791380489571,0.598053412763285,"1"
0.999810268913968,0.624524658898812,"1"
0.99946083468648,0.482860355128234,"1"
0.999919405196191,0.620299990313115,"1"
0.999891306955989,0.634505309869957,"1"
0.999630322555893,0.496043594424423,"1"
0.999755088697114,0.537219151422489,"1"
0.999565096830119,0.468839903938931,"1"
0.999769964427264,0.622117400345306,"1"
0.99970502636713,0.570432022498025,"1"
0.999892239486156,0.68601173455982,"1"
-1,0.933708062133058,"3"
0.999602918236532,0.537181915257883,"1"
0.999751410800668,0.58412293290974,"1"
0.999637590274417,0.604942373178709,"1"
0.999797156717406,0.623873665807666,"1"
0.999845243327694,0.659773618993176,"1"
0.999751222180646,0.512029680556503,"1"
0.999611745284799,0.590341562864109,"1"
0.999926145544781,0.621696592263754,"1"
0.9996584508219,0.5412756499709,"1"
0.999665590623749,0.535720949942024,"1"
0.999864375757309,0.588358301029622,"1"
-1,0.991787017845024,"3"
0.999771365434136,0.614291476456458,"1"
0.999699202859974,0.5157271435346,"1"
-1,0.985051175990204,"3"
-1,0.977273813252524,"3"
0.999872067111606,0.609604237716504,"1"
0.999515542625846,0.502637305172726,"1"
0.999961020826641,0.758074892688415,"1"
0.999862665966533,0.685181246890784,"1"
0.99992343012582,0.687788253940751,"1"
0.999827706767274,0.65387252761532,"1"
0.999787557825649,0.654272132741841,"1"
0.999653499076211,0.545843417809765,"1"
0.999674919572836,0.615797776713364,"1"
0.999691671132601,0.592687549088711,"1"
0.999890623545563,0.692910177218525,"1"
0.999664213834198,0.704226206063376,"1"
0.999968068869162,0.713244785128804,"1"
0.999865639260769,0.63376819288046,"1"
0.99972604937329,0.645036821504685,"1"
0.999741258763778,0.608788984751979,"1"
0.999696582362252,0.61616539581917,"1"
0.999342523191165,0.60076712902521,"1"
0.99969506038739,0.55588310091335,"1"
-0.999999999999811,0.987295216225187,"3"
0.999742110211164,0.510319751808285,"1"
0.999646284542645,0.533308715530854,"1"
0.999373768600921,0.46466448387443,"1"
0.999540992122325,0.547540842357947,"1"
0.999819993208528,0.603783207372237,"1"
0.999613710783824,0.604364875659157,"1"
0.998436203377908,0.468217819128959,"1"
-1,0.537924560028759,"3"
0.99929273548432,0.513490948966465,"1"
0.999299105156959,0.599616779272797,"1"
0.999009725646957,0.589695342939692,"1"
0.997102894749626,0.448041458284929,"1"
0.999387469469871,0.494225094194332,"1"
0.998633174902829,0.625382363905977,"1"
0.9992688609892,0.553401838994876,"1"
-1,0.967952182842149,"3"
0.999704676294506,0.55158841630111,"1"
0.999752668437794,0.582598164665997,"1"
-0.999999999999998,0.994990553259587,"3"
0.999481029663667,0.4858094045648,"1"
0.999680864484238,0.546886307154658,"1"
0.99954861852521,0.457558028170639,"1"
0.999454140489418,0.402123212011875,"1"
0.999257025768763,0.389871144390801,"1"
0.999820029959181,0.623949827089485,"1"
-1,0.7148507672126,"3"
0.999936365507,0.646216393950465,"1"
0.999958482444641,0.711304363046283,"1"
0.999976666202307,0.737330055784762,"1"
0.99997109382146,0.770859966184801,"1"
0.999993396272602,0.704074718808377,"1"
0.999910830843646,0.674954772849935,"1"
0.999965931846796,0.689839421378823,"1"
0.99996462450698,0.637247553027494,"1"
0.999972355809161,0.704231731080327,"1"
0.999967025383985,0.651731993982154,"1"
0.999687823977816,0.511079460993839,"1"
0.99974499225886,0.561851701230437,"1"
0.99954456323856,0.609175003985929,"1"
0.999427660757063,0.471201682500891,"1"
0.999816089442953,0.659682354336978,"1"
