"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","label"
0.955967661029762,-0.451376678067613,-0.985799896875113,0.46558682088447,0.859342882955311,0.754966954000107,-0.574433429889116,0.891477761696189,-0.747106229369619,-0.685394619089985,0.740420671589576,0.550113495984914,0.944260223909687,0.625852946019191,0.944816226965036,-0.941883957916917,-0.894541525800118,"1"
0.956899785349681,-0.302327824094858,-0.986714448303833,0.625013869210881,0.84671662517773,0.61679186458143,-0.309853333425883,0.884826622143281,-0.755408468515714,-0.700170539520073,0.747643790863806,0.414122279116529,0.926256360230507,0.522302593554933,0.940360746292414,-0.933265833106163,-0.851418446244706,"1"
0.958313974127283,-0.21210264193644,-0.975840219891329,0.67838857549852,0.851809854985947,0.600066537097082,-0.114970988919724,0.877220430828181,-0.748238193165015,-0.724017102841821,0.727565766366153,0.322074468926801,0.915289156262102,0.442458427907665,0.938489471762322,-0.923904300819856,-0.805832130684776,"1"
0.784272435244728,-0.524191259896806,-0.951033758273232,0.184271019192715,0.518141022150699,0.757539956084583,-0.652260508023689,0.621098299666863,-0.547228730666268,-0.627169985035682,0.633327321535338,0.617146836705191,0.912167710735637,0.619118818751799,0.896098481550457,-0.892191569631571,-0.855204901963146,"1"
0.822066885222491,-0.465144578081694,-0.921223575568168,0.0891837021532541,0.498241407632534,0.641763011217833,-0.607003403198014,0.652182079793008,-0.540047823993759,-0.640135781490284,0.615300623435318,0.585827671353321,0.917605364542227,0.548600537086172,0.883161914149249,-0.885384881063176,-0.832494229357998,"1"
0.826462430861885,-0.472826903816246,-0.930118724961391,0.22181559800952,0.527695916595891,0.698570757635615,-0.583790557644635,0.71368074311619,-0.586579066379812,-0.639224747711977,0.641527064070409,0.580372109451429,0.91485448160965,0.563867235259682,0.898211362589782,-0.8962958266476,-0.849901376377757,"1"
0.736920428825913,-0.531065768527097,-0.920783173911304,0.123408584485999,0.518193323622633,0.674984645645874,-0.593927238281,0.586717090514414,-0.530949227728118,-0.63915169233907,0.62740248925148,0.598452497029888,0.904863344860822,0.585762094249276,0.886075108594336,-0.877090532309954,-0.827001968936423,"1"
0.830537463564596,-0.27618465145266,-0.967404417531499,0.394808932732662,0.373740308736224,0.685350613047235,-0.50175382896928,0.750703660332698,-0.536015959587624,-0.579180766183178,0.62345568915964,0.49490236901408,0.885272236669582,0.530403195052763,0.875867105519689,-0.888150428709611,-0.83895420244054,"1"
0.791769753979571,-0.524359444530075,-0.916412968399384,0.209336141418164,0.546577310938948,0.755410010289544,-0.434674148225514,0.740099432649039,-0.584082999444378,-0.694242494164032,0.620756496827127,0.570043605386174,0.911403832951763,0.520529511110679,0.907334710863011,-0.884344687618966,-0.820067653669523,"1"
-0.994211074182223,0.951579744986979,0.999999955800446,0.670302819744295,-0.999968712800582,-0.999999787925099,0.973527839929793,-0.99999999601261,0.470080079637453,0.769849933095195,-0.46986247719149,-0.750108787933935,-0.988859125605204,-0.803252012326247,-0.953076059847407,0.928064455522399,0.876496511571995,"3"
0.83426415351163,-0.244296988856557,-0.971313305911417,0.454648589248474,0.333462751144212,0.589071722584327,-0.493586874561603,0.729629697212562,-0.546110330147575,-0.552738610419989,0.64654526798103,0.472632490557032,0.872334624191772,0.509030726585878,0.865527947560588,-0.886483429636694,-0.837150003091784,"1"
0.807519419512706,-0.513047588027521,-0.952559145747403,0.159735840538613,0.548924957089135,0.702550886684604,-0.693744191021005,0.6119144557976,-0.562228449239487,-0.6214894168859,0.648071995137355,0.617307954232492,0.918881600008193,0.623770704740927,0.895653520787026,-0.898195721454597,-0.860210402737133,"1"
0.843814609568409,-0.407220655528243,-0.942628398041423,0.276559157253645,0.516357633944651,0.660272572134168,-0.531663904807216,0.730571322968626,-0.590247678786448,-0.635953185021163,0.647044493226934,0.543763544490894,0.910682560344916,0.540399206560146,0.895917161208868,-0.896722324707945,-0.842147527632273,"1"
0.611676706328325,-0.384480944778761,-0.858493788589852,-0.00575769430762985,0.411594298436984,0.800696303279066,-0.502170651825693,0.717115976692044,-0.379897877722323,-0.624985176185922,0.497473946629142,0.526397023769435,0.88595487937612,0.550485422909411,0.851546188692014,-0.837114679594242,-0.771047450951608,"1"
