"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","label"
0.999069211827603,-0.912008678580757,-0.994931270740288,0.277043984654183,-0.727026802668914,-0.2438350759043,0.0599847587377588,-0.969949767487097,-0.919939138012442,-0.207277336125453,-0.668415223586726,0.534698068049756,0.899362272370305,0.825409173068012,0.589994862191292,0.644730731101065,-0.84177067015736,-0.547316788512977,"1"
0.998784931785317,-0.86875779931904,-0.994907201171464,0.494102771755275,-0.674872412283665,-0.395466480103182,0.338386858036546,-0.956160014566224,-0.898293838022812,-0.299449745974916,-0.663500983209982,0.436352181682567,0.852623305170738,0.788402420010537,0.607173896067933,0.585296263459538,-0.832202791841235,-0.588501084824066,"1"
0.998305503272579,-0.82349877774357,-0.989542620227305,0.604411535269993,-0.566596889035355,-0.289529477477699,0.424625521172277,-0.926907107303477,-0.776681769153765,-0.351677859674767,-0.703261185115593,0.358297739662742,0.823768237106147,0.768852656319641,0.55848654744004,0.564972121800764,-0.83691626688376,-0.524651573574898,"1"
0.986890129882105,-0.887591663699684,-0.976526989113233,0.188053029404519,-0.793636784183473,0.133796047040817,-0.354309601713065,-0.951366102208319,-0.88339877949512,-0.134849965331897,-0.730966592394061,0.598003788744349,0.940140846554656,0.891804651352872,0.522924026477795,0.712977689603666,-0.854327653624882,-0.340517563950891,"1"
0.986127794688774,-0.850943040757582,-0.960274509271365,0.178744861457296,-0.774652772641864,-0.00505291816131348,-0.375477366512482,-0.925926867115542,-0.816999017304083,-0.171833949727084,-0.688869079845696,0.572643153487822,0.921776559612062,0.892452812513088,0.525932779277801,0.718569939071462,-0.844329898624308,-0.352884617078848,"1"
0.988663651438818,-0.869179355000025,-0.965910625904128,0.26389996732504,-0.788164880598947,0.0365697190666661,-0.287678784363971,-0.930325461533794,-0.837743142435339,-0.187184560869624,-0.719976967611865,0.557817022262716,0.92500506605112,0.890956035572265,0.539688768668768,0.70073664183267,-0.844519619321899,-0.343029098726733,"1"
0.979280842095562,-0.872357680046883,-0.960697038362538,0.18954010781997,-0.758363469509457,0.0333724955452382,-0.339812746098268,-0.937139885099885,-0.83440375058327,-0.169807025844661,-0.705706532931163,0.574856312109205,0.926267834466569,0.885519601720844,0.52068297801464,0.709344067246155,-0.847015949653623,-0.356969154836722,"1"
0.990517338081056,-0.825601994682826,-0.983881694196632,0.408651851964302,-0.845485083437622,-0.00515724774119519,-0.144144018285241,-0.922595207269636,-0.919309211218401,-0.194540895947539,-0.722324096579109,0.52978024705498,0.921755533001117,0.89031026881788,0.573128625882963,0.676170127712847,-0.840228198814913,-0.37783678148462,"1"
0.984957452961951,-0.876973045093109,-0.957427199400791,0.284592571407083,-0.751004456160867,0.197734803072563,-0.145005011527262,-0.90458182540775,-0.845505470608277,-0.158904451934046,-0.754279967883715,0.544291108827343,0.930128425410928,0.866447044833368,0.523106237162621,0.665794857955175,-0.844243067481384,-0.329470154023694,"1"
-0.999999998292312,0.999715580974418,0.999999999114351,0.999664380336442,0.63155629871328,-0.990655548933563,-0.963791016802847,0.843627054386457,0.999828513579831,-0.790744136443144,0.582979831414405,-0.807597795373738,-0.973781291667914,-0.00961179242850596,-0.683307113231307,-0.285204351149573,0.8132321151064,0.649005436132246,"3"
0.991215006069679,-0.817984850707264,-0.985983068027425,0.46577900054508,-0.867919198262975,-0.186422224839326,-0.123709074806739,-0.936763981467293,-0.935356554020918,-0.240647642310111,-0.691149620833025,0.511816649688312,0.907892469934639,0.895116075476458,0.601358712657375,0.676150880782511,-0.834102173308372,-0.425184219849839,"1"
0.988453637236487,-0.885968569523922,-0.978012261127107,0.159027508642434,-0.79112257691024,-0.00337257558593462,-0.408135160849554,-0.957308234657933,-0.867828495700992,-0.158903495668077,-0.696434801678813,0.595867727144541,0.931834627625476,0.896077374983466,0.535507579641567,0.727261235245179,-0.851518337285488,-0.371270542110519,"1"
0.990288362419184,-0.852091416266554,-0.971833271178923,0.327891690125322,-0.798522949014396,-0.0362217337523263,-0.231215433449159,-0.928024667198599,-0.872653516703443,-0.208538593960568,-0.708630257239634,0.537673144976489,0.918727911837849,0.889313602681738,0.557591733878375,0.693519622981009,-0.841671018494085,-0.374482207939913,"1"
0.963195177192391,-0.776803418060939,-0.928756962813069,0.0572294400137564,-0.731603910647531,0.340477210085431,-0.248267876353494,-0.818663526596547,-0.753687797488633,-0.0322162758268558,-0.71578823052855,0.574716703288403,0.926714433653312,0.85198311636852,0.461528095654544,0.677662127701245,-0.833926675436296,-0.284921762387479,"1"
0.967350121552308,-0.768929091370613,-0.907833187581157,0.207501967776835,-0.782703677593848,0.226299431320201,-0.521799242669587,-0.904957259015076,-0.754634228293783,-0.156393134331309,-0.721274665472591,0.584182986304153,0.933141497315559,0.911673437418207,0.443170916073506,0.726456452508141,-0.845885764020192,-0.204286012123375,"1"
0.972552106559795,-0.761432177603319,-0.948857233092728,0.134935923467066,-0.800666516734892,0.104445515724164,-0.408604907188977,-0.90609096653221,-0.790913738819682,-0.10271540883555,-0.681269669353312,0.596177287547937,0.925250324755091,0.895314646562651,0.482517185826578,0.717845283039837,-0.84421026044548,-0.315293062871195,"1"
