"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L2.C1","DF.L2.C2","label"
0.913754861658924,-0.985109901647305,-0.952265173172617,0.841479925879183,0.992250433247872,0.161673010803214,0.174766523257681,0.992459590924009,-0.0851259928548926,-0.974712970828002,-0.949987440016711,"1"
0.914088149634511,-0.973357472304851,-0.958867739266691,0.88427000896805,0.989580317914202,-0.045408231590242,0.455286822209739,0.990207323383062,-0.0223122973965679,-0.972106068101038,-0.949087815349039,"1"
0.912577092746774,-0.956712305268081,-0.93620398341112,0.891324432525621,0.986755290229117,0.0418760451440793,0.582067994670967,0.986808610231099,0.288145995930817,-0.969899417312543,-0.962288737421161,"1"
0.618979060267288,-0.96130097810513,-0.889527722265686,0.640657369838172,0.930100935239143,0.407984571488904,-0.0854250424850806,0.941226582185441,-0.210999330174026,-0.957024178630396,-0.949598619683865,"1"
0.662384651886072,-0.944220599366732,-0.843201956760216,0.584711845356702,0.90595385088563,0.286771325988714,-0.0261914427559979,0.93862729571168,-0.032719311057813,-0.955083886673927,-0.943019911051387,"1"
0.671201557347393,-0.954779646370446,-0.849003778075164,0.674435028629342,0.927096544051806,0.332069169811336,0.0235335862128644,0.956462141952339,-0.0387997261657893,-0.960060141556803,-0.951537740402253,"1"
0.540821663431111,-0.951028460058516,-0.837044678111106,0.590451876651483,0.912116453237426,0.312260309954405,-0.0150827604344272,0.923408130982154,-0.104775048928079,-0.948595738077976,-0.947224085220171,"1"
0.669610731773842,-0.932076777516151,-0.92167956697236,0.76738521923032,0.904875163772737,0.263839666197726,0.121087199264249,0.963237051872819,-0.342767372477221,-0.958511932093958,-0.94581801869833,"1"
0.611247263992571,-0.951982769728501,-0.814523417839241,0.651113384668602,0.922620755166721,0.445101968504106,0.187299543673634,0.956575292563806,-0.115478764227714,-0.952974231450594,-0.958525807029262,"1"
-0.998750458225366,0.9999999429888,0.999983063422808,-0.609452657166874,-0.999999999676252,-0.999269550798268,0.920658260309789,-0.999999999999589,0.886241631501555,0.982839741019447,0.793941827264471,"3"
