"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","DF.L2.C10","label"
0.999799752830691,-0.789684385238477,-0.923131353381377,-0.0257548801202914,-0.0309333517224961,0.720335719851793,-0.838231842805943,-0.748835092831662,0.352945696880854,-0.823455905033538,0.517750081525853,0.856000412785713,0.14944621186573,-0.315670705671545,0.591784611430054,-0.792361212763276,0.384293564972679,"1"
0.99966736735776,-0.676834405168048,-0.928126802164314,0.200795226164711,-0.0620720369668233,0.579702408142985,-0.645418998813048,-0.749378704879069,0.347726573771389,-0.817423844265063,0.476109494199194,0.805172699318639,0.122027961926986,-0.270682863697288,0.594344557732349,-0.790436699234296,0.331545341054347,"1"
0.999435065235483,-0.654534337102303,-0.872474421889586,0.350166576572001,0.103327465572135,0.559317524865962,-0.487187118976567,-0.810839778469457,0.383985453192933,-0.845169353032388,0.451156388037426,0.805120721456807,0.121245927718376,-0.29096344565615,0.656568653374618,-0.828092646652835,0.299061981403552,"1"
0.995593767891138,-0.750627820545052,-0.834842443963124,-0.0549469155349025,-0.34042965418583,0.748576446521888,-0.850095592070972,-0.639435860423771,0.307217158585267,-0.746845361497321,0.526045831786556,0.768838162594509,0.0439942533886893,-0.215085869620684,0.519078614619167,-0.660697692506458,0.430614271296922,"1"
0.995706362748852,-0.673749750931281,-0.758057399414248,-0.0368990997149214,-0.340148242860864,0.639431169508745,-0.812954208022983,-0.641556505389885,0.333947278827859,-0.743103277097967,0.469991266095854,0.734869429316391,0.0919828468361895,-0.171002534810466,0.473852015107227,-0.634965633102862,0.408072411254504,"1"
0.99651988713892,-0.708127418790598,-0.776303250651439,0.0140627588493341,-0.348897320029188,0.70680965556116,-0.805601114903799,-0.659663118295195,0.333087811276647,-0.751416057054129,0.512238448561659,0.743270756631711,0.047746407024424,-0.178857704438087,0.528593782293514,-0.650992158118547,0.425507626474944,"1"
0.993634673895161,-0.696624989370348,-0.774293043863814,-0.0274449089213664,-0.336315650021303,0.670878166189985,-0.803357810465335,-0.644484390666239,0.326800837712497,-0.74296267896706,0.485474270593914,0.739481593033751,0.0712371157561916,-0.182134604848806,0.494073523470531,-0.642252968565649,0.414627879218112,"1"
0.99632587311981,-0.635640592521576,-0.879210909844287,0.164126098728183,-0.430188102672272,0.678260157382608,-0.800647092783399,-0.637658801624709,0.313845722015807,-0.756761252855664,0.544016036940707,0.736332492119124,0.0216385577722408,-0.160997999259915,0.543490870401533,-0.667103120765266,0.396105227991937,"1"
0.995471479458211,-0.728511568617608,-0.760611203458106,0.131360922045413,-0.304162151342456,0.761513501224021,-0.753402757737832,-0.715035901470158,0.359710301480339,-0.77751142061991,0.548819260247792,0.752114553262844,0.0113873189567195,-0.180689860718857,0.611165555419116,-0.687998969067742,0.435999970127829,"1"
-0.999999999998218,0.99991384999419,0.999999017470176,0.999151788844615,-0.997173158753028,-0.999994961575686,0.99984665965842,0.441143764857478,0.765850800680506,0.891921437154475,-0.500095809190058,-0.974102849141846,0.590418694261805,0.938350464249795,0.25722648234659,0.945592124561924,-0.005946587144251,"3"
0.996726655868903,-0.607674492745448,-0.886353733396166,0.25182523198465,-0.470254292096792,0.572005553421868,-0.814323482418376,-0.670524034747006,0.362743833547694,-0.774934530084092,0.551286403338861,0.731737367436627,0.0692619321570449,-0.0984941242872852,0.56863852799307,-0.682320472401808,0.400595630717998,"1"
0.996304582164862,-0.726966192649181,-0.837592939492796,-0.160300406961048,-0.335693377570604,0.705663803298902,-0.850221748473305,-0.581800600550755,0.270793605944646,-0.718636528951357,0.472875595332691,0.757081674507233,0.0681624373072859,-0.234463222160677,0.427020265689468,-0.629560915989466,0.407576858866159,"1"
0.997015474271688,-0.681362893305814,-0.804586412091553,0.10802264472227,-0.314319881736602,0.658174928644533,-0.808582855452223,-0.701923110002449,0.368110132854003,-0.782830319199166,0.52524084561017,0.764177814257326,0.0835205162962761,-0.165756680407842,0.568786658493249,-0.695479898977234,0.412102028902355,"1"
0.989109381661521,-0.533855870946548,-0.706729307283605,0.0211668480997327,-0.437079440947389,0.756720266363516,-0.717133526996146,-0.515419996344364,0.234572421864367,-0.677821991219934,0.443783825908863,0.639977968396487,-0.0413384238223584,-0.189348154015417,0.386632813756283,-0.527378722629869,0.35337332922653,"1"
0.989057120053957,-0.573617869145596,-0.61485686197894,0.0562777338539382,-0.41216491837465,0.707363566494252,-0.848664756272725,-0.656264976613362,0.3761181186615,-0.750808126573004,0.493637695468427,0.700242583252301,0.0643649776559614,-0.10454105056742,0.498664583848581,-0.583385011017294,0.412061636816061,"1"
0.991299921064184,-0.537369781168333,-0.72612512390671,0.0364254285569947,-0.411739176039599,0.627171802489193,-0.81663322579688,-0.595324371069453,0.320684925479497,-0.73120635231726,0.453273331746396,0.696383316692092,0.0799748416131334,-0.139723912147949,0.42251382258332,-0.590570207360149,0.365111718374055,"1"
0.987622587459753,-0.551916206757622,-0.696393900720726,-0.0869839090740454,-0.41256181538174,0.707945236397737,-0.824530453743514,-0.531299060803534,0.271749865818013,-0.693999625672515,0.431392493707165,0.684133867820966,0.045233539711373,-0.178768686006553,0.35690729072934,-0.537534232468319,0.364988674930307,"1"
0.994290840281426,-0.773760032494786,-0.809998807903814,-0.0901338029758445,-0.234409365337567,0.823220927595231,-0.85476991931733,-0.670104720259369,0.312111973161108,-0.765708788757462,0.527597544329218,0.79801215503299,0.0464811702715485,-0.262580296087784,0.540791078954482,-0.688560145236906,0.425725687874799,"1"
0.995503025513587,-0.736016420382221,-0.818238835718789,-0.00240988316326018,-0.24227390029508,0.77278940017207,-0.842294829937013,-0.691412987072499,0.33587467820724,-0.780764969437575,0.53243957689934,0.795808945453626,0.0631362004319582,-0.236903855828747,0.561781190586204,-0.704535986261421,0.41515197023521,"1"
