"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","label"
0.646153827801866,-0.300029277117781,-0.827014083020045,-0.0166144232111927,-0.827266169673698,0.546964610143989,0.943832037957424,0.819388753268766,0.788495218645412,"1"
0.632108974525775,-0.197056664064211,-0.835761793233404,-0.0124079672816968,-0.842466593017793,0.443082635105134,0.938944163356153,0.794736053685176,0.727115223613128,"1"
0.587663238531993,-0.353526043231597,-0.788897726521448,0.0399576984461149,-0.780466949740811,0.606276943442124,0.934535432923165,0.820479007246162,0.80803081143012,"1"
0.0290908612684244,-0.54642301861796,-0.640378508138762,0.554707397269539,-0.0779794718679481,0.830575661795736,0.731351951945233,0.843052087822076,0.882589920518352,"1"
0.13645128723805,-0.533555613046534,-0.500443330675674,0.417658751317214,-0.171290210064734,0.783984345975069,0.771826272680386,0.760178783578105,0.829434309235301,"1"
0.11687194142103,-0.514027133931412,-0.525840177160085,0.441810374943457,-0.168017879857636,0.781206556258657,0.762457532161419,0.770255241015808,0.830358669595064,"1"
-0.00255799620136798,-0.558767223759,-0.505031691983509,0.540418047300414,0.0347317672756872,0.821871076923315,0.687941291400475,0.78383753356048,0.852077969103561,"1"
0.152304123731052,-0.433557029627609,-0.728972037213148,0.469498073865298,-0.346827959184954,0.764121324796019,0.800816630616067,0.844414726113165,0.857228353642375,"1"
0.101343352492631,-0.594963497750995,-0.518399491135104,0.462442364784296,-0.092631125605219,0.824187250659527,0.761390993958779,0.793825963445412,0.864008440981035,"1"
-0.999981853906165,-0.997141732786984,0.999999806003702,0.813806154251736,0.98307792551198,0.923224626035352,-0.730031504503884,-0.469948043426397,0.467110856375815,"3"
0.144608417192607,-0.444592421965083,-0.75969916388822,0.48736586549136,-0.343345353084841,0.777729405797778,0.801988592408697,0.859473667205606,0.870635471221045,"1"
0.0768917801240622,-0.464915190415729,-0.591753001086687,0.492664231115123,-0.173209680354913,0.772619022546411,0.743430877363711,0.794300193794058,0.832672376263871,"1"
0.194861676045395,-0.53091980035393,-0.593392037642555,0.396109700354183,-0.28937599541831,0.787515285947883,0.813192056551884,0.805657330203259,0.85416364952298,"1"
0.0625762144587032,-0.437498124574593,-0.420002609262869,0.445187459384739,-0.0949956454657512,0.724471483805776,0.701788099414466,0.673566749087193,0.747608127383546,"1"
0.0347749623011175,-0.56264578180371,-0.254101631022057,0.428112086910224,0.0977909886480532,0.776685593502468,0.668050394377278,0.598592107156847,0.753944269003287,"1"
0.0251420018267208,-0.498092674667161,-0.515610331652058,0.515066441522643,-0.0473644757519287,0.787943276946719,0.701142595342431,0.767126085584882,0.826077850819432,"1"
-0.052487996555111,-0.486151728800969,-0.425507293612846,0.548215057800008,0.0933964815918983,0.780413436822671,0.622480957713143,0.712145074454629,0.791737309339808,"1"
-0.0264145493015828,-0.584492624419428,-0.604653546909959,0.589690283867359,0.0395910567584308,0.850033045875055,0.692899871641344,0.841055479475579,0.889498875413022,"1"
