"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","DF.L2.C3","label"
0.520159239012318,0.782673707554597,0.996345469895974,0.76841966462974,-0.795824626742147,-0.509717571304846,0.905220807828742,"1"
0.592460047652068,0.812523913437996,0.991947885840928,0.837967138114326,-0.816882296807089,-0.552310428534068,0.910684482642744,"1"
0.676395012585888,0.803848646273341,0.989389583880411,0.864730918961066,-0.835223724951656,-0.587340037710297,0.908067454304058,"1"
0.0724123485552945,0.471433054288678,0.979133204937396,0.622386896516691,-0.74254046153681,-0.352931413088972,0.846983983741581,"1"
0.228092811079201,0.477868094110004,0.979460227164634,0.584101908639052,-0.7584448815616,-0.393459748910762,0.838618387213757,"1"
0.191855146804202,0.52397043463949,0.985377508561337,0.663645917574935,-0.765974076079401,-0.403989802885153,0.858659054292866,"1"
0.0184460212835172,0.388557747502132,0.976889171424596,0.599224368694568,-0.744920990233917,-0.339150060382231,0.82524461291825,"1"
0.213955412146006,0.675093409811518,0.971511592753721,0.746014794102075,-0.755476373572533,-0.418080510263782,0.891980543030109,"1"
0.12139679630962,0.432150061782441,0.981180251651777,0.667562605465468,-0.774497859518763,-0.39796667827446,0.838675552758173,"1"
0.833439907901155,-0.997307176554337,-0.999999968642273,0.91920900375559,-0.811859316113857,-0.877636014539236,-0.873990801175681,"3"
0.204075518167145,0.702637290811775,0.973513709068291,0.78157998758898,-0.758261483446226,-0.423684554214348,0.899254658199748,"1"
0.118100281929249,0.498173183048908,0.982761396349527,0.604069435499626,-0.739877165651671,-0.356679829635866,0.850826316994236,"1"
0.243187047298389,0.579647087910408,0.983350365926248,0.703167921747442,-0.773101446207463,-0.428170010944257,0.871365558305397,"1"
-0.0957460919990016,0.434743771812429,0.960967704086699,0.480178136916225,-0.661084674634306,-0.231264927483615,0.830290531824437,"1"
0.0562531310807785,0.425105489293354,0.969636509875347,0.587627481664444,-0.737514522998841,-0.34175538912033,0.831062758772331,"1"
0.0450821640660561,0.513526992633273,0.964474282719048,0.540499550982516,-0.693890358133856,-0.29869760116223,0.849717301312921,"1"
-0.133579209834831,0.431382429332911,0.964122219615628,0.449053651733054,-0.641432320984218,-0.201392818747032,0.829199834216596,"1"
-0.0670587364940078,0.429262306304607,0.980135916886314,0.609618614625999,-0.721887882002219,-0.301830834767723,0.841762932125257,"1"
-0.0262521197469081,0.51651943190288,0.982173658263714,0.667444218440515,-0.726959774308633,-0.325376864251858,0.865473300408742,"1"
-0.0392216942991885,0.567036229001264,0.980793537145655,0.693779563680022,-0.719356801455978,-0.321742895035952,0.878142864755652,"1"
0.0409135987838127,0.593927557982411,0.977813977004925,0.70639182402599,-0.731845902297951,-0.352862207224165,0.881017369167064,"1"
-0.184071546012609,0.395515533258533,0.981207828777847,0.597991874985556,-0.702794571649979,-0.256770588550908,0.837657159905231,"1"
0.0575077814254288,0.613025225470902,0.984531617374622,0.722735937826374,-0.737315728242836,-0.361836885094302,0.886055178445404,"1"
0.0512173656420303,0.626307729749161,0.982492092410636,0.7122262698458,-0.728726783441147,-0.352421722189113,0.887874912886084,"1"
-0.041554567257039,0.394211496168292,0.978757346970629,0.63477939889572,-0.743645145525798,-0.330352709784154,0.833127205652909,"1"
-0.0206752173878257,0.451298386050633,0.979939357308047,0.637016325709793,-0.734384368446192,-0.327639727273716,0.847352677312939,"1"
-0.121791230207175,0.353349003601204,0.981710412006825,0.654347398456186,-0.74530557410621,-0.31600027072966,0.828084891869779,"1"
0.0609802532137703,0.606621941174037,0.972653804683383,0.634506349469318,-0.706957849659325,-0.32694074347341,0.877662221415607,"1"
0.0303844786975376,0.509374751895754,0.973646722778931,0.567818559992759,-0.704359289852041,-0.305287735440827,0.852997704858491,"1"
0.0501962728676344,0.738313302827974,0.979608531774654,0.708590954982067,-0.695934895410998,-0.327946537174554,0.906557645383065,"1"
-0.908802227215762,-0.993580185881841,-0.999999970724746,0.934610965895561,-0.377475244991095,-0.548431726205415,-0.789371026018177,"3"
-0.00996909687986935,0.458185298709274,0.973656098844392,0.564283799803162,-0.708679357276054,-0.29845869620808,0.841791725761694,"1"
-0.0783318855871229,0.602838804957401,0.980029888454707,0.660478108758242,-0.689045181558742,-0.283965533236556,0.884423690087326,"1"
-0.027372725951079,0.585102340315518,0.979317841137837,0.575399954071106,-0.673966313650905,-0.269318598773518,0.873703269910707,"1"
0.0584342168274714,0.615433870910712,0.974599176683509,0.622905919380207,-0.700445453440547,-0.318836106702478,0.879090105101066,"1"
0.110395221543682,0.65464824416838,0.975778914765779,0.735196828456078,-0.738718790367851,-0.379409550339656,0.891561770654009,"1"
-0.0759958267191929,0.539664872888477,0.973598690628002,0.574726698035586,-0.674253529277226,-0.259573458602377,0.864841734934859,"1"
-0.0311016302403164,0.561115518125215,0.968639948289295,0.753156325192645,-0.738547463934685,-0.353100326268792,0.878580115918168,"1"
0.0286299648750411,0.714873280841393,0.978317772155072,0.719943585468399,-0.7015182377095,-0.329515346743817,0.903844549835474,"1"
-0.0934192758425267,0.516099189655441,0.978710393318702,0.620662682019397,-0.695814032386137,-0.278231052658349,0.864263481361077,"1"
-0.0971829192039404,0.536992015778663,0.978046574117518,0.593637592556792,-0.678722501033865,-0.259918289030957,0.867077533274823,"1"
0.0922154804644332,0.527626844538553,0.984444061193638,0.655793121675232,-0.744238280360205,-0.363168470672922,0.862824336213761,"1"
0.828955953501924,-0.998433679670423,-0.999999998297826,0.914564202857728,-0.810309446466469,-0.876716957221278,-0.874357568444966,"3"
0.123868044517726,0.530362186712649,0.981181476367844,0.664889950227459,-0.751474524591043,-0.378614668492713,0.862275058097782,"1"
-0.0743671109557,0.452631493251032,0.978802681209643,0.610101528758056,-0.713892401947595,-0.29438474116092,0.847782346436452,"1"
0.976350113972653,-0.999680234340065,-0.999999996727831,-0.989713581336215,0.135206507586764,-0.44872994317263,-0.955678358997638,"3"
0.99672423939681,-0.999044556841808,-0.999999994354432,0.994877617707558,-0.84993115754906,-0.900354844751642,-0.875513359982884,"3"
0.0645415209507152,0.536844781958813,0.982851948821676,0.692262243242545,-0.747595469453113,-0.366699287354342,0.868182908447282,"1"
-0.0611121004742823,0.377929059040159,0.979724336147273,0.601436385275798,-0.733640318011399,-0.31120731094741,0.826986196663042,"1"
0.378539425641361,0.748496206841152,0.980185221727692,0.777191273971645,-0.778726125614609,-0.473497297155008,0.902308828205264,"1"
0.25444919592886,0.627761248699919,0.977196948689511,0.639253871892693,-0.743380585023422,-0.397293899405472,0.875942525353969,"1"
0.303464742145867,0.652378358090202,0.980577572867743,0.695323834755955,-0.764266062340296,-0.43292625061932,0.883061546574239,"1"
0.233612050324026,0.58051728678389,0.976172784839228,0.592828224272569,-0.736258533046819,-0.37939028958592,0.863359942347361,"1"
0.226236564657153,0.576615257183369,0.976987467818876,0.627767390829488,-0.74698874612745,-0.392084243173787,0.865317264037195,"1"
0.0241414850613324,0.451308957106013,0.977633731147177,0.538367529718554,-0.709996201177334,-0.301357916506625,0.837093193751393,"1"
0.19965183681178,0.479452147726167,0.975521340147459,0.527219608429027,-0.734090156125789,-0.358697840665333,0.834978586723659,"1"
0.142082184422114,0.468133969468782,0.976911738909559,0.570423387362748,-0.739854314405741,-0.35771445647769,0.838477660983206,"1"
0.368381610922079,0.624076750337584,0.990357051407452,0.678153078103984,-0.779295121232843,-0.453229131246173,0.875454811932076,"1"
0.334554207346478,0.574445234178631,0.97975920085712,0.608526837438743,-0.762343561740123,-0.42352723486853,0.859600121743579,"1"
0.489987487901151,0.710740830900665,0.986674170723786,0.541667506366976,-0.739889689641033,-0.425527247855364,0.879568601039317,"1"
0.285964516984234,0.544504814117086,0.985869796053962,0.631745727491952,-0.768802753763493,-0.420828156335986,0.857344121792434,"1"
0.26593441138016,0.553519567524402,0.975772067350459,0.555713648051897,-0.737458984984223,-0.38100557841682,0.853033652997111,"1"
0.18642340953495,0.500913661025461,0.982837864359266,0.625664509450032,-0.758625805530108,-0.390827985549064,0.850177071398397,"1"
0.198170100878922,0.476641751402358,0.983691082886719,0.603854470244942,-0.76020964022034,-0.390653224982568,0.842047742314588,"1"
0.0821217369777123,0.432650331033905,0.976284142486492,0.661718012306637,-0.764708602089372,-0.381344047477803,0.839229741781524,"1"
0.0709571078405751,0.470141032298336,0.980750852397734,0.650359307549677,-0.751619845946573,-0.364572639129995,0.849154493330235,"1"
0.893256841948024,-0.972598490803896,-0.999999891280229,-0.576077848608782,-0.101517172033583,-0.568679265499138,-0.940701533054515,"3"
-0.142293250306352,0.584831556038421,0.981939575325345,0.674543240082859,-0.685658204863389,-0.268413444005646,0.884244084645672,"1"
-0.107662821008141,0.538884865806994,0.980984448608143,0.62015490485865,-0.686571030232602,-0.267243531675617,0.870120915719136,"1"
-0.291490144643178,0.479853910456695,0.977251090146725,0.582105765300587,-0.645101127568499,-0.186957400287467,0.861094713745232,"1"
-0.12842687849829,0.551260947445726,0.9778654751812,0.579887242388793,-0.66168902485892,-0.237760699307152,0.870415081770328,"1"
-0.0792133467864307,0.650716339578302,0.979816801143258,0.695391833535419,-0.687652397654975,-0.289408664215651,0.895182569649929,"1"
0.078473737013062,0.507903195883235,0.983757436698593,0.715072199568394,-0.76405189397874,-0.387196713238424,0.862940079146148,"1"
-0.285913416328029,0.48617159171344,0.948037538406279,0.437887040260742,-0.570296433796482,-0.120868977869254,0.846704066891086,"1"
-0.525685500912278,-0.999982787568138,-0.99999999791796,-0.992386021766196,0.652235018030153,0.16831065661742,-0.930159792195099,"3"
-0.268629835648181,0.56724147103279,0.965589758004763,0.520152250471291,-0.590352991501831,-0.14835528877721,0.873277893044188,"1"
-0.105065903452293,0.574164495394424,0.977136491283275,0.677257614437978,-0.696552106830686,-0.28722726509819,0.880356304941962,"1"
