"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","label"
0.9900834470105,-0.287771787234395,-0.904812930417975,-0.00759981606506654,-0.934561631359398,0.494503207234343,-0.989639626062225,-0.156048292496747,-0.929755879107331,-0.65925646619577,0.912175254687391,"1"
0.98948687178604,-0.144179016585459,-0.918939769263923,0.25577408627442,-0.913565724336881,0.274169882765262,-0.973362512932232,-0.294087611302255,-0.889006748279262,-0.718144380554351,0.893058803255802,"1"
0.988349139743338,-0.0877916835594854,-0.873921352242179,0.407598771642809,-0.868638623116794,0.275094772210549,-0.949877444350677,-0.381975797616171,-0.859578237900551,-0.739468880796174,0.881152897077111,"1"
0.916420251486551,-0.429118488432304,-0.794807696468697,-0.0584743108765966,-0.926508758310872,0.573922380214722,-0.979456685584486,-0.186650749842758,-0.924118206484139,-0.594393370040125,0.922668372075864,"1"
0.922937570076601,-0.382348755355761,-0.703691797713653,-0.0554454366188006,-0.915507698864937,0.414195364556791,-0.974344273105378,-0.248905171228552,-0.904093591165257,-0.624103152318604,0.90950975318593,"1"
0.931954528830231,-0.375116519621381,-0.709423283659361,0.0219561182311611,-0.925884234647461,0.486244620454368,-0.975614053641346,-0.275487510599475,-0.904705445223068,-0.627898546228882,0.915761198142153,"1"
0.88193372018448,-0.455038332317805,-0.714793805740128,-0.0391870055004615,-0.903053992589206,0.457899649561292,-0.970738806438911,-0.258585018873093,-0.901825143856657,-0.593604312538801,0.9157767445778,"1"
0.940005994761576,-0.15977976665488,-0.841217230201771,0.175017124695395,-0.948101089140366,0.474965366729878,-0.968139201265401,-0.221176487891959,-0.906391819475489,-0.662265130981597,0.911834820488023,"1"
0.911619607749531,-0.430048880225328,-0.671189457964405,0.0501236880835272,-0.904617802289043,0.585620064926402,-0.959826349348348,-0.303340445702007,-0.902184990994605,-0.605449181208094,0.919711691048533,"1"
-0.99999513521874,0.488715601899983,0.99999614387127,0.99987037857763,0.996664973625765,-0.999999111626734,0.999999386589391,-0.675298637015648,0.98564595584779,0.294122880308102,-0.884331757249104,"3"
0.941534778032621,-0.122543620613852,-0.851678322803467,0.246260039277248,-0.957045482230492,0.338105506971866,-0.96889346487957,-0.268551317616227,-0.889123658141677,-0.684763847125921,0.90590970832198,"1"
0.927636120472494,-0.42172011324567,-0.800730821034739,-0.0868223681793969,-0.928070929048512,0.476997005518499,-0.983344374891819,-0.188173305455096,-0.92117592210603,-0.60926758281103,0.917233280314435,"1"
0.939379026718673,-0.306636408985917,-0.746370115306868,0.0962463788903924,-0.930105083111353,0.436173064992281,-0.972509047596106,-0.286414865772616,-0.898250885073499,-0.649470072591558,0.911829231284079,"1"
0.80440455627955,-0.304735346256276,-0.624421140162189,-0.165811141659097,-0.8640974511191,0.66733258326314,-0.943805262778214,-0.101823252071307,-0.915208872085969,-0.532677985865009,0.912028312187139,"1"
0.838495097121952,-0.317495448823712,-0.547804907664691,0.00252926612791415,-0.892166329346258,0.570638922257648,-0.968885136841695,-0.275567571580032,-0.887685639936452,-0.584243999708681,0.915456794974256,"1"
0.85656019096077,-0.249290192465886,-0.698531645337633,-0.0791936283391321,-0.912054612459807,0.495474627747136,-0.964966095795097,-0.144780787131245,-0.908930945429889,-0.591658476128416,0.909646855571825,"1"
0.786542660827189,-0.314756487488258,-0.654837384521987,-0.199522230358305,-0.890762218065599,0.612639494545215,-0.967509622853125,-0.0744340506230421,-0.91763699369047,-0.522463619428082,0.916963474788905,"1"
0.886032866526682,-0.45403230325144,-0.76556226960956,-0.091119406235346,-0.907557357003064,0.710092709047101,-0.978973882008674,-0.157653030271623,-0.929996233293633,-0.560498465120188,0.927806371503234,"1"
0.899873760647699,-0.377031801609746,-0.767658513656846,-0.00496177119232111,-0.914976854704671,0.637504632700065,-0.976990048466606,-0.196096694977301,-0.920732133889041,-0.593568990470356,0.923232243858674,"1"
0.898814279574215,-0.311982861494987,-0.782304894715808,0.0381205375519064,-0.918565206292045,0.639412458144893,-0.97387724175397,-0.187658411650691,-0.919329312531549,-0.603242895341139,0.921833160638495,"1"
0.909251167887112,-0.267964496391312,-0.793101337227055,0.0722516005067679,-0.927330190284286,0.642241373266712,-0.972656060023817,-0.186822730546347,-0.919344932612099,-0.614442816824392,0.921420909391857,"1"
0.835166334882952,-0.447325678994245,-0.681060256606942,-0.0940901262629381,-0.878168852559,0.72040629299788,-0.972276161964394,-0.179130925059711,-0.919381955963391,-0.53854392122033,0.925477451394183,"1"
0.934173170994109,-0.318797092695918,-0.83469112119444,0.0461594068433776,-0.934660113367159,0.672792465438371,-0.980501275845269,-0.174280416027232,-0.928288419083332,-0.614730423571965,0.925038444103061,"1"
0.925834320473167,-0.269553345400484,-0.816987313785173,0.043117872657883,-0.931406635964668,0.679929440125913,-0.978287502287453,-0.158067545934436,-0.927486245486823,-0.615445121813418,0.9229737699991,"1"
0.877035225983864,-0.463774605005038,-0.727892803939303,-0.0222555760403709,-0.878155122767757,0.634685314957098,-0.969077160203199,-0.236778065570782,-0.913262869356134,-0.577427664322613,0.921332454060072,"1"
0.896474469917875,-0.43673009243897,-0.771515597699785,-0.0441314679693627,-0.911219672372934,0.67182077278469,-0.977418395384668,-0.186400772651153,-0.925402654219581,-0.577083809392648,0.926171238455216,"1"
0.855939281406883,-0.496075639546103,-0.692210224558049,-0.00472719098696506,-0.887817253045469,0.683409946037591,-0.971559780621061,-0.256358152967186,-0.91116666287782,-0.556908296076024,0.927631917496958,"1"
0.904324148642568,-0.222063122096209,-0.77691307522443,-0.0296684678774621,-0.903453702138908,0.645100103030026,-0.963660320461046,-0.117161011873566,-0.925051174938567,-0.609161489950882,0.91312711404517,"1"
0.892994895202212,-0.339121964674661,-0.751600053749702,-0.11933390647345,-0.888799987485687,0.676658317831986,-0.96798590662806,-0.114721860194719,-0.929289822344194,-0.58101382062734,0.916768295003447,"1"
0.922865769994537,-0.0470322225745212,-0.806160220283638,0.0393491704031982,-0.910941666153378,0.708431866349809,-0.960788132458954,-0.0692330174623834,-0.929465900401482,-0.635561215812275,0.909574932821367,"1"
-0.999999976141923,0.748722033608478,0.999992366462379,0.999717855529483,0.998848792327526,-0.999998787493247,0.999999985178841,-0.617156975850526,0.985089739667797,0.249715890352078,-0.899607681628469,"3"
0.877033805959012,-0.379538196494636,-0.721768795678398,-0.110786084649462,-0.88002112515102,0.684699505837965,-0.964905459218094,-0.143670391915675,-0.924954107228967,-0.569491871738006,0.918204632403623,"1"
0.885129575773937,-0.237810775536023,-0.738920221551569,-0.0173390358531953,-0.892781798828876,0.732191718738808,-0.958343309984596,-0.125813367342877,-0.924882516410975,-0.590899518881617,0.917100323992331,"1"
0.87863459816296,-0.23102578202685,-0.691818170228774,-0.114743064867371,-0.885267304792847,0.694684881211483,-0.961621059948073,-0.0950943573066358,-0.925739581831386,-0.584905903687933,0.912067204622921,"1"
0.906071512836944,-0.219093540361078,-0.772641371375784,-0.0610640184081233,-0.89183888349791,0.697217874036137,-0.964273540744613,-0.0928805481119683,-0.92990714649908,-0.604280454121477,0.912996402137695,"1"
0.921810630778351,-0.171896024303833,-0.794211664900657,0.147470231591088,-0.926641400612018,0.535395229612015,-0.956782236463829,-0.215499388347891,-0.906167561251879,-0.646472309166109,0.911050915474344,"1"
0.885675213778425,-0.321200538099299,-0.799936820078904,-0.138024383051855,-0.864862783916126,0.702224024544414,-0.958632108579356,-0.0685875333619297,-0.933719310515373,-0.576643652784198,0.912949449306969,"1"
0.867113522942717,-0.232586432753384,-0.716031146232066,0.218142207436076,-0.873176863025729,0.450416883626071,-0.94301703859319,-0.320600267510254,-0.869841508884681,-0.640308704396929,0.903366481029727,"1"
0.93177163400635,-0.133719203872194,-0.862213138014686,0.0479578682214719,-0.904413808510959,0.671658090671471,-0.953383537849307,-0.0904370847276053,-0.929584985457986,-0.633912880309824,0.910029760584444,"1"
0.873373478381665,-0.332942026452362,-0.725477244217677,-0.0600597169567947,-0.891411562319364,0.710699325285076,-0.961754879607051,-0.143880668463849,-0.923967383526404,-0.572139657821958,0.920094152754879,"1"
0.871350554210454,-0.30604111805911,-0.727083576626192,-0.107605075075861,-0.877214728144842,0.725424057480887,-0.960976776804846,-0.104155571158256,-0.927991055902751,-0.570388935383171,0.916563551248017,"1"
0.924606460867248,-0.385383231779432,-0.760031926365164,-0.0282745106364553,-0.915395419184047,0.57769825930143,-0.976527113005544,-0.209563768326189,-0.919389149229703,-0.609474874593685,0.918914956236296,"1"
-0.99999821464933,0.36108528883625,0.999992632988909,0.999878223624692,0.998430396158514,-0.999998995067402,0.999999829486527,-0.701551616769478,0.985947214819181,0.314465710956884,-0.876705011204584,"3"
0.91356958241937,-0.330694151881976,-0.703581164415112,0.0322535133076625,-0.915529132810523,0.536723700112441,-0.972106372536673,-0.253727876894269,-0.905619813053772,-0.621045233669534,0.915565235606409,"1"
0.87989715805838,-0.417309020361666,-0.746043336021708,-0.0826556553932865,-0.899192386323568,0.695982467426379,-0.971039084703894,-0.15849253335953,-0.926425970683854,-0.564642371705129,0.924253824910104,"1"
-0.999990313289117,0.116048422985987,0.999998201547724,0.863176319982278,0.99999971153126,-0.999985208709401,0.999999989503064,-0.706856772667252,0.984319126584751,0.37467987887366,-0.864663556070653,"3"
-0.999985476645902,0.74575104008082,0.999999911716758,0.999996023010259,0.999999940797325,-0.999991090412033,0.999999999998465,-0.618199813745773,0.985116679276084,0.249729489667964,-0.899658699172996,"3"
0.924337094736957,-0.378339158178491,-0.789239051120234,0.0225665975598649,-0.931415661812398,0.666509184668386,-0.979270488677289,-0.202168254707463,-0.924873607766344,-0.602219556742096,0.92639124122473,"1"
0.861516907830474,-0.459103841023955,-0.665264879485215,-0.0567493630264342,-0.88313487834373,0.557608427326045,-0.967186151449395,-0.251027389534809,-0.903909770046306,-0.573719880309611,0.917872801910015,"1"
0.965856643663485,-0.095832953910626,-0.870487192939484,0.212263977033776,-0.960542442198006,0.253313697117662,-0.979435660564361,-0.258053745351205,-0.890024235121166,-0.703523456561082,0.89916588865102,"1"
0.939676576319974,-0.23032952775064,-0.806454544580614,-0.00173965505391238,-0.941587279513936,0.363806556523711,-0.977865474936592,-0.185589001414906,-0.909810151661526,-0.652369169098926,0.905094287413375,"1"
0.952220419327444,-0.231072608485765,-0.816566182543236,0.0622828574811962,-0.936308148320445,0.40704178967934,-0.975338702646532,-0.21614037479011,-0.908577459812966,-0.660797361673269,0.906970042414197,"1"
0.932953654318926,-0.284494868588044,-0.7945376872027,-0.0653415151419479,-0.928888752842979,0.382218787484704,-0.977788045451607,-0.171033619531071,-0.913881276665708,-0.638032083590002,0.905502972615483,"1"
0.927328658112936,-0.269379147447508,-0.759360870111039,0.00241236315672966,-0.928457758535135,0.348849655362621,-0.974140922562287,-0.225735443208513,-0.901069056663679,-0.647295700116659,0.904056127101613,"1"
0.891207070536329,-0.406151002969854,-0.742828958696534,-0.146128598598347,-0.910999175739694,0.554285692706723,-0.977468127229447,-0.148467490883448,-0.923432495843452,-0.580025192515697,0.917664225893652,"1"
0.912946442085252,-0.364646084251603,-0.724190771459937,-0.125652396293166,-0.915094139850513,0.446305110500989,-0.977585010329967,-0.182531090126251,-0.914669359969923,-0.6103169972517,0.909906082963348,"1"
0.909342740235175,-0.387912525309718,-0.738674110347953,-0.0791085168384444,-0.915039767861107,0.445431776861303,-0.975660044788551,-0.210185485993601,-0.911018303818327,-0.610368744345624,0.912111026375391,"1"
0.947532383876327,-0.235594252660497,-0.551044718520106,0.0470585106342485,-0.921146139002431,0.466093860465826,-0.975725740151276,-0.322614384135156,-0.88689889476709,-0.658877508670921,0.905519249712706,"1"
0.921934166568274,-0.211062114409117,-0.564572462110691,0.0148809812950175,-0.916066665581482,0.289669409400114,-0.970170806504969,-0.312820361276252,-0.871222033329769,-0.663210465564677,0.893602021967123,"1"
0.97348830194148,-0.190215388568702,-0.841977431689289,-0.189671315551929,-0.945849269572254,0.252210595035956,-0.988320187933069,-0.0762817511926339,-0.924160277566726,-0.665147524529267,0.891655763218048,"1"
