"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","DF.L2.C8","DF.L2.C9","DF.L2.C10","label"
0.982534222464689,-0.623267130988136,-0.95314499050699,0.14460297527669,0.402739723131815,0.690151636982475,0.455911518257807,0.508709069032017,-0.986486030399953,-0.431422366765809,-0.725639235501148,-0.945762490377617,0.752601350895982,0.664807141029764,0.386006377512275,-0.0459801104123025,0.0250127616388918,-0.271103341452353,0.587423684345915,"1"
0.981694792713243,-0.508223259860498,-0.957912376843694,0.382895377444894,0.391160684428881,0.533606692309375,0.639315973373957,0.530298515732581,-0.981899728116055,-0.487527143026712,-0.6984069138856,-0.951541611998006,0.658152823403098,0.643105295602777,0.450295249175502,-0.0370733901014648,0.0376316878923179,-0.319282462677356,0.578296624015042,"1"
0.981434600763635,-0.447860791983836,-0.929621332553823,0.512966811208055,0.420896474658641,0.535733981628308,0.684204300457941,0.566454980208109,-0.957161835206545,-0.533935754979399,-0.708611900575745,-0.955262445011507,0.619102423550666,0.645199171848487,0.446355650193082,-0.0164427770305822,0.0304847091920827,-0.315173745326369,0.569380805949086,"1"
0.890363455518473,-0.650210259416598,-0.876908506410365,0.0542657263137128,-0.139612802982517,0.703658544814193,-0.0229388732013331,0.106764473153611,-0.965776066748188,-0.230314692090185,-0.543815641723711,-0.888906612327099,0.8272090757682,0.790708413493593,0.433800855914888,-0.0435234314752106,0.070585661238032,0.0736634486280937,0.722517249749828,"1"
0.902785307958257,-0.588762597170969,-0.817635979865983,0.0377685638781576,-0.1672346264624,0.560816504996235,-0.0518110215926029,0.196538728436188,-0.942764710318239,-0.258805184180038,-0.45762386112789,-0.886434036088813,0.775936908007077,0.788666231135574,0.483492174783019,0.0131439976694083,0.130071889432398,0.0499803777044098,0.671453373449505,"1"
0.909659528538824,-0.605294299211319,-0.826325665828644,0.124482012567396,-0.146046534558858,0.631586573666958,0.0567879252441311,0.265125215068824,-0.953859041312872,-0.296913439033714,-0.53975459136308,-0.904887866661132,0.779720065550514,0.789110200970044,0.498230490254353,-0.0229764582511192,0.15293181236753,0.0466387680015506,0.698592462458308,"1"
0.856393145654378,-0.643291822067097,-0.821823401837389,0.0542954112484881,-0.120244515816102,0.595311082355825,-0.0157570969342631,0.107497233177956,-0.944789995043749,-0.254466764340493,-0.492340793020293,-0.878356778574571,0.796792000863096,0.763051214800764,0.447831134492121,-0.0327149354532517,0.0916848867390017,0.036312169931239,0.697276569960633,"1"
0.912323406063312,-0.449685625440342,-0.905102700160452,0.278426556107016,-0.312671410834215,0.641218147199986,0.190967667176116,0.316807888841765,-0.978224978381719,-0.238058442327067,-0.543783147937168,-0.913687027541197,0.760232613915683,0.821073278768086,0.557535638354046,-0.0436069037060531,0.195617814774867,0.0751019437033564,0.737659936083186,"1"
0.885623610853485,-0.63831344776008,-0.800064163420872,0.152135373961637,-0.116789381614091,0.692959719406828,0.198298048377232,0.340537546381571,-0.951764123840242,-0.317118766390324,-0.610852082534313,-0.912586860849424,0.781911374116185,0.765453831391658,0.506515791493491,-0.0900975030478899,0.197447410738356,0.00910521950375576,0.718642724410005,"1"
-0.999663787705182,0.974859431221546,0.999999384263672,0.99952326068045,-0.999806297598134,-0.999999543068407,-0.994558000952622,-0.99999582261134,0.999997015897326,-0.151824204751945,0.892286722703164,0.924793455501789,-0.824066393679807,0.0356878753836309,0.148556608483981,0.476098752633861,0.156964716547137,0.588128998205915,-0.231874491074985,"3"
0.914757124371992,-0.41682479486911,-0.911945763991236,0.341242985615572,-0.360608593507961,0.54332780955047,0.210379464094075,0.257394803078207,-0.983361308195101,-0.23877849948222,-0.482660471990202,-0.909624522702011,0.734348031561438,0.821317878869519,0.582344561530633,-0.0353606586607484,0.191168305480491,0.071699950497315,0.739353802524427,"1"
0.904107409376405,-0.642824344385835,-0.881264848294585,0.0180440651417314,-0.100185029251089,0.637559293774737,-0.0780219134967368,0.0815515805478857,-0.962841903450677,-0.236907543062352,-0.499233976873648,-0.884315068474312,0.817329763658635,0.78576399660019,0.421576932728086,-0.00378294724799999,0.0404027769663095,0.0537404216421782,0.692056834685282,"1"
0.918495064281449,-0.549799734517368,-0.848225015654818,0.191944296020693,-0.166879194037942,0.599033078588242,0.115758838618165,0.289627205550352,-0.965006133532458,-0.300688680663384,-0.531982421473177,-0.910422538530201,0.760607045911745,0.792916317184255,0.519210414357915,-0.0188188495193959,0.160377868307719,0.0321780156339623,0.699990097009185,"1"
0.760397482096259,-0.499142279418698,-0.749815939853162,-0.0624509339008841,-0.167984367806642,0.717797106994754,0.0591455268233561,0.377605084865611,-0.874408037770567,-0.169977054959171,-0.560290623167798,-0.86661465319251,0.777154398376086,0.745724143666627,0.439297061292334,-0.0605056199528309,0.215503783199464,0.00765621258822258,0.664640024621742,"1"
0.814914122020845,-0.49028751672029,-0.686439791938308,0.0837918795092659,-0.267468912784505,0.66703768919831,-0.261667446125434,0.0457926357784052,-0.883532711265506,-0.220910287495179,-0.386935064035743,-0.834557233489453,0.80311191039217,0.810275356148348,0.38663189120918,0.036920998109683,0.0914091945385354,0.173701335228289,0.700129238495704,"1"
0.829047200427331,-0.451375288768623,-0.798863556354215,0.00884697986196836,-0.286356691918719,0.608443412495822,-0.117802392158648,0.114024193361245,-0.912188972359599,-0.140020030294295,-0.396670260634328,-0.844384905186406,0.789463323954099,0.797660504004064,0.432835251732978,0.00686515821477229,0.113689797597192,0.0900207904108352,0.684730879762073,"1"
0.754557120883876,-0.501412064994205,-0.764032247332747,-0.108760828700229,-0.228904237492136,0.690615279417189,-0.207954411100879,0.0995418629588004,-0.879444459994201,-0.106021020711126,-0.436653606380567,-0.818721014670331,0.814856920277109,0.777033179534843,0.366725415093044,-0.00245218548196791,0.0991960163025406,0.101000622815581,0.676758073844211,"1"
0.854668865907349,-0.667132166735393,-0.854422804767125,0.0231452924781366,-0.057307675991132,0.800661118500435,-0.0459204352328533,0.173976667910871,-0.952292843121265,-0.245639799139838,-0.60656547739605,-0.892479032447793,0.838907720008152,0.780001366199425,0.387819940754116,-0.04299263307152,0.0683875863541966,0.0710345239406768,0.716288603684813,"1"
0.869341821491374,-0.611039843169733,-0.857058074392471,0.104046851689,-0.0711910421563478,0.750330137670574,0.0344945691184201,0.249031835222555,-0.959215122124585,-0.274257397040297,-0.602867603181522,-0.903828360920486,0.812505330021013,0.781635961291641,0.430705742748618,-0.0342957452671748,0.102091061549638,0.0475198427715193,0.709936986907431,"1"
0.864750957377544,-0.563862570889534,-0.865650956220386,0.147413214760396,-0.0956642891235495,0.7518746914259,0.0946990585749864,0.29108689571935,-0.961070805029645,-0.268638297095976,-0.61147386142958,-0.907597733970205,0.802241966871979,0.78330028597015,0.447120868618384,-0.04310895977561,0.122307667690136,0.0380257074030235,0.714453792905074,"1"
0.877701561030422,-0.533210322268754,-0.87189027504784,0.185081175887143,-0.167673319717793,0.75603155596355,0.0912396582828009,0.252864808669426,-0.96127351917032,-0.250119437934233,-0.592731665821826,-0.9048179893395,0.805060679659313,0.80082556873037,0.458521554647108,-0.04664425989124,0.122136870737148,0.0714166964077612,0.730529806939056,"1"
0.799951642909942,-0.647356226322525,-0.794011863420353,0.01311824670271,0.00283463903911985,0.796343781113237,-0.0123829440031469,0.242897421095858,-0.921451510907138,-0.265955103284186,-0.62109587639652,-0.887341612189517,0.822727381188788,0.747018536123052,0.36853179622407,-0.0480526626029583,0.0942460809084258,0.0299214067760841,0.693998747522589,"1"
0.906876742573074,-0.592608302756415,-0.902446350478303,0.167868884064692,-0.0721474415752104,0.788934346663447,0.128940152770038,0.282331784534338,-0.977111860659869,-0.283066111320072,-0.63903296311925,-0.916988205762639,0.814909574804209,0.791581642443197,0.44456722637956,-0.053627111323385,0.0991177624447649,0.0375787787281698,0.724560510446986,"1"
0.895108300436784,-0.548191891765192,-0.889496079838665,0.162962016936625,-0.109157063154132,0.78887288082627,0.104761203524249,0.344192249816469,-0.96959748448648,-0.272599666416993,-0.632644043716623,-0.917032761762957,0.804868947762431,0.800753189449235,0.460103902008251,-0.0346105706692468,0.133020353821364,0.0531621352440294,0.717433448487494,"1"
0.847615025707245,-0.660712667815688,-0.827981928865211,0.0804794936628063,0.0219141587691062,0.737328189770447,0.0666270999756972,0.25460246631003,-0.931962836411937,-0.307673954973988,-0.622687200699526,-0.902308451667038,0.805254009647568,0.747776070773303,0.408693963055594,-0.0450751893222177,0.0903903239655585,0.00673857701625247,0.689214199011134,"1"
