"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L1.C10","DF.L2.C1","DF.L2.C2","DF.L2.C3","label"
0.158648659933983,-0.976250640512262,-0.229082111164912,0.0482856340153025,0.254972154049042,-0.858684974179447,0.692207655446807,0.942970199133796,0.459400642358455,-0.513181400820716,-0.671029108062061,-0.731322042280987,0.999673131175689,"1"
0.157755591504458,-0.953594277600471,-0.345124169333593,0.252953757107378,0.283847198995634,-0.865275569183327,0.797056079475663,0.929972144244412,0.476216583009882,-0.5038509360244,-0.696701420064549,-0.750142534897791,0.999710768360971,"1"
0.237262154087301,-0.921043810972619,-0.242693114429094,0.342228742261761,0.389950653647966,-0.788372231528641,0.81934310752618,0.910619264969265,0.61924509624025,-0.515219116382583,-0.818558712976376,-0.835038267162319,0.999537897161843,"1"
-0.239726066389939,-0.955602182137343,-0.0332896085760626,0.151653458547787,0.0497892883864539,-0.61206674002075,0.292873389788295,0.770070228749113,0.299065334151967,-0.510178914092945,-0.730280100622189,-0.811271424590777,0.997493412013925,"1"
-0.104676090199228,-0.919802456147802,0.0584018013754519,0.119720180065091,0.0440418517300043,-0.664431852643398,0.268859271045285,0.765360513992316,0.374574547411923,-0.437422313010077,-0.746835827572045,-0.768515483224667,0.997082632379167,"1"
-0.130905304837325,-0.932362836226224,0.0613582241842124,0.141831563986567,0.000142656882412107,-0.671277944072802,0.387412295872091,0.794777383930615,0.359632938050306,-0.467029597690057,-0.727670590701497,-0.775584416937833,0.997780464956032,"1"
-0.223586536065351,-0.935458033692521,0.0245480568568367,0.133680876140876,0.0669410344020441,-0.659728967005077,0.303049842031071,0.719747923115708,0.305577471803435,-0.417895294195993,-0.712399447811149,-0.780121227662308,0.997108390629017,"1"
-0.329034805721639,-0.923395116191131,-0.110984304647656,0.356798829902609,-0.0524423742799323,-0.653140572868727,0.468053735504933,0.857505430932681,0.224766995447493,-0.519564172763539,-0.702125596800982,-0.808777591246381,0.998275576239941,"1"
-0.099344074612405,-0.935550289709397,0.0690604651962857,0.190178411639419,0.0593899507689264,-0.60215734658738,0.500359509332439,0.810630163565113,0.273386976526444,-0.495685114565263,-0.754591320623604,-0.807007336546146,0.998121909282766,"1"
0.166682488980229,0.99999997621118,0.998661786615801,0.999846526546373,-0.311144415545743,0.93882392286716,-0.986659131092426,-0.999999999937398,-0.771821975094537,0.337718579448506,-0.828110936485511,0.0785120796594041,-0.999576352769988,"3"
-0.383696035269207,-0.925330975542439,-0.106021197193758,0.426932033454731,-0.0994320024118529,-0.735466501929352,0.481160753812266,0.860121716935991,0.170825635972714,-0.501557459751536,-0.695605886209953,-0.796467981332236,0.998551607140809,"1"
-0.246382650878011,-0.948950278997058,-0.0524015392631176,0.0841897934626349,0.045429233281809,-0.678978830342054,0.256203001171532,0.752173104502818,0.355363450820784,-0.451168136526373,-0.678764192025122,-0.771402706451371,0.997457533791749,"1"
-0.176675673839071,-0.927082079156088,0.0300556035913795,0.237842729033809,0.0317589984894728,-0.69438988337684,0.429796426191218,0.830181573842283,0.30489065086129,-0.45386409695336,-0.746615747347707,-0.795497813788026,0.998111289795785,"1"
-0.083533668874274,-0.884380061855126,0.0319260814062899,0.038847703900334,0.00700833548767388,-0.497886507791307,0.286885395433327,0.791213025089752,0.322114781216442,-0.487293107773009,-0.696284938547901,-0.757382301535664,0.996141761436121,"1"
-0.137904686699661,-0.883415285182482,0.209704975572732,0.189290958935453,-0.0190462327097278,-0.49383950564347,0.0221951305217494,0.652695494575164,0.354830974541409,-0.410467102930176,-0.819080406410726,-0.798631833568552,0.989105301060675,"1"
-0.227829858211323,-0.882433218842798,0.0369285450366716,0.14491457160571,-0.0212435779842051,-0.561155065279771,0.122213187986847,0.735947480076719,0.365465042591631,-0.534459416783877,-0.767167848915363,-0.812597949376878,0.994542163000473,"1"
-0.242112322244687,-0.893537162552132,0.0561359828981748,0.0266516052257908,-0.00532902021763659,-0.496857814493668,0.0206846931581076,0.698821453626804,0.368382933174643,-0.48420741324177,-0.73397710234986,-0.793753507367685,0.992074261415364,"1"
-0.295296219077419,-0.956038840677991,-0.0190499143745868,0.0846481787643024,0.114720349155141,-0.490009736053436,0.265506453253985,0.780751043377425,0.329188742136394,-0.529462360411554,-0.745003835171037,-0.854200413423746,0.996403212521241,"1"
-0.307008116653928,-0.947570630030458,-0.0211099092611038,0.144583800060998,0.0939687350105957,-0.5953926205014,0.344248333793785,0.818517956143907,0.295354052998762,-0.480590939316164,-0.72665059903771,-0.834213951658809,0.997465644938017,"1"
-0.33118762065274,-0.940854416759829,-0.051735691991651,0.179054430069052,0.0610412478019727,-0.602039416138016,0.386545453208839,0.833673238016548,0.274396504137893,-0.48096246263626,-0.703065234872321,-0.82625786338406,0.997691263373384,"1"
-0.302018287123944,-0.939000229101898,-0.0407739155599249,0.236689357214524,0.0196425946969544,-0.558835222657138,0.365636871743793,0.821138121835143,0.308294678900885,-0.504091360430181,-0.734410343421813,-0.833991692942808,0.997199924267106,"1"
-0.271827524851266,-0.943334139387722,0.0360867389308179,0.034935214363892,0.12280669418849,-0.505807847615402,0.28628069667846,0.770463245386895,0.341913703103033,-0.435989854564554,-0.714043010736985,-0.827500744347671,0.99594809571067,"1"
