"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L1.C10","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","label"
0.999992099831881,0.48936519025527,-0.996643423611099,0.908301307270103,-0.858663736171589,-0.2845908006267,0.880395795152199,-0.85337450033978,-0.96831872475968,-0.996298498911269,0.303530110188806,0.902696065653118,-0.0858381638011994,0.976209896720924,0.442200836176327,-0.801782884497239,-0.0144792610542053,"1"
0.999999809961411,0.956835878910516,-0.996880084814348,0.957279542437565,-0.410716661082942,-0.986049576965236,0.996384129325028,-0.250154689900586,-0.764505629878027,-0.991098116550892,-0.196029108215092,0.696399168023913,0.276655097484133,0.961533434996057,0.211773270220263,-0.664668631331925,-0.258228692556832,"1"
0.999999981584549,0.993633761520335,-0.976922435651997,0.983728356491333,0.0865432562177615,-0.997999847981033,0.996951078950531,-0.217185927095116,0.986900095521619,-0.995928331755217,-0.470754154275489,0.105363869220894,0.153430861391185,0.731191034635068,0.46911470617974,-0.300224384218189,-0.59724969848203,"1"
0.942664136987797,-0.481755515800792,-0.968968960683724,0.662198220520638,-0.926506700875755,0.401969517611947,-0.796583943169922,-0.992306923170259,-0.905412701852825,-0.563903394489244,0.505104539749486,0.974696700449126,-0.270869964400258,0.961923463075131,0.86641692642839,-0.841472195003037,-0.0846099977407715,"1"
0.906111583084192,-0.269540679048746,-0.867600420806259,0.600288796006506,-0.933707328516467,0.139923389649037,-0.732198788594404,-0.987632331240467,-0.534192093707655,-0.517727170712788,0.486826237930773,0.969530395678345,-0.236421814036774,0.966610884986084,0.831335418289489,-0.799241783784435,-0.0357599710396939,"1"
0.95046819305931,-0.382986935702828,-0.848060346745108,0.776304890815235,-0.955527443221173,0.408983230143706,-0.615386566289676,-0.980465917589523,-0.585866552524735,-0.812422408994214,0.417796975095844,0.965211952535951,-0.394016975088824,0.95735766262122,0.870111069470287,-0.80359233747898,-0.173234960670284,"1"
0.546928192478346,-0.616596262903589,-0.88034689932023,0.591827805100022,-0.900110802409052,0.0170266836707632,-0.670777072150944,-0.992420171169875,-0.55452307731842,-0.252293276369848,0.508348332174821,0.951930921573624,-0.0470652743409523,0.984591557290839,0.846294567199401,-0.759114909427427,0.114521982601607,"1"
0.97993932878724,0.718447310836253,-0.994977430645087,0.890147943399162,-0.865437707053806,-0.112529195586484,-0.469931380945295,-0.946292186577491,-0.96933613565033,-0.724014346595023,0.607442360333579,0.981131593201867,-0.462037366649668,0.947003436486428,0.805162727811872,-0.856857620850279,-0.0534028034368703,"1"
0.782424309580853,-0.275511424948881,-0.906014851730374,0.745566311664815,-0.948328049598134,0.740458206412744,-0.489060102057337,-0.978336377764973,-0.68644203473168,-0.860155774147542,0.584822297529196,0.962443485796482,-0.603394587303248,0.913037152789129,0.873475658792735,-0.818953963951389,-0.119080229327901,"1"
0.992947427441276,0.923931674189368,-0.81836710713653,-0.824822742404084,0.628764545800917,0.982216146101374,-0.977425656299373,-0.998145192605773,-0.987514694192301,-0.978185316793061,0.81443585562608,0.963301127545776,-0.825547355080521,-0.977643974347825,0.643796218925316,-0.892950343459398,-0.529912662680766,"3"
0.959852531931415,0.827567314872309,-0.99706690731253,0.930441994272254,-0.859697835166505,-0.590083559447351,-0.386443650283264,-0.976516140926515,-0.987941030615449,-0.748245666595444,0.540217034418285,0.98042665210253,-0.264708467886023,0.975604088249433,0.79773719137317,-0.8523377571999,-0.0221186703592846,"1"
0.964288498581168,-0.660102753277935,-0.944825011643588,0.607121610734345,-0.931540905002337,0.17104059501077,-0.673006590266289,-0.989632764550451,-0.833975700615757,-0.381805712023638,0.402771634361632,0.967305354562156,0.0262438770346944,0.981391768762851,0.815759977717557,-0.818156233077217,-0.0163372776348178,"1"
0.921217743951566,0.213017896496857,-0.961820603493982,0.864650357288824,-0.930689156208623,0.244146472897234,-0.602227900731736,-0.986141903890277,-0.744775702294199,-0.832875288856612,0.573250003135415,0.976614373146333,-0.530582238014558,0.939816044263417,0.873904586471579,-0.839830672418234,-0.126504743054449,"1"
-0.0559080294148975,-0.148032116158479,-0.260516174532152,-0.0977958825736303,-0.866114696985527,0.198945589560091,-0.59113814185614,-0.660122527059443,-0.0536082653774816,-0.137476254459879,0.699279724335261,0.888841922797527,-0.466412853185147,0.939970521886304,0.499157280267697,-0.527118391838619,0.405234039929616,"1"
0.321044429034945,0.0370336688776254,0.593619956936441,0.816666770869456,-0.900978236477435,-0.117569233418869,-0.956921541227684,-0.986487936970016,0.802066097521007,0.069552893295994,0.397904582358885,0.946171420742614,-0.565744114881413,0.988898804569339,0.588199757059352,-0.222632922862457,0.163071920002054,"1"
0.383120613942275,0.226793298475946,-0.71520109069777,0.466581837433492,-0.943582209426055,-0.442516856507951,-0.806542194847243,-0.979212652016362,0.376931814083301,-0.618873644268159,0.590096476714416,0.948714199370828,-0.407909542270104,0.966277657949472,0.877839051136947,-0.657806601838382,0.0927386322794068,"1"
-0.399066657819015,-0.400507394836964,-0.252770940390531,0.0655302948855589,-0.936821021945336,-0.101230598995254,-0.913428523329828,-0.970913188912655,0.586680919482659,0.0235914383440124,0.749355452447113,0.897226290315106,-0.461851853436771,0.977117260944996,0.801831970443421,-0.425264922983804,0.466301400084027,"1"
0.739245840150155,-0.726224563070259,-0.932026699065521,0.689523186609708,-0.944097104360405,0.716196710834343,-0.923110559980861,-0.988100162230497,-0.0319413661650796,-0.771170687134902,0.483867832994175,0.952416132017688,-0.531702793334322,0.918760826944498,0.937403696518129,-0.756992169425814,-0.220563511584025,"1"
0.637375102303129,-0.438691207343956,-0.956097291445513,0.802746983133111,-0.932608903230289,0.459260835375934,-0.882181793325056,-0.984826159969963,-0.17027804652612,-0.793504476422438,0.526365394423388,0.957698233588257,-0.541097149736398,0.938711195932155,0.941538762877366,-0.768578928782837,-0.177955734613148,"1"
0.681331041869644,-0.21104207597662,-0.957974892154804,0.829900616912999,-0.9189604541236,0.325128157813796,-0.800073835541121,-0.966896615271218,-0.322904111847613,-0.771632789498444,0.539842636736148,0.96273957602748,-0.521134892697783,0.943721176322337,0.925963156212088,-0.784389447132022,-0.147939293831574,"1"
0.92825110365604,0.0446005522823298,-0.948230402316887,0.878324401834277,-0.880925210671903,0.277476091902071,-0.758165710914929,-0.967689793784313,-0.567986192508128,-0.700705396552283,0.52777157408155,0.974370776718536,-0.487694028447482,0.939080213501693,0.890344494703979,-0.819130931468787,-0.169222553376802,"1"
-0.12004332348785,-0.808053143178449,-0.632361106190168,0.648750097697671,-0.931745299016423,0.659339171023646,-0.901904734339753,-0.976398766111418,0.720360944825256,-0.547280792682692,0.638871374553424,0.877511185901598,-0.697984625164527,0.935854913663147,0.953340739238563,-0.515816596534187,0.0210463715997656,"1"
0.925744142625316,0.0213479648956743,-0.993097346437654,0.893891664953363,-0.926250889383735,0.57948007228721,-0.854082542259825,-0.986398519711111,-0.776717675436495,-0.9436434566635,0.595651994012875,0.980153037702472,-0.652191791618995,0.898847884424944,0.922743952644137,-0.853883088842338,-0.22964055793821,"1"
0.911135063693507,0.0235472967284479,-0.981175529697855,0.884193429688121,-0.899792866962289,0.528155895534219,-0.875152274241171,-0.95963748228474,-0.528847066684995,-0.876366817975927,0.569777437933291,0.976158199358065,-0.636443874493765,0.89318195299575,0.922742904467602,-0.829625383652098,-0.241122263634203,"1"
0.72032147953987,-0.721937968955932,-0.83286993405857,0.753878391892139,-0.913017582321237,0.291437807877512,-0.689400153499239,-0.967808909819231,0.56776618141908,-0.682125535686851,0.277941642904681,0.908761538893996,-0.326516737459888,0.958084044376839,0.920680635551069,-0.627300439876186,-0.22676434588197,"1"
0.83051650023447,-0.647949261287539,-0.939596246773198,0.754856261634642,-0.942948838894325,0.585179355452989,-0.877177511271848,-0.984094288283057,-0.0913088273223963,-0.811073894296346,0.426091666043037,0.955324884215611,-0.47759231596653,0.933956601610629,0.933588225758886,-0.765327178109057,-0.249284950102257,"1"
0.237940687763406,-0.76960934898856,-0.802899050569494,0.830615563862785,-0.937351952660962,0.582042746231353,-0.885538190998999,-0.994279480141253,0.525596878082592,-0.774678973599054,0.516932851607652,0.90843265899515,-0.636817304795714,0.940743636545479,0.962755528064198,-0.617415050015761,-0.162760973250551,"1"
0.957279712710266,0.029233580553699,-0.854204046675309,0.640164882162123,-0.777844409907352,0.0765552920657212,-0.397841860279118,-0.424646556174116,-0.421404662444157,-0.152773606687025,0.266455291681812,0.917178622739299,-0.0294897531084213,0.954101410471754,0.538583842212729,-0.682484772884957,-0.0328729385997377,"1"
0.92093171957442,-0.398787985919095,-0.829958240014727,0.444634114948174,-0.82186038356955,0.446642032408958,-0.650780857844543,-0.791599813943848,-0.287933063673928,-0.0903477616648369,0.469025587716255,0.947203272332881,-0.174524458226285,0.937773412149388,0.685818066665165,-0.732260974831429,0.0130722887992905,"1"
0.958662898403339,0.621529718017956,-0.929593846145776,0.796152050009671,-0.639932620639581,0.188427253901593,-0.136506777639108,0.127266005753362,-0.379317313295478,-0.512086547743397,0.0930130038892644,0.819165274685623,-0.292511158236647,0.828681513232454,0.438779269508626,-0.60413063977903,-0.242380071421072,"1"
