"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","label"
-0.300518505182593,0.965708199410862,-0.775978660026405,-0.981756538257831,"1"
-0.944962168218244,0.865529957030474,-0.0802664068997048,-0.678815985227645,"1"
-0.983365959831882,0.997105234716043,0.0460553827082345,-0.381958379423857,"1"
0.704590869586563,0.931566145916458,-0.979986520971051,-0.964724177281242,"1"
0.894205489410935,0.83977521329352,-0.946092457226979,-0.981747400258449,"1"
0.621045247331051,0.916608031426993,-0.939193751856737,-0.988106136136985,"1"
0.57933658422324,0.777314671060141,-0.966130919974725,-0.961338310074635,"1"
0.824919810488128,0.953341181384677,-0.988951285788526,-0.849733982965242,"1"
0.780927671479959,0.951047624195318,-0.973472523081794,-0.980950750036846,"1"
0.994848742329019,0.999754133902613,0.453711054705418,0.932634881331394,"3"
0.815056499503723,0.957157179273742,-0.993086346517926,-0.703744315988178,"1"
0.530476419116258,0.79898605439014,-0.959175891754116,-0.976427180722685,"1"
0.865673461293493,0.966050468165375,-0.984405845610698,-0.966149860214069,"1"
0.660692306636781,0.273394826172225,-0.570971031513678,-0.923652802594635,"1"
0.581416090274512,0.888487050575893,-0.903220084847889,-0.924345202097308,"1"
0.771507494000658,0.886246295225249,-0.947605372205834,-0.840178779339444,"1"
0.695081823159081,0.764176342047156,-0.893917032047413,-0.900783429699121,"1"
0.449252521020104,0.98617763185986,-0.990288908085996,-0.963670489519696,"1"
0.518637026830342,0.986661565306304,-0.991875433962948,-0.949620198535143,"1"
0.369843443194755,0.979208769758896,-0.988202632841676,-0.912870291333727,"1"
0.439565788202925,0.967764574783709,-0.97599349825914,-0.890242489450267,"1"
0.0730445903059611,0.962874351909652,-0.971602312018399,-0.963742389678061,"1"
0.644379335930154,0.997023925738427,-0.997034741732934,-0.922653557920504,"1"
0.623217371098652,0.993187884348704,-0.99226166844562,-0.920380221950375,"1"
-0.0842959383615269,0.906134686924235,-0.962077308592916,-0.937822536868504,"1"
0.367447803408367,0.979860435455113,-0.987791434084982,-0.953786439147384,"1"
0.111616359712033,0.982004753383435,-0.986719796019412,-0.94629635362724,"1"
0.247371090346799,0.395035396947014,-0.685210520951764,-0.931275095272503,"1"
0.493532354683698,0.618083840073711,-0.814782503259119,-0.965652915400028,"1"
0.0993473521163611,0.825820179046822,-0.781473597606357,-0.907754855140458,"1"
0.998116658863852,0.99998592124538,-0.737974268049496,0.941000708849434,"3"
0.094161467931153,0.439290218999024,-0.730910454886993,-0.970842640518612,"1"
-0.463565725359841,0.66527482614912,-0.685511607890615,-0.949944494553514,"1"
0.300107588615592,0.792365167064033,-0.774011948862931,-0.964263921163167,"1"
0.342899053069194,0.672816221395,-0.746630663778171,-0.947738530163248,"1"
0.349581335135537,0.675692103879404,-0.907242714813542,-0.861673432453645,"1"
-0.300171154740577,-0.655386430483472,-0.295576335365775,-0.92809366294893,"1"
