"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","label"
0.958108218468511,-0.75648473305197,0.318526072090314,0.820811000313235,-0.980756461515285,-0.878059120015511,0.303557726971302,0.805412459944013,0.803749960446681,0.877551458160146,"1"
0.818991013098581,0.147321655795111,-0.78304546017129,0.481284687369164,-0.960941470365519,-0.698877994627823,-0.318680569857736,0.81586435544997,0.783623059092359,0.349349307023929,"1"
0.892308835134092,0.497433473516157,-0.6268441546952,0.765063586718546,-0.945656363067265,-0.754735538844065,-0.0699334233911113,0.732889325047931,0.760749232478391,0.265787001636191,"1"
0.839018182720724,-0.928543736711056,0.693190728878754,0.917859750994577,-0.975829286090907,-0.878751236764746,0.472949750111613,0.75433392539027,0.783611528057233,0.896062166798198,"1"
0.869087843134931,-0.73244190949188,0.721338267979064,0.949293945203658,-0.969161202361713,-0.87501544582487,0.516679801970088,0.700513750033974,0.749605964528794,0.869487787580325,"1"
0.765103797459564,-0.78840317209535,0.805024270351405,0.974625385010909,-0.964488466869867,-0.863495296082045,0.53925538267407,0.681541601819505,0.748689342133623,0.86274695702072,"1"
0.701563690419412,-0.866748606323096,0.694307560746635,0.931901376408878,-0.967631369723878,-0.852065852265911,0.46633994587344,0.725092404062767,0.775907424134569,0.861027499183555,"1"
0.861902319368351,-0.592502320245978,0.499547523325511,0.969033279925733,-0.969740159344012,-0.870123483674499,0.444520333953159,0.727947469227635,0.776442448319605,0.840446381941452,"1"
0.882285328908359,-0.849022537476774,0.864150766971439,0.963461152196169,-0.970966856352921,-0.884767749784189,0.566141499380429,0.694074271781094,0.74416842468286,0.894105061642095,"1"
-0.831269481173671,0.936605251349944,0.999423997268754,0.0533164816525817,0.750942962458901,0.710866172920721,0.26067247486426,-0.697565177189046,-0.46073795067197,-0.949998240863251,"3"
0.869021185485033,-0.45835806265619,0.629945715544639,0.985128810259094,-0.959146542893319,-0.862661825968791,0.517131603678789,0.649728773638412,0.725384238110282,0.809463401681641,"1"
0.688996303736684,-0.888308875640816,0.599182615356758,0.924932595947623,-0.970728653646622,-0.851518798101722,0.419223661666585,0.754419847860093,0.796655400322491,0.862327519804868,"1"
0.916703305283468,-0.716815996267743,0.865204410732633,0.985309274584987,-0.967133123975588,-0.884882027282857,0.587552228551703,0.659933093706091,0.722939818429093,0.879243333741486,"1"
0.770936981038068,-0.451421682311953,-0.107958754027094,0.181541390008327,-0.956935155597202,-0.652571108646799,-0.177383631539661,0.761275211571284,0.654656082248063,0.581267513116055,"1"
0.905820957107065,-0.616204599842751,0.786801434488464,0.815829779979313,-0.959200606755127,-0.851668897674015,0.515893502671336,0.628677708767912,0.66443074790937,0.834109329134239,"1"
0.903315301477905,-0.439938922315548,0.523973957630369,0.851634012622057,-0.960245052304968,-0.84739306973154,0.435749542407284,0.666277744960808,0.706493124531124,0.791501345812201,"1"
0.83359025904692,-0.659385941922739,0.396815479996324,0.674487772305001,-0.96748377281731,-0.820227589914106,0.277197264757339,0.738629997135568,0.731163675374766,0.805752027258853,"1"
0.863494355387346,-0.970418873428444,0.836052695524993,0.935483032727228,-0.975124321062993,-0.885901277442469,0.53462602258437,0.731090831316882,0.766160868329536,0.907428104521662,"1"
0.873287429602314,-0.934273136805776,0.847310704170941,0.968330064478008,-0.974533465856935,-0.889353925428689,0.553025178248758,0.72291985487663,0.765720853600734,0.906362654478539,"1"
0.842085426264873,-0.890607302339834,0.768684694588171,0.962737866562682,-0.973534665183666,-0.882099535870601,0.521632945451682,0.729351026846505,0.772809467670116,0.894519213686989,"1"
0.843647636110924,-0.868364616462964,0.669598574981751,0.959686125417088,-0.975213493905134,-0.881725799978915,0.483325800828536,0.750326777214631,0.788149421981947,0.890996342090446,"1"
0.76292664105208,-0.954531835554702,0.803174374800991,0.927619848932788,-0.971049958253942,-0.867657670452009,0.508712773643652,0.724215005260229,0.768067352196006,0.888605284935034,"1"
0.949756641011759,-0.946270296927554,0.886399671408044,0.976365590483131,-0.977026313384548,-0.901353761595064,0.577182231078115,0.724396824595106,0.761750738356879,0.918863552866808,"1"
0.919392799445007,-0.92163811060851,0.819014176090642,0.972925688171818,-0.976589449667016,-0.896163947940995,0.550267165501526,0.733053338358971,0.770625830344591,0.911466592813352,"1"
0.71641766246651,-0.946246814983289,0.657593079879103,0.91433752895273,-0.972458079144315,-0.85856022545974,0.438838227271118,0.75526067299541,0.79265691611724,0.877794892573418,"1"
0.841188550868203,-0.960574934871167,0.808644056712547,0.944703136130728,-0.974760294248734,-0.883398989208041,0.525125671625571,0.73471337982469,0.772522854163498,0.903584673778078,"1"
0.84298060711811,-0.974211977160826,0.902140627348369,0.968359279313667,-0.973427189106341,-0.886555180969492,0.566297842903551,0.714663714026551,0.761378451446181,0.907708143376883,"1"
0.572278567524691,-0.654771220394458,-0.395206771426174,0.655119214090198,-0.977282906107941,-0.762132856371907,-0.187783993803598,0.875160072255981,0.868180066643357,0.715706034500461,"1"
0.698766926971239,-0.831335496058391,-0.0920386651627896,0.611441331629305,-0.979844616607234,-0.799739963975411,-0.0475047284179895,0.859863828900571,0.839855927050791,0.807895474743702,"1"
0.736217744328183,-0.392844281502863,-0.384917402453143,0.744237124527258,-0.975598021815956,-0.799789008826048,-0.0865046916054455,0.850511230550365,0.8510032578859,0.696216873555133,"1"
-0.0509698610528611,0.824075977364824,0.9997624590468,0.568180483997035,0.080963003168148,-0.0128084749243687,0.537801904137968,-0.457558576925799,-0.116735596768561,-0.698741174679183,"3"
0.492596001125851,-0.852756657762119,-0.0840859533945759,0.625507821426601,-0.973231936684482,-0.746729078285907,-0.0740158316077666,0.849885340613366,0.843969115639337,0.752516365313002,"1"
0.436650005518224,-0.702642228684097,-0.121927616382278,0.716888048215718,-0.967398805577953,-0.7358734086803,-0.0460152679784649,0.834058340874378,0.846917783056493,0.693780151411612,"1"
0.77039521795951,-0.579230677009474,0.11639887620079,0.704100770842255,-0.970147195564296,-0.808694737599625,0.145720234474442,0.786512829831569,0.785248038280514,0.767971250769135,"1"
0.705357007137096,-0.733162907758536,-0.354558616707795,0.62748414729706,-0.982463535482305,-0.800099568224387,-0.166236633410787,0.88524833043612,0.867399310540461,0.784303058700921,"1"
0.652830265136064,-0.482290216897404,0.123987621933546,0.92767067551592,-0.965075914658346,-0.817357415999148,0.234071574582772,0.773173805000288,0.819094494996282,0.738938217140833,"1"
0.322963273766154,-0.672464199653068,-0.79830208882102,-0.325582723585204,-0.953532337800402,-0.24520125182457,-0.69935274625979,0.86551836085737,0.723367269239493,0.242988930672939,"1"
-0.0646950183565806,-0.681811484441889,0.679589232773575,0.955005962172703,-0.870485732605785,-0.592578917278969,0.382933046657302,0.570793325157002,0.749911194623289,0.492683289454669,"1"
0.501103482188511,-0.389574411491794,-0.816591848182455,0.139884730273981,-0.963348307088661,-0.524986462770553,-0.546287571555962,0.865887758769842,0.798593669985582,0.365630030029201,"1"
0.46392737229694,-0.790856881513921,0.117512044634472,0.718130223110957,-0.965222990088838,-0.750247868792692,0.0759157039681827,0.805741663071577,0.821663070294719,0.738590345270256,"1"
0.323619310600996,-0.737308301671459,-0.378704769224195,0.396305586808696,-0.963351137324268,-0.59694972359051,-0.329922659494428,0.854482673416263,0.830066716612565,0.566120452568154,"1"
0.930859670331073,-0.908156241758705,0.842505700145575,0.958503234521114,-0.975720092027719,-0.895027033765547,0.557218056690849,0.722430986430994,0.759259669618522,0.909955626008001,"1"
-0.803825922545117,0.892544966339056,0.999158996960732,-0.506915810359601,0.814570675694952,0.833653505904201,0.0276089255063828,-0.746217107233259,-0.683847468110123,-0.966820026784255,"3"
0.906132562747687,-0.74871084935672,0.76631729528909,0.924809100166724,-0.969693108505058,-0.878143744489186,0.529579029979071,0.692842641877741,0.735472702117955,0.876854567921644,"1"
0.757615066460799,-0.925801018896561,0.510796762570914,0.815988888565538,-0.97514571567457,-0.850808850865523,0.345073998385643,0.780871795545861,0.794100758774551,0.87098298282225,"1"
-0.726093737102952,0.977150610307326,0.999673857464624,-0.750204359461518,0.844890857690201,0.866175851669255,-0.0519968419870533,-0.782980603668813,-0.773898150966913,-0.973931131148257,"3"
-0.162325056870004,0.496874277126735,0.998756849967522,-0.151870367061126,0.204523557492584,0.392662962767706,0.230860043477168,-0.465204534405225,-0.405320914441082,-0.774544445474101,"3"
0.96948728800106,-0.954357264738492,0.945708418717048,0.979097912653698,-0.97669458496268,-0.904089578214267,0.600146249904522,0.711942967821726,0.750954109665687,0.922404071110139,"1"
0.809971172303322,-0.903629025157252,0.735369424461772,0.921386825504524,-0.972742898377597,-0.872263608259421,0.490130041568758,0.73405218676603,0.771431170965165,0.887365931994858,"1"
0.955502413505149,-0.442856925395456,0.70919647006528,0.988220782504847,-0.960526833207193,-0.876020495004043,0.559701923160647,0.628687856955054,0.702956540094555,0.828486311805161,"1"
0.893325303193483,-0.512771638633707,0.556106955513474,0.947062257405838,-0.965172856994884,-0.86602414903989,0.473019954206156,0.689419076385615,0.74305715249967,0.824910131642452,"1"
0.931924535900895,-0.640607246047377,0.575113169160246,0.954385861916902,-0.972400074708292,-0.881819286378244,0.475873915257243,0.725573992400005,0.765637839410783,0.86444235582826,"1"
0.888587024203019,-0.612555679552524,0.463703668250675,0.904746080860976,-0.971389486176389,-0.866979415795669,0.408045409098859,0.73896968367778,0.771027900507089,0.842646733695315,"1"
0.844897760682055,-0.455761944100322,0.574218664996149,0.930569813358804,-0.9579932343832,-0.849784189213418,0.474406743239856,0.657369244354914,0.721916295446033,0.792605063166369,"1"
0.689133949304367,-0.847850881896679,0.519470751706365,0.83988191466753,-0.969357196413589,-0.834437530046177,0.356649025618534,0.756322959691869,0.784910163263706,0.842482242574214,"1"
