"DF.L1.C1","label"
-0.0516199806565563,"1"
0.575824500929427,"1"
0.437713949008718,"1"
-0.286693656118961,"1"
-0.0941318078331648,"1"
-0.177273748645345,"1"
0.0197353331327822,"1"
-0.222740394612284,"1"
-0.26654577797738,"1"
-0.999854640101001,"3"
-0.156705184988148,"1"
-0.0586692833900311,"1"
-0.263646673591139,"1"
0.242464194614036,"1"
-0.17269252336387,"1"
-0.0422763105709654,"1"
0.029567908001867,"1"
-0.560057049059658,"1"
-0.48911454189843,"1"
-0.382951552500713,"1"
-0.308630822753141,"1"
-0.351716020441125,"1"
-0.647923568260113,"1"
-0.585239835088244,"1"
-0.258762440317716,"1"
-0.518501992315686,"1"
-0.474923237027402,"1"
0.154729865952168,"1"
0.0220632727055524,"1"
0.153905367681075,"1"
-0.999906301403247,"3"
0.093859914034468,"1"
0.119804785158919,"1"
0.0847520511374967,"1"
0.0598658476197752,"1"
0.13057620362487,"1"
0.630283295156601,"1"
0.0642881408709328,"1"
0.570580430466533,"1"
0.0881811000525036,"1"
0.267635430880354,"1"
-0.506740933082498,"1"
-0.999893379120668,"3"
-0.260494128150497,"1"
-0.199711451834709,"1"
-0.999973662263174,"3"
-0.999785558779022,"3"
-0.743925755904902,"1"
-0.176777848841885,"1"
-0.343435998950909,"1"
-0.1052849199261,"1"
-0.246950812250427,"1"
-0.0581815807436097,"1"
0.0647351547829605,"1"
-0.0610635203070542,"1"
-0.109027360238026,"1"
-0.0794020386235044,"1"
-0.145848637356993,"1"
-0.118352043425722,"1"
0.330042712628672,"1"
-0.128640687294518,"1"
0.0422190905718839,"1"
-0.247951181034652,"1"
-0.330104899354148,"1"
-0.149942475517769,"1"
0.0694475538532039,"1"
-0.999927538555629,"3"
0.697690753108342,"1"
0.377026393613241,"1"
0.422741104256032,"1"
0.495124585905318,"1"
0.181131588279679,"1"
-0.212650236461203,"1"
0.823576734423234,"1"
-0.999988892372535,"3"
0.724681497943051,"1"
0.251307947732956,"1"
0.451634774454195,"1"
0.669786777444512,"1"
0.703362321237588,"1"
0.389660437637469,"1"
0.624571851104067,"1"
-0.994543904025511,"3"
-0.435687769429969,"1"
-0.438714982161974,"1"
-0.999890695944351,"3"
-0.52013466427393,"1"
-0.662314600073673,"1"
-0.461471446711272,"1"
-0.398132407623408,"1"
0.0165617683986136,"1"
-0.438141122951793,"1"
-0.99994753307929,"3"
-0.20769571136153,"1"
-0.18278625395045,"1"
-0.385924922573325,"1"
0.0695721044415153,"1"
-0.0715562050028298,"1"
0.152012924933388,"1"
-0.0595181090572228,"1"
-0.239704478677239,"1"
-0.200866673060078,"1"
-0.344458288167489,"1"
-0.268725457150063,"1"
-0.257504373169003,"1"
-0.200342140207025,"1"
0.138341410913125,"1"
-0.107075852101749,"1"
-0.999781196983278,"3"
0.122128382268799,"1"
0.00841941580353478,"1"
-0.229142866548841,"1"
-0.178095956692802,"1"
-0.0967648241945995,"1"
0.210188610725246,"1"
0.354797222198683,"1"
0.672988934672244,"1"
0.49526897924314,"1"
-0.997526648489712,"3"
0.246799343138449,"1"
-0.339862493020708,"1"
-0.513264827498618,"1"
-0.449505751072517,"1"
-0.728753986962857,"1"
-0.539788007300475,"1"
-0.999852430100483,"3"
-0.390169757176847,"1"
-0.743717715751941,"1"
-0.507595550811094,"1"
-0.564940521690911,"1"
-0.998218421743441,"3"
0.0440982311194469,"1"
0.156318510416329,"1"
0.0910765417378692,"1"
0.335654593238186,"1"
-0.285483266669621,"1"
-0.1914063321101,"1"
-0.38030004366663,"1"
0.135499610605331,"1"
-0.346274976188946,"1"
-0.193821220310944,"1"
-0.209924477938266,"1"
-0.569469854505292,"1"
-0.999635860801556,"3"
-0.144864222010579,"1"
0.458923953092096,"1"
0.180880960224252,"1"
-0.17092947837808,"1"
0.00259226179939998,"1"
-0.293963619331272,"1"
-0.0360713383635367,"1"
0.109539924480812,"1"
-0.122924791936603,"1"
0.0895062138056446,"1"
-0.162087896426503,"1"
-0.397881473585251,"1"
-0.480835002753527,"1"
-0.398958882053197,"1"
-0.416822187298043,"1"
-0.566524877365543,"1"
-0.999621851603513,"3"
-0.385209148643161,"1"
-0.406826993799203,"1"
-0.594768417721137,"1"
-0.311762629908131,"1"
0.0835124344120993,"1"
-0.0479154915512336,"1"
-0.341101039575786,"1"
-0.0564705520459297,"1"
-0.196965486595928,"1"
-0.0796025594875389,"1"
-0.0164942343896741,"1"
-0.062912400690752,"1"
-0.254489282510595,"1"
-0.47592074027357,"1"
-0.397645722862269,"1"
-0.31958413210171,"1"
-0.571041654147771,"1"
-0.160620115190925,"1"
-0.214491480259504,"1"
-0.10936739012612,"1"
-0.323815994641848,"1"
-0.195093977964459,"1"
-0.393857650003585,"1"
-0.385080917070424,"1"
0.430901666023425,"1"
0.242589909701572,"1"
0.509443497805848,"1"
-0.112463998727943,"1"
-0.999884454428976,"3"
0.345154918451275,"1"
-0.170030846564738,"1"
0.238275251164244,"1"
-0.0831824689005609,"1"
0.187296732081874,"1"
-0.280551894800046,"1"
-0.115491505305929,"1"
-0.265947798435531,"1"
-0.175694968742358,"1"
-0.264824361188827,"1"
-0.211845271804167,"1"
-0.140394287865917,"1"
0.0268729342252407,"1"
-0.318591125884273,"1"
-0.182908715542081,"1"
0.30491740385636,"1"
0.203627894925452,"1"
0.318315857621539,"1"
0.117258185241566,"1"
0.138818818789755,"1"
0.144972329485099,"1"
-0.0497498088604864,"1"
0.011740142751685,"1"
-0.220802974269883,"1"
0.0761317009874493,"1"
0.0578402187036949,"1"
-0.999793972589288,"3"
0.0318841509568973,"1"
-0.999652209543728,"3"
-0.0588778853442249,"1"
