"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","label"
0.0579818571563495,-0.964490737325412,-0.990234124531894,0.208765994371532,-0.417640097417065,0.986882759830936,0.620961867205886,-0.956905951762167,-0.686181397882139,0.80190075648782,0.63712922761903,0.767914374759545,"1"
0.424326028296046,-0.391407942685569,-0.984705552770233,0.845685859645381,0.171333167810812,0.64750671568339,0.982862404501658,-0.972363272372623,-0.315302732379423,0.217106006305634,-0.053957131905539,0.783328023537365,"1"
0.280471102985627,-0.175012714103466,-0.919206564577074,0.953854938106057,0.307244509195648,0.794594406534331,0.982888351184702,-0.94774501110696,-0.266773897709977,0.28301551290371,-0.050844027235309,0.756712318984148,"1"
-0.459129749264679,-0.974305478751666,-0.96870172958769,-0.292525686598403,-0.939335553742933,0.856326358987781,-0.750263869258633,-0.919600207684906,-0.760708301049965,0.91347423812174,0.893203486249045,0.852077747519806,"1"
-0.039368701981733,-0.942924543045389,-0.932328251544218,-0.475872960518537,-0.963604007142314,0.671972775457295,-0.881656767574159,-0.950308967181972,-0.804402632788095,0.84919955527008,0.829135262885141,0.849723414425442,"1"
-0.402512044627739,-0.954426211387277,-0.856342172215981,-0.0433663731401848,-0.961253042901941,0.847137874454434,-0.692100653272349,-0.949592487770198,-0.678515470868255,0.881518658813204,0.882948305815326,0.832624504749911,"1"
-0.524038423783012,-0.96476336261256,-0.9448126547515,-0.242843480376891,-0.899227602213676,0.522845293442969,-0.785030061713144,-0.937997044766946,-0.646571271828271,0.868096489643114,0.867749320413641,0.867398775024451,"1"
-0.374597647916911,-0.903016662961811,-0.988029327879849,0.00361301168820427,-0.990437811863968,0.622336071019432,-0.204284761093264,-0.930053597739892,-0.644062881804053,0.861091391793038,0.842306205207049,0.740149758751582,"1"
-0.583313364532903,-0.973362369200394,-0.919310408950685,-0.105613666937607,-0.929912581506904,0.927195915152407,-0.484823840726719,-0.908802290960287,-0.707033715948088,0.921583621138316,0.900362203725821,0.809375618357138,"1"
-0.971530225126503,0.751853528064733,-0.0156169575761069,-0.910125744962274,-0.985418847883962,0.98557126251366,-0.114160597314064,0.968471913438887,-0.840113590154478,0.97209222594604,0.84515702854935,-0.791011285803488,"3"
-0.579144752635816,-0.924246276549924,-0.995107141612435,0.0568973240837414,-0.995675489866632,0.225389207977871,-0.299195869233131,-0.942919111644681,-0.44804890375067,0.81006219790288,0.834082858127282,0.78092300063202,"1"
-0.331504235817214,-0.959996561610566,-0.952977569014226,-0.171008544129811,-0.921299131061822,0.730546058924179,-0.73465589383967,-0.950150187363342,-0.708896347941338,0.868560951885972,0.863519307910179,0.859041066956382,"1"
-0.484783035262035,-0.973623330228198,-0.972682503011912,-0.13363189166432,-0.982174891915787,0.852728580490929,-0.747070216586202,-0.936327497840018,-0.717409233213533,0.905192704964642,0.898644667663184,0.853146549919281,"1"
0.554690736220338,-0.307699693913019,-0.536815076505258,-0.491105434912685,-0.725933551861555,0.188473557855408,-0.75028156664609,-0.927982169494505,-0.7255749036457,0.429550985904966,0.379255519432403,0.625811759679733,"1"
0.121584302477131,-0.883805304065775,-0.179324311313867,0.058496146208905,-0.981460810725407,0.670165552145207,-0.986040503875895,-0.987121034148241,-0.524436155053836,0.632480335926868,0.782092253443878,0.745712436236484,"1"
0.123788450721924,-0.809123828990526,-0.938747162668458,-0.311626576683722,-0.97909580094465,0.331886833532777,-0.953378869304466,-0.970359868808392,-0.714457656043503,0.694390402921633,0.743565194451803,0.850150324393193,"1"
0.313178084526391,-0.766471235635082,-0.805294037912097,-0.450388447559324,-0.932403428315323,0.281606598751407,-0.973487141055359,-0.971129807245413,-0.74127457571456,0.625751591019552,0.669847563106773,0.825384437433808,"1"
-0.689636401450423,-0.989777760861685,-0.94728269273917,-0.0584436794710652,-0.904881440756795,0.97132198614341,-0.881211946102454,-0.932397579131262,-0.683414631439383,0.923744666497982,0.920622571785741,0.88773092984279,"1"
-0.71165342528022,-0.987929779089299,-0.968396549914268,-0.0131705463076099,-0.945278363303351,0.939133520931709,-0.870462137758814,-0.934759627220065,-0.664981397217224,0.922150060908427,0.923165353559699,0.884341063022624,"1"
-0.635874850054205,-0.975536624526414,-0.963219949206156,0.167117822449324,-0.945474335992782,0.900443977011621,-0.768968098412095,-0.954559341137191,-0.600402956562482,0.897667088723279,0.911148742622488,0.879227618330822,"1"
