"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","label"
0.99995969849485,0.853598304655462,-0.98326651402813,0.987574125988499,0.992041344791101,-0.596324940678167,0.549822877421372,-0.438103193136598,-0.264503216172848,-0.729457429409906,0.771177742252906,0.621009788483321,0.813887923589352,-0.626951416194271,"1"
0.999997075252638,0.89590237356489,-0.902663751891794,0.9727245944997,0.987875107718751,-0.990004015497098,0.935068095387288,-0.568594158605711,-0.388100327275407,-0.653103908070311,0.800531204781189,0.428565071597109,0.919687774628749,-0.356563905143955,"1"
0.999999716013262,0.976836939376256,-0.571934032344489,0.960832724796513,0.995254313507717,-0.998783768585708,0.833609788708301,-0.608359122624226,-0.25352742612822,-0.745630451261185,0.733531158408201,0.373895641905011,0.917072880543114,-0.318822364843864,"1"
0.894610154445445,0.618676370942419,-0.98345437860804,0.983021671136351,0.688444500393852,-0.316362297662532,-0.901956549840935,-0.111962556607946,0.274829338083413,-0.90820612191671,0.856213945681666,0.889065350547325,0.459061486683766,-0.837505559022092,"1"
0.924143278158076,0.915491607053515,-0.893462920190532,0.987540186618647,0.654364528522943,-0.336648700936361,-0.828571615018564,-0.0193857025995188,0.242818548201197,-0.916402840090509,0.85056812640602,0.8757054616177,0.541920240370669,-0.817998490718298,"1"
0.953488948132935,0.910027394975024,-0.87773262734361,0.994333947783334,0.660254387066293,-0.120602894296396,-0.798297153966162,0.00729196120254294,0.222962210730354,-0.911901414686925,0.81930029831411,0.869860982457489,0.381334240423532,-0.848633747974102,"1"
0.516808608041422,0.620844205624957,-0.940342053969621,0.981437879511076,0.696361145017426,-0.414616154055944,-0.79944441386536,0.0512187243738902,0.420792670019877,-0.880218649415594,0.887329418413816,0.888229500371895,0.590236777611095,-0.766009529193621,"1"
0.973346235690172,0.956763459331299,-0.981703722435599,0.985671233459656,0.422173275042447,-0.386566849507741,-0.818583568184313,0.0628419330378605,0.098480093006351,-0.89708640331475,0.899949084614767,0.849926662605213,0.560979141904071,-0.768979676240289,"1"
0.860059913556894,0.893718364148786,-0.950185034430361,0.994532981236823,0.855154429460121,0.30525308912022,-0.738252776346298,0.128660562128431,0.284412003557116,-0.901893919656487,0.717362418161183,0.896314682292883,0.0618961287155356,-0.913393429570802,"1"
0.992899546097549,0.88104834884374,0.733206315904441,-0.441797459729321,0.961080741729968,0.989515209608192,-0.990689184025847,0.128246190544767,0.338008554859775,-0.915664122541519,-0.941374416830484,0.489810852459939,-0.665727226486821,-0.94052661680525,"3"
