"DF.L1.C1","DF.L1.C2","label"
0.996518675923067,0.912663956408232,"1"
0.986763464339479,-0.00393727048205772,"1"
0.996020674663055,0.5949042362017,"1"
0.997346521836549,0.976684094815176,"1"
0.998671046300543,0.941032231067499,"1"
0.998855355657774,0.956716350706054,"1"
0.997076793002502,0.92831510564157,"1"
0.997309553912965,0.98356223188361,"1"
0.998985755651832,0.977916926580989,"1"
-0.99899604669491,0.99970788699997,"3"
0.995978222146007,0.986417400208545,"1"
0.997314999668178,0.942032249744729,"1"
0.998972536615324,0.98727674086723,"1"
0.992858809300338,0.421368066793571,"1"
0.993878283550622,0.912722578542518,"1"
0.995432539653643,0.918977237271447,"1"
0.994566880466547,0.867565426855786,"1"
0.998273821780109,0.993105721827113,"1"
0.998310838858423,0.993716777428825,"1"
0.997736954284162,0.989750818620464,"1"
0.997667761185217,0.981683839976762,"1"
0.998061212960987,0.979672860743962,"1"
0.998353575061444,0.998377714968196,"1"
0.998384019429882,0.99616901896019,"1"
0.997481608835719,0.939887622662183,"1"
0.998094619452491,0.989088355400037,"1"
0.998343282159518,0.988876524412913,"1"
0.994711443309004,0.578564641606546,"1"
0.996391770085496,0.785596082404903,"1"
0.99507008491837,0.84854900548248,"1"
-0.993766470020896,0.999975771357344,"3"
0.99636012666466,0.644011121001571,"1"
0.995100252396845,0.706974164698383,"1"
0.996445233793164,0.836393291862789,"1"
0.995902778006901,0.753437935719415,"1"
0.995776466091703,0.846279156780532,"1"
0.98606698344004,-0.241978170349161,"1"
0.988983554626329,0.780613699888229,"1"
0.981510770888745,0.193336021819928,"1"
0.995655007344822,0.754118671035419,"1"
0.993551460687372,0.296731471514386,"1"
0.998315422893795,0.990637219286878,"1"
-0.999445538864007,0.999671563113635,"3"
0.996821639448031,0.964678516493668,"1"
0.99647031416905,0.942508927328073,"1"
-0.999922910951891,0.999856141714199,"3"
-0.98945734644086,0.999841860487497,"3"
0.99879905659369,0.999173917098306,"1"
0.997259372787124,0.94321557569135,"1"
0.997367316066827,0.993575644188993,"1"
0.997318023948275,0.963639982440537,"1"
0.997549208221996,0.970057143657035,"1"
0.99698428247632,0.937113931469054,"1"
0.996662958266774,0.906680873306429,"1"
0.996602660588668,0.894288092545856,"1"
0.998116966657432,0.931939495225324,"1"
0.997712237088943,0.93930690170947,"1"
0.99968904636848,0.935190292593397,"1"
0.999463587430419,0.931758508428232,"1"
0.997331519531722,0.762559796668087,"1"
0.999108224883567,0.931233087959832,"1"
0.996445815195144,0.731661658672748,"1"
0.999364994279279,0.963544409479893,"1"
0.99959211456238,0.981864981895272,"1"
0.999411695975042,0.947274085498115,"1"
0.998423782932515,0.849084611603396,"1"
-0.999543130173287,0.999541077638662,"3"
0.950617179371348,-0.511837894724569,"1"
0.987726505491639,0.574034398484725,"1"
0.986785033572317,0.447031029447479,"1"
0.987951645983363,0.386123336904271,"1"
0.991157061705122,0.683825607815592,"1"
0.995503420505157,0.95370577582533,"1"
0.878974078874277,-0.935258841240622,"1"
-0.999887380759338,0.999975977523588,"3"
0.944344268042335,-0.580346229871277,"1"
0.990410212183848,0.476397864841998,"1"
0.979101110816446,0.0697479217571429,"1"
0.96695803888919,-0.730700073548735,"1"
0.949200866191271,-0.62239877167097,"1"
0.987482796472827,0.167684629037636,"1"
0.971406718543404,-0.471240219105242,"1"
-0.99942504615689,0.729449855887777,"3"
0.99203512331592,0.978326153680731,"1"
0.991104821910206,0.983048271545142,"1"
-0.998928333083953,0.999932241628772,"3"
0.993723730345723,0.982716919331418,"1"
0.994550168215772,0.994890505128954,"1"
0.993870443359724,0.980500343183484,"1"
0.990458728038636,0.964410858907067,"1"
