"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L1.C7","DF.L1.C8","DF.L1.C9","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","DF.L2.C7","label"
0.999332575567566,-0.439690807104619,-0.995423875568322,0.169503730540324,0.310479626920454,0.996303212026163,-0.364376344526116,0.792548175814148,-0.999089274955515,-0.107425947515863,-0.127469351494834,-0.925220243437616,0.966987135219929,0.711912080632538,0.200852193443189,0.620533643576907,"1"
0.996351532548911,0.48839427570131,-0.981587703883981,0.902459076806901,0.866197652564377,0.609885428485109,0.819495172525144,0.831047099651068,-0.997784413709979,-0.510060585923974,-0.421833271382471,-0.840403999844787,0.859528038997289,0.276155476049339,-0.044976119855036,0.676454786059821,"1"
0.993999299430274,0.939634616516662,-0.79944465774905,0.99771459977632,0.896918197273265,0.381551137178958,0.804965196306359,0.863113749262875,-0.695805743904963,-0.535791369231204,-0.249446890649592,-0.782509080171562,0.675045905948612,0.31030502661657,-0.211626222422476,0.721863891269885,"1"
0.955771266453034,-0.849744533754071,-0.989227295913959,-0.4033206813063,-0.915438294966038,0.985063810198807,-0.85248159414031,-0.298150922511092,-0.963136419161851,0.803062166598957,0.620229040934309,-0.796420815230525,0.963241970116829,0.761662387235679,0.0732199846225672,-0.175747847282347,"1"
0.986328327693275,-0.760096588470064,-0.939716872449826,-0.275008274318177,-0.895253281385212,0.945775190895455,-0.676709172116628,-0.0592751153289679,-0.92508789906589,0.719914689176799,0.510178589399975,-0.819443657374888,0.961472543301856,0.772166388871277,0.224572453663095,-0.0466881237805288,"1"
0.973130364209802,-0.746275312938032,-0.931729025293842,-0.0435456769678149,-0.908936595907868,0.976384244593503,-0.674815717443956,0.269318749031607,-0.932461930009593,0.611340765393938,0.338786074560908,-0.891525230781374,0.966814714335535,0.83913230271975,0.398823951111346,0.121785073130888,"1"
0.928926099872133,-0.888985531620251,-0.962995586194745,0.0225960157468412,-0.867093180469819,0.924490035907346,-0.721084649448854,-0.57853857962847,-0.858729138412362,0.756560437967354,0.533187893889774,-0.818423339492572,0.957444257398098,0.778194049345834,-0.0221845153272959,-0.274473168542959,"1"
0.942991876818612,0.133186010766549,-0.994768117785766,0.185591819821786,-0.972048296470774,0.86622611443681,-0.405821614214254,0.579593759164024,-0.99291656332066,0.72586765689304,0.486670297336723,-0.856354675926323,0.894778660385466,0.827255234881967,0.197478057186316,0.171947888210922,"1"
0.984848995024335,-0.727762561642092,-0.966055958955099,0.229389360536171,-0.916443616431053,0.993813077797464,-0.545161770647939,0.206138438726549,-0.901862945196,0.57373851023479,0.225212687175089,-0.908758573521212,0.96565445222955,0.858110455527206,0.385640921919489,0.0859695523088155,"1"
-0.173358981463714,0.914447480642733,-0.357356549720738,-0.866393316604693,-0.959098911691227,0.958715924129018,-0.893910416333656,-0.989628880352525,-0.993512882627859,0.988573350677909,0.964911408110989,0.607736292909419,0.179040742772005,-0.280830364921623,-0.938904716020411,-0.871256846286452,"3"
0.938414460673476,0.173879503947152,-0.997032811230563,0.618102440554327,-0.986984287321851,0.528558272027693,-0.409191728720021,0.261566686530268,-0.997513695518065,0.681222504004414,0.535123844685189,-0.872164786011851,0.84540433721749,0.844777026356388,0.182388717726981,0.153024317148262,"1"
0.946880166189055,-0.894856639305917,-0.980323714027813,-0.545071977021115,-0.842972051374191,0.966778549993788,-0.794916148788167,-0.189222303038199,-0.965818919647514,0.772888686319719,0.582275074944537,-0.777887094788261,0.966562256133521,0.719414164809752,0.169049709753495,-0.0999489133140443,"1"
0.987410261477548,-0.510514270233327,-0.979456191039773,0.46539982164256,-0.954212614120256,0.96747949793642,-0.640237856228948,0.265363582925243,-0.968172629369376,0.601658700332683,0.302110421703501,-0.928839318671337,0.955543956056993,0.891650693926726,0.297389586772009,0.106832509292474,"1"
0.818821984335853,-0.429538283188245,-0.582287212659226,-0.723379209328475,-0.551158370643875,0.770773836108482,-0.118243323838158,0.0707130850507286,0.137938293172458,0.532514103810505,0.307513466342331,-0.397026310681458,0.882923695617507,0.54992140306443,0.201001273129388,0.12995574961785,"1"
0.92891757397587,-0.696309261289543,0.54104844575459,0.429066345531372,-0.833811569441262,0.701305085582279,-0.860981754553621,-0.574623272400589,0.329504910043276,0.0516988318941619,0.564638476188287,-0.673722513186263,0.878228978688598,0.835405864641938,-0.240393930050116,-0.288867479960872,"1"
