"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","label"
0.997479545846019,0.974381755373479,-0.754917368099161,-0.998486902171678,-0.697205542159219,"1"
0.999228547611477,0.993165255405532,-0.725249954360635,-0.929639752312286,0.284412452476435,"1"
0.999465703138498,0.999903224378848,-0.447985346361656,-0.938939509891319,0.434097715947818,"1"
0.0721034944469283,0.109147041318273,-0.9816456567714,-0.987962340790353,-0.876937998280809,"1"
0.155675367866287,0.200779898024457,-0.907233056850823,-0.993486947279475,-0.646678186698824,"1"
0.257742767419452,0.389904181793178,-0.891321951420774,-0.994992897889975,-0.759139542850346,"1"
-0.331336653166886,-0.104446079739323,-0.933562350090532,-0.9781733964368,-0.715763906217812,"1"
-0.174264166759573,0.574566147516947,-0.997389667173538,-0.98004323134917,-0.814555188210565,"1"
-0.0738600975049235,0.372363320294867,-0.958828647964172,-0.993156027077597,-0.810958226634651,"1"
0.986023183943062,-0.54778132080245,0.903493927808386,-0.839587526206792,-0.986411269260629,"3"
-0.492596340249589,0.652980912057584,-0.998331905649312,-0.974122870857381,-0.863334145206409,"1"
0.372262439219099,-0.138464445861285,-0.940711416194466,-0.991175662629191,-0.750838484450196,"1"
-0.0477849143387863,0.671312656469787,-0.975318349769146,-0.996198508244542,-0.810330864048863,"1"
-0.327239439070816,-0.249096578016433,-0.808315641518733,-0.606714196092332,-0.202166361267473,"1"
-0.59724755350703,0.548173565739905,-0.894679789984049,-0.852345387506442,-0.697028759561265,"1"
-0.565392322163031,0.481856551886076,-0.954586575849777,-0.930693122085084,-0.687382188138364,"1"
-0.68486186902174,0.0256208405827568,-0.8920926878047,-0.856796146928378,-0.616214592788709,"1"
-0.339078832303066,0.517782714200806,-0.978932654372401,-0.991767458364661,-0.928102851358701,"1"
-0.481914169286261,0.707147211049146,-0.981146680314047,-0.992383093226082,-0.910898265328892,"1"
-0.490860625651718,0.692990433536427,-0.984000526694019,-0.982789900246674,-0.876223067869875,"1"
-0.287408486581922,0.647422353478545,-0.986981302548371,-0.965075635594498,-0.848814267695152,"1"
