"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","DF.L2.C6","label"
0.999879331942849,-0.947729066987608,-0.941941233028255,0.173979883549577,0.973811867561198,0.97116905338925,-0.956467466736889,0.986684008391,-0.755367259170433,-0.964977440929715,0.543221663965177,0.40724263549892,1
0.970010970335205,0.165574156060063,-0.635223020783092,-0.100115114345533,0.85882951657531,-0.141219963222885,-0.817662990295295,0.586132645180143,-0.51093248160255,-0.469371393492157,-0.142829283252579,0.804491923058224,1
0.97666468528283,0.214332655538912,0.640781127470371,0.847799399738395,0.934449329339461,-0.265997981526778,-0.975266228615466,0.810228847768351,-0.86797092400705,-0.653376777208571,-0.182288753710726,0.845976959460198,1
0.99965635853168,-0.972793465296302,-0.983137727395611,0.926654946413592,0.655592184686601,0.957292667659186,-0.986858709191917,0.992029582674892,-0.791671837498735,-0.982820080841489,0.530406330740318,-0.315766917714041,1
0.999922896294954,-0.852786857532795,-0.920253482086228,0.953322454091658,0.547587995747722,0.692370019518412,-0.985244730990218,0.985208952474534,-0.744207564669175,-0.974172414881131,0.45435952948514,-0.2686491657826,1
0.999919628807547,-0.925097302732703,-0.829708372498482,0.973533260731898,0.416610989979113,0.858355022516176,-0.983805420479007,0.986795134650387,-0.749326206000768,-0.974766707256896,0.496979186465584,-0.304220352051961,1
0.999326622493265,-0.891147575590452,-0.923896284640304,0.925119469776677,0.609355760821372,0.559196593546606,-0.986453178390508,0.984939341185194,-0.734260407573768,-0.975506735469643,0.463035405049587,-0.19550915478724,1
0.998390064891403,-0.973153004721243,-0.987237721583167,0.970022844042603,-0.00349921061885761,0.912710307934043,-0.97362279638437,0.978941908530808,-0.601241995352715,-0.967238403448111,0.508275442195317,-0.513455085502929,1
0.999915813273533,-0.968603625130596,-0.925753137111155,0.968383274598479,0.633574423810567,0.94737777329564,-0.987618000709495,0.991980462681577,-0.798222908612781,-0.98267215190977,0.527269850232913,-0.316229050583289,1
0.999901747458466,-0.901340259909218,-0.924687452710466,0.938176829383334,0.580453520447566,0.693608350493139,-0.986002507242562,0.986802878302121,-0.7488239093743,-0.976684809997865,0.477528754608026,-0.248740470325886,1
0.997438588672859,-0.983704572982339,-0.987975393283628,0.980736853605656,-0.022484369403815,0.711111774685713,-0.975154836189323,0.974087091607874,-0.551636333733695,-0.965454688023342,0.496201129147204,-0.485093203093085,1
0.999725563867742,-0.90815372984451,-0.958164609259337,0.876469761679038,0.594587893821801,0.847919499163531,-0.983807425782863,0.988310917090858,-0.759457242299044,-0.976996197816641,0.494035090871058,-0.254892326642412,1
0.999943040942396,-0.977095735579522,-0.937971148798619,0.979418134456035,0.665184248529288,0.874994876029382,-0.988662527152843,0.991991791604826,-0.796296735908411,-0.983440328950972,0.52582841608266,-0.305638170180357,1
0.959366975024967,0.316097381147217,-0.916990791629914,0.616177253714925,-0.0601771698322879,0.611617466783714,-0.820762697409478,0.620988121092281,-0.442044512184939,-0.506194671273723,-0.205637066142561,-0.174939564040937,1
0.997926819573182,-0.787825306810655,-0.66831872337982,0.93546052352812,0.376410979675028,0.874039639370719,-0.978980657469378,0.981263181762178,-0.757889020661209,-0.9619436901187,0.438030921372935,-0.189088220274479,1
0.997008605323625,-0.668271433698101,-0.955099557150323,0.929440007054462,0.315275003680676,0.646195630060544,-0.975839199580418,0.969294525129614,-0.661664650311657,-0.953247930004216,0.354221819510307,-0.332777064926397,1
0.992964356810832,-0.395917802968952,-0.941762910525846,0.849459181042231,0.353499682135664,0.663656262285409,-0.964677756037766,0.950076592813298,-0.666533873649012,-0.920118800461404,0.215212247298486,-0.260942330963468,1
0.999737847891274,-0.992830985861798,-0.977765536580786,0.953576865005064,0.855299591475866,0.992654723992643,-0.990338729764943,0.994671551425208,-0.8380060587804,-0.98713772726695,0.546126474716671,-0.28205089075186,1
0.99971919840564,-0.99236198009348,-0.966551373673199,0.966641748917475,0.844987005002567,0.9719890986551,-0.990527219730724,0.994547068141706,-0.836718002442552,-0.987046008577106,0.54404204253562,-0.283186801009443,1
0.99900301920601,-0.985916832079835,-0.962702470658157,0.957389517607277,0.741215200815828,0.957701056016171,-0.989008930458286,0.993381771229475,-0.815378474840992,-0.985101575099784,0.537779796721561,-0.300827091700619,1
0.99789545511759,-0.977312329201794,-0.957766215929721,0.970391080288552,0.47136429970361,0.966398962178771,-0.984981525310777,0.990197248565091,-0.759923266406335,-0.980249858249234,0.52743550789772,-0.386207756995843,1
0.999104714614388,-0.972115637707514,-0.886509019280775,0.941587853437813,0.830927729068691,0.961038946561484,-0.989678415908708,0.993903972110704,-0.837646353801062,-0.985260786600635,0.535910352329286,-0.213813031962932,1
0.999811562349786,-0.998675779706865,-0.991554180342022,0.971760033246928,0.903371658951478,0.996107833018659,-0.991265222389656,0.995229616376796,-0.847188642504675,-0.988282462973938,0.549528619984184,-0.291168174277284,1
0.999501136493637,-0.996429597157833,-0.981290280400479,0.974637321729385,0.789325503130944,0.992506442310594,-0.99001155787772,0.994311406947849,-0.828433963347287,-0.986696363090659,0.545425534383204,-0.319540065412969,1
0.998793970255566,-0.959343041268615,-0.891730558505465,0.924956787093699,0.781093182543083,0.901015308514265,-0.988687446246902,0.992703960957624,-0.820024363214126,-0.983483640458503,0.524977665257988,-0.204497187446369,1
0.999657878472751,-0.991168388777009,-0.971313582548453,0.958140896148117,0.801707626734759,0.986302982866094,-0.989787077839145,0.994200124549505,-0.829052149995108,-0.986358689701418,0.543567673662531,-0.295907527793197,1
0.999625444451145,-0.993688090042543,-0.912510995059482,0.97816039488103,0.880665858488609,0.970563117117872,-0.991158635086359,0.994866032532285,-0.848556701627892,-0.987383019104833,0.54581580685521,-0.24657697830766,1
0.968251547077568,-0.393124250847217,-0.893197679358955,0.754875285820062,-0.201055249039036,0.768301822189357,-0.911267853777612,0.885048488192793,-0.449993371264154,-0.841636634389587,0.205467114215175,-0.335344704569375,1
0.993761387374547,-0.61462190055347,-0.930810118549223,0.735991287618058,0.3014534451789,0.900586940120994,-0.958718224344307,0.966254712609247,-0.666391014981129,-0.937568791261007,0.354376026071365,-0.233156292302343,1
