"DF.L1.C1","DF.L1.C2","label"
0.999582041469866,-0.989565774795541,1
0.972471374863155,0.161020915789037,1
0.994376029039242,-0.425584137294958,1
0.999266479618609,-0.998991717330631,1
0.999441726198333,-0.993852845148205,1
0.999730572366098,-0.996483725279741,1
0.998450389399691,-0.993031788615608,1
0.997243406512351,-0.998868970191356,1
0.999763524624049,-0.998902842262207,1
0.999598211750365,-0.994940067188731,1
0.99497512241261,-0.999170892258116,1
0.999298276692733,-0.994252013986746,1
0.999763169375937,-0.999335036157952,1
0.931532115501357,-0.554620704135655,1
0.987132910590012,-0.989986730966452,1
0.99110976770113,-0.98586414346064,1
0.98761139746526,-0.957253649458034,1
0.999819244928469,-0.999887527336846,1
0.999781003854785,-0.99984495014334,1
0.999414565881537,-0.999566422804728,1
0.998443919586161,-0.999204955850446,1
0.999584119675302,-0.999138822279122,1
0.999863160578146,-0.999982860546069,1
0.999682797159665,-0.999939632870112,1
0.999142551618902,-0.998228257244902,1
0.999731986553038,-0.9998297654103,1
0.99976535579036,-0.999872189180616,1
0.970523866082553,-0.862284645123842,1
0.992618446652157,-0.954325675557196,1
0.97187765839501,-0.91637918326196,1
0.999873682470038,-0.999971806733303,1
0.992430492387067,-0.920477994297024,1
0.986488330648067,-0.908660415090887,1
0.992546326450179,-0.939140284714331,1
0.98198701581747,-0.937149706545643,1
0.985848966793481,-0.974389162931317,1
0.859777263448247,0.571634538981039,1
0.507762508422966,-0.988000475310914,1
0.781875622462113,-0.136558012303801,1
0.993577067843378,-0.936668420982639,1
0.973597275437321,-0.579455812255546,1
0.999766903178547,-0.999814582453573,1
0.998379364805748,-0.997127901755128,1
0.998323634218021,-0.997673420334126,1
0.998025082438839,-0.996029040605,1
0.999025400366385,-0.995050962707798,1
0.999702586722114,-0.999813860545564,1
0.999939419030821,-0.999994433193688,1
0.998898858761569,-0.997049703629685,1
0.99865497640645,-0.999763849663687,1
0.998118834818244,-0.995478108060512,1
0.998392965552451,-0.998539518754127,1
0.997404168514609,-0.991551919089372,1
0.995728234063006,-0.983059345821276,1
0.997762680041234,-0.986013983679123,1
0.998896966624181,-0.992135090750607,1
0.998953780008318,-0.993367340375767,1
0.999843302187665,-0.988272875401951,1
0.99856592572814,-0.988768876002939,1
0.997083173222285,-0.708616994301442,1
0.999563797391241,-0.993096157931319,1
0.985093270791289,-0.930207003148014,1
0.999677779432707,-0.99772346775036,1
0.999910317649065,-0.998839901921091,1
0.99949960749403,-0.994292787583417,1
0.997247818104061,-0.981280110394711,1
0.999015324292211,-0.985342740957389,1
0.37984748962166,0.809997423609486,1
0.957202085629205,-0.53917428944832,1
0.950699093634655,-0.337561207188309,1
0.95079158816953,-0.163098538860882,1
0.961249314095124,-0.850863268908247,1
0.995586087182542,-0.995760867061544,1
-0.796064881353971,0.992630340786623,1
0.999870495774267,-0.999785460005294,1
0.0706600040606116,0.907751183693816,1
0.90912108055005,-0.585954721584002,1
0.726896994527708,0.321675181147128,1
0.0863982335831271,0.845155180455165,1
0.350140191619261,0.837792036402874,1
0.80033607790634,0.124413144036799,1
