"DF.L1.C1","DF.L1.C2","DF.L2.C1","DF.L2.C2","DF.L2.C3","label"
0.999978251236598,-0.991876950486579,-0.998314779585004,0.812187903093393,-0.941623044676898,1
0.999999386392812,-0.449944605578419,-0.974418031853794,0.192991083119271,-0.951549316385887,1
0.999999953920571,-0.713746260140164,-0.993169209396838,0.573034682083123,-0.94694151072392,1
0.985498293235749,-0.997496621070211,-0.99834686806988,0.816855519503923,-0.942009785716844,1
0.984331542694223,-0.989362104112871,-0.998276465333199,0.812230140595323,-0.94221136245003,1
0.994092785037176,-0.993221749752207,-0.998319966131572,0.813548784397051,-0.941799296986177,1
0.89836348880812,-0.985615053259291,-0.998146330614941,0.818303199234654,-0.945153018991703,1
0.998390984636032,-0.996762033384849,-0.998354103316589,0.815198307963932,-0.941580072365031,1
0.98813798324367,-0.997147989022109,-0.998346702009783,0.816402922368994,-0.941926004917983,1
0.989854997241097,-0.990191675996027,-0.998289587757446,0.812180951129836,-0.942005497843168,1
0.996686442759855,-0.997282994288672,-0.998356660751758,0.815663849890946,-0.94162857541714,1
0.988815305994854,-0.989616199350962,-0.998283503721993,0.811943052866684,-0.942052640014369,1
0.994023275649546,-0.997949318887777,-0.998359429063983,0.816303870428558,-0.941707230202972,1
-0.0397609678937227,-0.579439530804705,-0.974421256973471,0.615088633740584,-0.972807117522652,1
0.226678494484164,-0.97768538100753,-0.997060501799982,0.869277772679015,-0.963351345091493,1
0.419288065487796,-0.970301506419984,-0.997296158623549,0.85167698944866,-0.958981714224676,1
-0.555864767619724,-0.9178923902005,-0.993517373643299,0.895796929448085,-0.977575112850501,1
0.915647794916051,-0.9994522557458,-0.998289763470347,0.82448488328868,-0.944323829500702,1
0.915035972062135,-0.999186046081747,-0.998286811411444,0.824393372955347,-0.944349113433532,1
0.921941800256205,-0.998023265397636,-0.998284195818484,0.823111371612863,-0.94414308924766,1
0.981948866248376,-0.997389264712421,-0.998342287489383,0.817131426944324,-0.942133696066884,1
0.407790595667824,-0.996409631181267,-0.997612061325634,0.864453649367596,-0.958892731245007,1
0.983451761798706,-0.999877586407749,-0.998364478041226,0.81841559154995,-0.94203269605814,1
0.978654334371873,-0.999656240685749,-0.998357719232234,0.818742064394887,-0.942201560894147,1
0.917780594775985,-0.995230236549117,-0.998255339423987,0.82193283417781,-0.944334164225648,1
0.953709215469146,-0.999286070055253,-0.998328708788262,0.820872367972861,-0.943056680070792,1
0.776695303003029,-0.999364008787803,-0.99813320430008,0.83675985566644,-0.948733616933587,1
0.978261248820754,-0.857138411843047,-0.996633268593182,0.719415512327447,-0.944974788854918,1
0.961613559231786,-0.941508625464152,-0.997775281839429,0.784598877677403,-0.943913060625671,1
0.976684195023765,-0.872174333421153,-0.996875565454857,0.731946722879372,-0.944741486266094,1
0.992139432758213,-0.999843770352328,-0.998373088825681,0.817573746624532,-0.941734367822104,1
0.955550612090287,-0.909316012557282,-0.997373827905054,0.762951211729063,-0.944728928926056,1
0.915958784103655,-0.870704629322041,-0.99673026427499,0.738757581578589,-0.946724112709074,1
0.653743726306448,-0.897849441964451,-0.996638390875252,0.789365257422619,-0.953989592889157,1
0.972665017533263,-0.919486432868294,-0.99753154860001,0.768209944806348,-0.943969767268669,1
0.990871283977718,-0.958222945489983,-0.997992056578994,0.792374932431779,-0.942603680133959,1
0.950866861089426,0.322309391934583,-0.207993746806184,-0.810030113737323,-0.963980528540577,1
0.0988565121534354,-0.975959192181405,-0.99678752195608,0.87724864953772,-0.966073718601037,1
0.990987380549669,-0.26364870664294,-0.935491117282707,-0.123782062894733,-0.954809233561628,1
0.896199534398222,-0.907802452380343,-0.997253426838312,0.7688876088898,-0.946669302342463,1
0.869792373444817,-0.60802403272528,-0.987405551752632,0.467057643711862,-0.952650818929299,1
