"DF.L1.C1","DF.L2.C1","label"
-0.935441514067501,-0.978738237515323,1
0.410699917874474,0.592298702539304,1
-0.256710129277739,-0.652896231868409,1
-0.996223208099785,-0.983666927267373,1
-0.979831428642219,-0.982461901546529,1
-0.990608573708991,-0.983263713375237,1
-0.985859135151921,-0.982914938527972,1
-0.997265511996583,-0.983740712800671,1
-0.995508460854245,-0.983616137888248,1
-0.98955355800298,-0.983186853377446,1
-0.998951762154459,-0.983859384357277,1
-0.983386286337507,-0.982730502120085,1
-0.998090369852558,-0.983798870734879,1
-0.100538673691703,-0.412265657198051,1
-0.983863189099016,-0.9827662246771,1
-0.969181097109882,-0.981632142691032,1
-0.909428966760546,-0.976203094179251,1
-0.999354245137422,-0.983887582266594,1
-0.999519432520132,-0.983899141127488,1
-0.998860777899027,-0.983853003231334,1
-0.996688278605426,-0.983699890924676,1
-0.996733447579955,-0.983703088931657,1
-0.999919174506518,-0.983927078744048,1
-0.999671079264773,-0.983909745251179,1
-0.991014049470756,-0.983293160324207,1
-0.999054040868177,-0.983866554627035,1
-0.999362553463034,-0.983888163831859,1
-0.509705074942447,-0.870308970920358,1
-0.770781504275639,-0.956754188924706,1
-0.758482416203991,-0.95441536126537,1
-0.999897477945,-0.983925563625236,1
-0.612308741803788,-0.915264622754585,1
-0.68877493291456,-0.938639613118937,1
-0.7889424732616,-0.959994565872284,1
-0.684286493784289,-0.937459546003189,1
-0.92574149364947,-0.977825737953135,1
0.863045158211439,0.931785201717684,1
-0.97369192202252,-0.981988222684288,1
0.419360747276425,0.604472838064431,1
-0.776061022149467,-0.957721782273071,1
0.0440120097281687,-0.121194351377496,1
-0.999322965107774,-0.983885392543741,1
-0.992670174624559,-0.983412900930948,1
-0.995400222697855,-0.983608432926042,1
-0.983588406849901,-0.982745650976507,1
-0.984675353308987,-0.982826891584283,1
-0.998938463355856,-0.983858451810152,1
-0.999975741171809,-0.983931028253167,1
-0.993091017189776,-0.983443192700231,1
-0.999613681875222,-0.983905732468548,1
-0.989990358210051,-0.983218717506555,1
-0.995086024727538,-0.983586046297268,1
-0.977203524225483,-0.982260682340595,1
-0.965140401681054,-0.981307257488302,1
-0.955354238691943,-0.980496642151397,1
-0.971868649129933,-0.981845126493913,1
-0.981472635245419,-0.982586419771115,1
-0.961562463243755,-0.981014831627068,1
-0.969270234342168,-0.981639246191602,1
-0.331946384752372,-0.737550558053593,1
-0.974385612385283,-0.982042371698771,1
-0.735833213974554,-0.949780992590493,1
-0.98310433981607,-0.982709348308637,1
-0.992018333125518,-0.983365873602292,1
-0.969929222994693,-0.98169167776711,1
-0.922400024228979,-0.977502516324072,1
-0.926883667085339,-0.977935164434525,1
0.77041074291567,0.89936997146314,1
-0.454733012861358,-0.837866788602487,1
-0.18351882143968,-0.551164281006681,1
-0.0453778897577519,-0.307284273974629,1
-0.757576070930831,-0.95423820076434,1
-0.995332928817497,-0.983603640781624,1
0.994642358841617,0.961085837599274,1
-0.99892848187392,-0.983857751846985,1
0.877325388845723,0.935788115990498,1
-0.592555042657947,-0.907959637341499,1
0.595972774814921,0.795751192469135,1
0.808005813549293,0.913990031507297,1
0.835616610877091,0.923411541052196,1
0.336026093556947,0.475903499415161,1
0.850543142762847,0.928083991827011,1
0.952782721590183,0.953438046500635,1
-0.998543234699718,-0.983830712918232,1
-0.998675179128501,-0.983839978614118,1
-0.99966921755117,-0.983909615110102,1
-0.999004994037034,-0.983863116583441,1
-0.999866160790168,-0.983923376429323,1
-0.998219155290524,-0.983807932319442,1
-0.99672645524987,-0.983702593908652,1
-0.920579810979361,-0.977324491172957,1
-0.999470875027739,-0.983895744207839,1
-0.999581869643986,-0.983903507975255,1
-0.99004472391037,-0.983222679236477,1
-0.992295996750445,-0.983385921882475,1
-0.999055163497655,-0.983866633311668,1
-0.987569824760331,-0.983041385540752,1
-0.977904605886564,-0.982314587019188,1
-0.939706798562409,-0.979127628484641,1
-0.978386706103134,-0.982351560449568,1
-0.991502764114586,-0.983328584077691,1
-0.992592842143294,-0.983407328652644,1
-0.996668789871362,-0.983698510911301,1
-0.979406994536003,-0.982429556393287,1
-0.974239349766682,-0.98203096797154,1
-0.989719660013038,-0.983198977412161,1
-0.869291115077686,-0.971694294353547,1
-0.993718780130173,-0.983488276443456,1
-0.78648336626565,-0.95957012911527,1
-0.96536371101663,-0.981325359977444,1
-0.96682116051471,-0.981443081793098,1
-0.977267303086115,-0.982265592886875,1
-0.971649768755346,-0.981827872520806,1
-0.981497603249682,-0.982588307308879,1
-0.976284466906774,-0.982189771269238,1
-0.95302757045484,-0.980298852222029,1
0.481246379101016,0.683517300446555,1
-0.6237027068546,-0.919222742397774,1
-0.786309044044718,-0.959539874616558,1
-0.912704282566091,-0.976538046173891,1
-0.997546534809438,-0.983760549985725,1
-0.999578393151001,-0.983903264860483,1
-0.998846163235468,-0.983851978007491,1
-0.999973835415369,-0.983930895208096,1
-0.999711315088916,-0.983912557637882,1
-0.998752682928655,-0.983845418803311,1
-0.9987353450785,-0.983844201973185,1
-0.999966688696523,-0.983930396270119,1
-0.999251721783819,-0.983880404134183,1
-0.999475098144761,-0.983896039671193,1
-0.89653500108964,-0.974837964780628,1
-0.848619758588098,-0.969053570024088,1
-0.761309446823279,-0.954963659469694,1
-0.925281993465197,-0.97778156410642,1
-0.642654141316931,-0.92541675320332,1
-0.993685448516091,-0.983485885746539,1
-0.989892548651302,-0.983211587605931,1
-0.998142318992847,-0.983802526578744,1
-0.916606208552683,-0.976931002297747,1
-0.997282168689859,-0.983741889253632,1
-0.996652119327067,-0.983697330364323,1
-0.991950408149932,-0.983360965531658,1
-0.99968045463548,-0.98391040061047,1
-0.99185186337808,-0.983353842406284,1
-0.977661337565809,-0.982295901052173,1
-0.486624019342812,-0.857496160125864,1
-0.925372943156909,-0.977790314416014,1
-0.985165447831484,-0.982863398109118,1
-0.980633171688964,-0.982522839601885,1
-0.997509688183542,-0.983757950378601,1
-0.975043301066274,-0.982093561460828,1
-0.946478542434588,-0.979731395320235,1
-0.980488954015939,-0.982511893555738,1
-0.952926703240489,-0.980290232737651,1
-0.996475898613004,-0.983684845871116,1
-0.998260566102583,-0.983810844993502,1
-0.999197071055328,-0.983876576488899,1
-0.998636467763348,-0.983837260684346,1
-0.999064125538694,-0.983867261443747,1
-0.999663987281743,-0.983909249488183,1
-0.998515345145036,-0.983828753721218,1
-0.998676963419088,-0.983840103878453,1
-0.998983356341928,-0.983861599611453,1
-0.999854875565104,-0.983922588194757,1
-0.996353136462903,-0.983676143088256,1
-0.976572642202067,-0.982212035990797,1
-0.968483992887064,-0.981576495256233,1
-0.997807028793322,-0.983778916617587,1
-0.940827809361541,-0.979228792685464,1
-0.994056834670974,-0.983512503888355,1
-0.97652375832758,-0.982208261115678,1
-0.933379267053204,-0.978547399840724,1
-0.959101759123117,-0.980811092615588,1
-0.983016010027634,-0.982702715841371,1
-0.997002915319118,-0.983722154581891,1
-0.996485513699814,-0.9836855273039,1
-0.996715275980363,-0.983701802439694,1
-0.998948170747755,-0.983859132523555,1
-0.952481369551782,-0.980252132640031,1
-0.989616428175345,-0.983191443385566,1
-0.970654662445654,-0.981749224891578,1
-0.992822631529382,-0.983423880948733,1
-0.986859293257049,-0.9829889790742,1
