"DF.L1.C1","DF.L1.C2","DF.L1.C3","label"
0.992059759787674,-0.98736183523588,-0.971413584125335,1
0.98493701982047,-0.0288363152029876,-0.989249193015516,1
0.990877400551406,-0.473958159507186,-0.998954572922372,1
0.982214979713736,-0.998583179390999,-0.965736457962256,1
0.990327914040109,-0.989862180415391,-0.899467690929157,1
0.992098675942193,-0.994610669548329,-0.951954504954249,1
0.947328400678202,-0.989980870210032,-0.798560505435531,1
0.992649885303487,-0.998800836599394,-0.996920768649264,1
0.985328065805645,-0.998126391081709,-0.939773796964885,1
0.988511513342482,-0.992817657307167,-0.942928240491121,1
0.984442025850047,-0.99918660263221,-0.994029030709359,1
0.985092718590254,-0.992445069750947,-0.945606161699472,1
0.990184214589271,-0.998962930043594,-0.972934380662872,1
0.866416167035173,-0.435690010742493,0.182377767603849,1
0.813740570400085,-0.983385514157132,-0.447611639080757,1
0.894639464402777,-0.978374616633401,-0.537717786506171,1
0.812589658735634,-0.934558216779202,0.0364070341178153,1
0.961758179071423,-0.99980945585166,-0.974723889167491,1
0.955541948556637,-0.999754249435637,-0.972197144653356,1
0.947577574374631,-0.999406481788274,-0.969883065572409,1
0.975586627220136,-0.999033377095994,-0.982389033057679,1
0.879126356571389,-0.998571177492499,-0.832498204268695,1
0.973132563333393,-0.999973519167696,-0.994014889784912,1
0.978707772616501,-0.999912675105713,-0.993457766893875,1
0.920678437932764,-0.99741491983527,-0.915311323925854,1
0.964931115450449,-0.999729607239282,-0.977456571841677,1
0.891830463369828,-0.999781782699555,-0.899181003555313,1
0.975068447658475,-0.861035879187651,-0.948531328786629,1
0.975373394704197,-0.943260399506529,-0.929038189253339,1
0.964028796920212,-0.920046267859306,-0.973881467256192,1
0.986782989890129,-0.999949780880636,-0.991378280154853,1
0.969508342976579,-0.903157883268359,-0.904631749472593,1
0.9296687384497,-0.901142504360896,-0.907348443704448,1
0.916332506069207,-0.914882429880429,-0.747957116768188,1
0.973984224966246,-0.930151684832821,-0.964403135441867,1
0.974024596971618,-0.975337908663271,-0.973209267968031,1
0.905391795024995,0.499953411394808,-0.564908055796557,1
0.761242729726314,-0.987867639953348,-0.937751676819818,1
0.897699412283123,-0.313459135488104,-0.930927241576313,1
0.934870480076416,-0.925350783283633,-0.847166878361048,1
0.926320449762564,-0.558434200075931,-0.723859547089522,1
0.966421769881368,-0.999671526531484,-0.954653335979597,1
0.892499315917516,-0.995784684673787,-0.818339616146143,1
0.950675072798446,-0.996393437311926,-0.882847090850195,1
0.942345543002894,-0.994513155242257,-0.901758716772858,1
0.947647160321259,-0.991662085163705,-0.778918303205297,1
0.959605022487809,-0.999663360917613,-0.952814116427396,1
0.977431967340856,-0.999989302533763,-0.992650632333449,1
0.879423264793506,-0.995155441932298,-0.634557831442125,1
0.993367141048144,-0.999728695485923,-0.997185298173216,1
0.989083833610615,-0.993958576403197,-0.965270936807428,1
0.988668036543921,-0.998026471280639,-0.982418299305049,1
0.984738406114363,-0.988235958034248,-0.928581606314855,1
0.97844272046062,-0.977457766861814,-0.876774607835167,1
0.967211316819321,-0.979901766863973,-0.817569955949526,1
0.986510281842856,-0.987132020923616,-0.874376076022897,1
0.977668440685503,-0.989803681854705,-0.876368756400731,1
0.998141033418198,-0.978731331626598,-0.876159013674005,1
0.996768838878225,-0.979430245978016,-0.85603215724905,1
0.998025644880677,-0.642518495628184,-0.845314661428004,1
0.993901775923665,-0.988394988302524,-0.897981545632383,1
0.980991677459867,-0.897789138688786,-0.698197052311661,1
0.989442355966744,-0.995891472053319,-0.879600948725361,1
0.992277105496678,-0.997598551502205,-0.888607737171084,1
0.979527719348228,-0.989772647702082,-0.842283279473905,1
0.977221224035747,-0.974553273184533,-0.818214150132226,1
0.987432714816644,-0.978158651285399,-0.865141415128589,1
-0.107537178128777,0.775780428447368,0.656407058460199,1
0.501794480274261,-0.475910116796852,0.5192359608852,1
0.320599162001956,-0.299229044734697,0.518110473978018,1
0.596895930755548,-0.10979859586997,0.428671171286689,1
0.906474388815922,-0.861595393128443,-0.824349081380658,1
0.861994151443325,-0.993508763859578,-0.603492901426381,1
0.0912227866801147,0.98809992293324,0.779846690404749,1
0.968048608406945,-0.999612754562585,-0.94906981209639,1
0.263723104689548,0.871004645320099,0.656203241068719,1
0.621364097487539,-0.539988219641056,0.194921467113772,1
0.71450982103988,0.365541677036051,0.663126486954241,1
-0.200551226150442,0.825799522332213,0.753135711751773,1
0.508359682340015,0.782711313491522,0.361955632750631,1
0.854843044335803,0.222173035411352,0.481890382187244,1
0.276130852192581,0.840125679612719,0.822693221201936,1
0.50452150016729,0.959986778045419,0.74329292395815,1
0.679457736571948,-0.999198964574469,-0.904299064262534,1
0.755130536495506,-0.999210266001017,-0.91188582050292,1
0.624429964859853,-0.999847050738941,-0.889223943330744,1
0.680263178647706,-0.999518629815835,-0.848471722181763,1
0.678114720642505,-0.999927955730266,-0.937042773969336,1
0.530917628562042,-0.999241392250986,-0.654953148606191,1
0.14919346512077,-0.998850018246392,-0.466867342928714,1
0.154459968029353,-0.959849441502319,0.169657062379895,1
0.672368382978304,-0.999732293123185,-0.975678155108646,1
0.732600863874677,-0.999815985262803,-0.93990070888644,1
0.969849962606148,-0.994132890042603,-0.99647959999532,1
0.981982971110547,-0.992228184312975,-0.998712244764102,1
