"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L1.C6","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","DF.L2.C5","label"
0.99987645821097,-0.949072909047548,-0.97804440177094,0.0265299928499912,0.979357017709892,0.986119222568311,-0.988549101767453,0.981437852227339,-0.874053818937881,-0.95612724074004,0.594604894776743,1
0.971078887080449,0.243645265531168,-0.814417500283538,-0.137762506006654,0.874964997898642,0.0827102872573239,-0.92670525919203,0.514659230375041,-0.697144270694506,-0.471640673988011,-0.0863292751581624,1
0.980058935129208,0.259249141307673,0.602344186806931,0.842231087789395,0.936188084318475,-0.0203209218871039,-0.981985584505138,0.796935818982439,-0.906529610076838,-0.703836738802348,-0.0888051374662824,1
0.999357235059886,-0.967106046383022,-0.979572395687704,0.908222564588628,0.727062781304329,0.985674178475925,-0.996514415216595,0.991528753033495,-0.889736284038251,-0.98394729313336,0.583219267669007,1
0.999907081380144,-0.837486004005942,-0.921579197993736,0.942278034246392,0.63949081363142,0.8730040064213,-0.995620506185046,0.986751510095149,-0.869812896951446,-0.977793211998856,0.521532592577346,1
0.999887011239002,-0.912693193128163,-0.827431063828675,0.96787839052773,0.539745654932137,0.949018673611973,-0.995473130939705,0.987891894844636,-0.867104892025303,-0.978666871677951,0.55432043340873,1
0.999124018199395,-0.874867382458659,-0.908808958432116,0.911555610054409,0.659322051978753,0.809087704196445,-0.995610456619243,0.986563770972337,-0.866119356357681,-0.978209744139394,0.534350188645197,1
0.996573404616531,-0.954497242847665,-0.988211460847751,0.969167726761376,0.228890718823844,0.968824541690381,-0.993489269893605,0.982905921889829,-0.785434331375105,-0.974857129221175,0.558308402506525,1
0.999860151868267,-0.9623909900186,-0.913146303430712,0.962545546871855,0.7066890082894,0.980793618373542,-0.996666028857011,0.991677366597277,-0.892903619915798,-0.984182068037874,0.580705591158955,1
0.99987230484997,-0.883141548296881,-0.922475251400366,0.923188111651082,0.658883303408714,0.895276063319038,-0.995810645196265,0.988133810082594,-0.874298173514704,-0.979475622982518,0.542801903082663,1
