"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","label"
0.999979037538624,0.987193489452907,0.998447813667598,-0.983635306850071,0.210857488911194,0.89646479716664,1
0.999999609193956,0.993212718454177,0.994235722909938,-0.464950365973524,-0.455199808710483,0.641454430421348,1
0.999999967873081,0.999902037908176,0.999870981078751,-0.747696475635143,-0.0924092897254107,0.816711197233376,1
0.829614683500984,0.918873725668291,0.990551875932539,-0.994771050541263,0.254000245680781,0.908892147590549,1
0.914987660142262,0.940410673240123,0.994356372828345,-0.962243744923993,0.181785225383307,0.8943054123467,1
0.940261411028805,0.95626758288968,0.998515923996685,-0.970881631177239,0.197133281073801,0.896127115375567,1
0.43465344792666,0.822799845973229,0.985191000202031,-0.9623594373373,0.354051352032649,0.928367948727298,1
0.946002609621007,0.983897655052845,0.983891210276751,-0.994315641267808,0.250430370141369,0.903330660457823,1
0.827666251636252,0.946902549428908,0.99833895284611,-0.989205236940129,0.284265021526741,0.911662583967749,1
0.907915606011939,0.914086165357929,0.993557121573936,-0.974862109634976,0.170894089742199,0.895021411851609,1
0.900458267683645,0.985911269006781,0.98434951658521,-0.993418870022088,0.281653888032195,0.908238328965309,1
0.905519356629685,0.860731613771284,0.985484527563203,-0.979365335235709,0.109100548738217,0.888556412646187,1
0.90747500120851,0.983008932692722,0.997773610192147,-0.991849223189725,0.277451584457714,0.908109941442418,1
-0.0132523574862569,0.577852200293873,0.677983696922758,-0.554957331329356,-0.312136957627194,0.776979575174117,1
-0.172624127550529,0.950717240766586,0.979987338237784,-0.926421207064155,0.719854888228209,0.966623760928824,1
0.245153362945157,0.963660908574688,0.928355666613984,-0.944770538688408,0.558493429168312,0.946295401476931,1
-0.64208306648023,0.858589509572066,0.762945490540851,-0.903218475045368,0.75743774913624,0.970779083144501,1
0.135146410796271,0.961814617709788,0.992885052485178,-0.998937931309838,0.669493950282083,0.961638560725436,1
0.0715279532479027,0.976599623298601,0.992345176470091,-0.998307777924913,0.702466268320401,0.96496028023489,1
0.112353668201225,0.972647597295222,0.983673706480228,-0.996500305516661,0.68151423801483,0.962544204332533,1
0.690197694448895,0.974717415673647,0.987529042760684,-0.993345010781505,0.401036130903319,0.926958169116348,1
-0.64034569112412,0.917077150935189,0.983132487333221,-0.99252334924551,0.858223392964548,0.983137899566698,1
0.608922519598685,0.992772763305976,0.996021202173916,-0.999767934919507,0.475846627313635,0.936583367057977,1
0.551294838671749,0.98958062469978,0.992785489203678,-0.999240899697903,0.501993540445535,0.940117072586317,1
0.418464729026553,0.900804852807184,0.985568891128229,-0.983087519757329,0.468611041576851,0.939594474660798,1
0.43734312361088,0.961637555990038,0.99349061097477,-0.998137001399388,0.534107802020004,0.9454812355768,1
-0.342786320594894,0.952166380385711,0.996574542044345,-0.996821239947673,0.812110799851097,0.977734092695829,1
0.889248684433171,0.824025934304234,0.820090445598597,-0.795284674168473,-0.248498856060635,0.786807641252593,1
0.811318651551865,0.805795945614805,0.900442931394068,-0.927276832476068,-0.00389130103512025,0.866412622333028,1
0.85093116319127,0.954675680500957,0.767987468110566,-0.913523761640422,0.0755973757868884,0.861731096957351,1
0.742037559688535,0.989744177032759,0.999150276096425,-0.999435045949449,0.397763996628578,0.926052258991052,1
0.785587276645441,0.704511029736635,0.921797260266084,-0.856696010318649,-0.197568538467263,0.829124291380024,1
0.603756718290697,0.831481869440504,0.874316796208066,-0.841101351176939,0.0444950856035126,0.868824211253455,1
0.340210122008634,0.910673304653573,0.868830142168093,-0.894343784309745,0.380268154958125,0.922272403624653,1
0.861133744815493,0.897910489744441,0.845309292804908,-0.907091225453968,0.0239104551649548,0.859451697970885,1
0.879798058748397,0.910415064223983,0.934580031032388,-0.901164155615217,0.0594900537235157,0.869155764951788,1
0.871510549637522,-0.182388281407916,-0.268275362358289,-0.122970556353042,-0.994337897007114,-0.793266350842528,1
-0.646282016298761,0.606753878619591,0.985974157027654,-0.892536513683681,0.64355842645565,0.967628800331447,1
0.958814788082119,0.591587897330617,-0.16867441396066,-0.590622114981356,-0.869754884464999,0.0512239036321148,1
0.50768412077668,0.723383464422276,0.904730509232084,-0.878202018631887,0.0409407355500813,0.881306662904831,1
