"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","label"
0.999999976971607,0.990699026409919,0.96045180873382,-0.999679756968017,-0.115847025366614,0.0547617428661608,-0.97682908570378,-0.530438420198549,1
0.999999999663353,0.992550298917229,0.979585919392902,-0.852704208890505,-0.23727442948336,-0.0132649069611486,-0.969121181944862,-0.532281967567182,1
0.999999999995595,0.999967212004613,0.947477216974128,-0.699351740769822,-0.318476332333455,-0.072777083866157,-0.958544543873521,-0.515967672573619,1
0.994500790937737,0.986423917423143,0.804176827055141,-0.999984584912373,-0.00484795047184838,0.0789741962203182,-0.977388561135009,-0.468459215265711,1
0.997681029880009,0.97270664686583,0.825118153275088,-0.999969186424589,-0.0392833157351835,0.0661369852923387,-0.977454006252773,-0.47421660390051,1
0.999243707843952,0.983463055943301,0.808639722966411,-0.999983125580367,-0.0171303292665359,0.0744314956395994,-0.977364711065242,-0.470307436337196,1
0.949180159681525,0.95429635363587,0.695096220010137,-0.999910739433683,0.0887009991408393,0.0965363471761632,-0.97845641288576,-0.408405468860021,1
0.998571423675551,0.993828600429851,0.798400778781328,-0.999968127327449,0.00287998994988292,0.0824869564937676,-0.977281773339041,-0.468451233415001,1
0.996351785697472,0.990202647825068,0.733257266704668,-0.999986634942787,0.0470210483791107,0.0913703332874438,-0.977527415395946,-0.440699865586975,1
0.998257580926504,0.971119446393047,0.841107139386657,-0.999985717803759,-0.0529936052304785,0.0624638970804557,-0.977422363277834,-0.480296472321324,1
0.995799990611601,0.992967110701405,0.767524648916335,-0.999930507353793,0.0268423900583689,0.0879434252259416,-0.977403012032153,-0.455334263604884,1
0.997713768083847,0.959822226932958,0.852507068916766,-0.999977665485671,-0.07337139027297,0.0541743269678248,-0.977522415246039,-0.482190371413496,1
0.998319016199066,0.993966228647207,0.742325303080905,-0.999987786649135,0.0426676219434879,0.0913489179999836,-0.97744126192706,-0.445639298620552,1
0.294212339491974,0.695004437635697,0.588248273004577,-0.988875629746673,0.567376158799059,0.237843003128451,-0.985493254132598,-0.171473961168097,1
0.459964337975298,0.969793538767948,0.0807490033980538,-0.998819152327622,0.809839635161022,0.39488944596581,-0.983569006672086,-0.0255501331365353,1
0.7669600082811,0.971022822509786,0.414426984917498,-0.998985502783045,0.480857902080152,0.22670616399429,-0.980521922709045,-0.252594836124503,1
-0.478590242760353,0.920074122512528,0.316088165935352,-0.998421715710697,0.966386655841311,0.644572732109966,-0.988850124385492,0.0534904861972733,1
0.957415728736679,0.997270966105768,0.449502484538602,-0.999993467181279,0.292435868747542,0.155962959035576,-0.978580550074209,-0.310927441527695,1
0.946101822387658,0.997433774457911,0.388607195504207,-0.9999883853021,0.343241629629346,0.170150002389824,-0.978840322494149,-0.280360972105071,1
0.924148702812309,0.99573307236228,0.40385295000058,-0.999963562500462,0.355329804270937,0.176263913783185,-0.979010235647403,-0.283123456539849,1
0.973352768172035,0.993086518104244,0.594832280049846,-0.999926524117299,0.173401134339459,0.124393650764991,-0.978087527850597,-0.37842443872856,1
0.317360887478154,0.990623031368867,0.160602397082469,-0.999945856576646,0.853105900136822,0.447220836787785,-0.984235524630728,-0.044503989613955,1
0.99187480502816,0.999332278830136,0.44488581831973,-0.99999601062663,0.259278015516149,0.142979116936747,-0.978260735702486,-0.315473772938774,1
0.983320081343907,0.998563143977347,0.449611561158334,-0.999989141721316,0.264955457157023,0.145508067209709,-0.978333452767109,-0.315936271048714,1
0.958498817982686,0.985330656832773,0.513046790618566,-0.999875473993428,0.236816112022433,0.138757859480287,-0.978524533399903,-0.337238984044865,1
0.980771835893036,0.996398569281705,0.524476188175071,-0.999988728203324,0.216017248428033,0.133916064167908,-0.978177626816693,-0.349155863159055,1
0.735854020575388,0.99583634782855,0.251750584207534,-0.999971023246531,0.607697501715299,0.277639071865384,-0.980959636535504,-0.173885222131075,1
0.981709157744255,0.860995484545368,0.75992945483216,-0.997990298471964,-0.105140970175243,0.0154979646546924,-0.978910841603129,-0.418771763843157,1
0.976950695877691,0.921844321819643,0.744395001247905,-0.999588695516491,-0.0170282236767767,0.0572005182188214,-0.97841102399311,-0.426057890561901,1
0.964139631162574,0.954842188661603,0.52109120294015,-0.997101722152099,0.189109712249466,0.115841132276557,-0.978664196551531,-0.333893164911063,1
0.99623515498672,0.999013217120409,0.626464646108379,-0.999998093112898,0.131574499445219,0.113103739546323,-0.977727491693701,-0.397550560662357,1
0.972901444113203,0.872028128022677,0.723481763521189,-0.999454937108968,-0.0553497523700808,0.0323363467363073,-0.979027057995102,-0.404493924850925,1
0.915773839716115,0.898365306108825,0.477963406530562,-0.998122540398177,0.211930498667528,0.110569997778161,-0.979821682945694,-0.290471886786951,1
0.773402343464923,0.932623279589041,0.315956063550196,-0.998756761488424,0.493487682487567,0.216554998229979,-0.981066501704505,-0.19510713878512,1
0.974118188774726,0.934135836467904,0.653876951708229,-0.998656496446501,0.0633351480038487,0.0793919409318525,-0.978507667734869,-0.389746255898737,1
0.986053013670427,0.931061843250856,0.736578254608969,-0.999235454227681,-0.0120911153920336,0.0597565046547323,-0.978235073203596,-0.4264223586607,1
0.917405092152325,-0.0920463878951014,0.848503381109928,-0.982590088942681,-0.8361809901854,-0.499630307145905,-0.986736217802554,-0.198145659605411,1
0.359818704644531,0.926261818071521,-0.111900565357229,-0.935891744983711,0.857267054190979,0.411457811967591,-0.982992951939097,0.108874250846556,1
0.981746607203093,0.449732580719704,0.772872132469256,-0.978336233992804,-0.542214431181442,-0.23760121607565,-0.982139716869362,-0.320417243733384,1
0.92027676153294,0.884239161543879,0.595164272039906,-0.9993378838925,0.111635456677375,0.082673846414752,-0.97967911607325,-0.341845498319187,1
0.898202156221232,0.657278803532776,0.670231355745357,-0.995785815463384,-0.178222719982561,-0.0568205782172988,-0.981734300140658,-0.313262528342133,1
0.989271059104747,0.996181479780191,0.560646150166952,-0.999986752434394,0.181571374689367,0.124556893806257,-0.978003743076521,-0.366778192801582,1
0.831764390122435,0.974356216659448,0.479781829651421,-0.999894061823098,0.383993876203002,0.191889319493834,-0.979826314018222,-0.296444147795823,1
0.981097839277769,0.985580448805327,0.558926369226201,-0.999897016606505,0.180295986498366,0.12207373607957,-0.978195342980988,-0.361929559896381,1
0.930716212372155,0.9726180757843,0.606115542413742,-0.999892271402688,0.192424023851619,0.129113475116896,-0.978661550663717,-0.371040809855562,1
0.981636362659649,0.977832972845788,0.621144687544842,-0.999906328738383,0.128300051396947,0.107699863339618,-0.978106427472791,-0.38757605681771,1
0.978951722860439,0.995872988370926,0.527051563279552,-0.99998668400233,0.215802998856029,0.134002175020371,-0.978192841855202,-0.349867835752559,1
0.989234446669481,0.999649228055739,0.396712210668009,-0.999998913925887,0.293761262939171,0.151642698935744,-0.978411069614902,-0.292607568492522,1
0.706735362773961,0.972027107146951,0.467827269806169,-0.999864487915752,0.508768880419871,0.244950653645411,-0.98090176708041,-0.267404785527182,1
0.999711633552488,0.997263456260636,0.818425698079866,-0.999982374507137,-0.00854247815975406,0.0809449274719477,-0.977175807199135,-0.4773955812999,1
0.998246406356332,0.981138277512516,0.818604963226671,-0.999949438068687,-0.0256392611030742,0.0719246804355415,-0.977370906789027,-0.473608973575203,1
0.999317484647143,0.988985297070717,0.800541362349531,-0.999943370827266,-0.00516144635968452,0.0789291156075791,-0.977322539029593,-0.468323989247549,1
0.997184108982799,0.967987884688878,0.819205643221861,-0.999902930524394,-0.040064489404388,0.064422059625216,-0.977525426404531,-0.470709415524865,1
0.994934134185427,0.945713071404865,0.784313839520751,-0.999780348183214,-0.0388297828951323,0.057448032889996,-0.977886028482056,-0.451121560475511,1
