"DF.L1.C1","label"
0.98950416675041,1
-0.093626228833871,1
0.791925974787553,1
0.998745383210854,1
0.993815489145476,1
0.996126494051597,1
0.990662342476306,1
0.999156592857085,1
0.999020064304459,1
0.994537640610825,1
0.999182002956184,1
0.99312104721327,1
0.999504023265326,1
0.589673043159455,1
0.987474399488232,1
0.985377112349529,1
0.96303994295695,1
0.999886837585252,1
0.99987301875866,1
0.999677684912964,1
0.999286347177597,1
0.999230849373375,1
0.999987481921946,1
0.999955415619142,1
0.996980007755177,1
0.999780954540023,1
0.999797817164875,1
0.854474032941525,1
0.959145408696666,1
0.966430317556263,1
0.999972366399855,1
0.907349054081069,1
0.919662299642683,1
0.964223753988036,1
0.9523041109627,1
0.972943361545725,1
-0.426029748127335,1
0.980316547250664,1
0.297807855504412,1
0.93754445670644,1
0.564589315243358,1
0.999791605074423,1
0.995822198691119,1
0.997313906240105,1
0.995276601459941,1
0.995382525478327,1
0.999778267527206,1
0.999995873190836,1
0.995375751709445,1
0.999795934680168,1
0.996107912117193,1
0.998341384825731,1
0.991842312841493,1
0.982659606458517,1
0.982778177746965,1
0.991864745125178,1
0.992827028350822,1
0.992318010042843,1
0.992439085520408,1
0.842528899632818,1
0.993114671710914,1
0.931467716520525,1
0.998427184635521,1
0.999379136343395,1
0.996914479184374,1
0.98086187098363,1
0.987278744489645,1
-0.814768218160131,1
0.685320624434906,1
0.529543417029119,1
0.344609661446047,1
0.862673481687341,1
0.995074233979649,1
-0.995128971956466,1
0.999807393642785,1
-0.904473689936864,1
0.643743796002138,1
-0.198886146699,1
-0.905826944167848,1
-0.898778467614227,1
-0.0192608804427958,1
-0.777367160776228,1
-0.976708409979502,1
0.999137658423588,1
0.99929970176988,1
0.999881334170891,1
0.999493657702488,1
0.999933588228725,1
0.999333138620575,1
0.998598404167947,1
0.959628982353427,1
0.999715782553354,1
0.999822727257117,1
0.989576841225866,1
0.990539943146977,1
0.998970083198609,1
0.978436068590065,1
0.996348385483002,1
0.954087506147278,1
0.976417589421393,1
0.997011507211307,1
0.994317759901372,1
0.997024705384796,1
0.994649687217059,1
0.991811542570854,1
0.99650664744717,1
0.896147857050807,1
0.996310204388152,1
0.878957456318161,1
0.961432964024277,1
0.976257360993661,1
0.994162345814256,1
0.987810987105076,1
0.993960701137112,1
0.981910493573866,1
0.949436978657362,1
-0.710878562720299,1
0.820913920115852,1
0.644313431118454,1
0.837271772594298,1
0.995416240611147,1
0.999640905991328,1
0.99805771888115,1
0.999977071450887,1
0.999645556005745,1
0.997970348178875,1
0.99832248659025,1
0.999977279214441,1
0.999523828396027,1
0.999320155790448,1
0.94930948354139,1
0.941199999262447,1
0.859251600798857,1
0.931753922194487,1
0.625138409856046,1
0.998018393672585,1
0.996895608616809,1
0.99928862445242,1
0.989606828231475,1
0.99898555225202,1
0.998224904975135,1
0.99730365510866,1
0.99993293739438,1
0.997623586804109,1
0.994576456555636,1
0.215056591276869,1
0.85523448753591,1
0.982480521527815,1
0.991438932595317,1
0.997144111286571,1
0.977148787128252,1
0.905261514214986,1
0.981277617129606,1
0.935350295534801,1
0.993923516288052,1
0.997134893498073,1
0.998855325387766,1
0.998214593014363,1
0.998322764466324,1
0.999576589092402,1
0.997214499216639,1
0.997332264050305,1
0.99807699203461,1
0.999839010485508,1
0.99265445334204,1
0.983643836729553,1
0.987919227917065,1
0.999558231944012,1
0.988930294573622,1
0.997766251137709,1
0.992805285670331,1
0.988023361327483,1
0.993494968173427,1
0.998302508538199,1
0.999699949832611,1
0.998993520799582,1
0.999060809738513,1
0.999819791565911,1
0.983298636262613,1
0.996989729924181,1
0.988273706709587,1
0.99776308781765,1
0.993941073598668,1
0.999336948608771,1
0.998504884883945,1
0.831749888633363,1
0.929740934956586,1
0.0932244942901431,1
0.99732533217484,1
0.993311644522924,1
0.835242904294189,1
0.997463959151226,1
0.923815154546472,1
0.992956407561115,1
0.93676446140228,1
0.999294697993687,1
0.999585272538162,1
0.999390574337157,1
0.997650772084599,1
0.998894101986887,1
0.997775686566995,1
0.998835042041889,1
0.991582215264159,1
0.999117275282369,1
0.998663289462603,1
0.763397164759553,1
0.877533652992644,1
0.829595230199593,1
0.921317522967118,1
0.924837970493179,1
0.885954045185052,1
0.991419004374162,1
0.988386548577273,1
0.997724892273267,1
0.973896178817617,1
0.986324729386277,1
0.925372719866624,1
0.953754627879246,1
0.992954188251031,1
0.958121695340193,1
0.996151457595698,1
0.985329445952106,1
0.98864295501962,1
0.979668808353685,1
0.964223731096166,1
0.991114289716176,1
0.980547842609949,1
0.987833493905691,1
0.986007150657769,1
0.983223661366009,1
0.976299962672241,1
0.956989814544305,1
0.935383493546749,1
0.994719546106919,1
0.983555904017157,1
0.948014410825638,1
0.882960445450319,1
0.998042975500623,1
0.987246912807545,1
0.959831693208549,1
0.955944388245271,1
0.997955018753276,1
0.992447839829514,1
0.987132158315588,1
0.998471274136161,1
0.971248875276008,1
0.927637231804228,1
0.981581126115614,1
0.936517102134242,1
0.998877079056196,1
0.996453345839947,1
0.921529228346198,1
0.987188180324061,1
0.527518954115646,1
0.835346450311437,1
0.999736847313844,1
-0.199021888054444,1
0.809389529109622,1
0.571670917019935,1
0.389389008726298,1
0.598006722414113,1
0.375760041431203,1
-0.0554578210717744,1
0.541799312470753,1
0.737454343887346,1
0.643485269142745,1
0.996193606168544,1
0.980439296598993,1
0.995905789564196,1
0.977381043712618,1
0.982882018169754,1
0.948561827156824,1
0.935736966661389,1
0.990498506475659,1
0.994997486176821,1
0.993918958891828,1
0.979983224576622,1
0.981068686808752,1
0.373071922065559,1
0.972933436258099,1
0.768339679119261,1
0.957032456279019,1
