"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","label"
0.995206950096564,-0.98655725936514,-0.988045032521871,0.986344586506514,1
0.993025446963303,0.0495221000714194,-0.996487000805546,0.985800647886365,1
0.974552144028796,-0.274715068649278,-0.99963395845672,0.999840982790557,1
0.995039370094591,-0.998959218133833,-0.963766245415391,0.96577009473803,1
0.985948938553685,-0.991714658994624,-0.834501975593795,0.929950101360049,1
0.983746909569681,-0.995504222096347,-0.924225386147955,0.96752777897867,1
0.932583018332738,-0.992309834831964,-0.670926487567484,0.886141647215761,1
0.998982915702895,-0.998869669156056,-0.997217865419458,0.988843549379273,1
0.989637983031614,-0.998529542985481,-0.917156674431198,0.969558748668939,1
0.981530141995754,-0.99472064243648,-0.887447309898698,0.92433906809615,1
0.99717278937974,-0.999085748042421,-0.994373923084327,0.991491221550086,1
0.988244203026731,-0.994798705168666,-0.916889609542042,0.906763376804291,1
0.988842529777934,-0.999002015672763,-0.958961864406197,0.987344594267652,1
0.945660147747116,-0.527666303115838,0.0296042461803059,0.274592783019433,1
0.842328583614453,-0.983803632059282,-0.458446683284209,0.912909016282242,1
0.905631224414092,-0.978836715783282,-0.481852716527884,0.939429772305886,1
0.808552453176239,-0.944499862553017,0.0996892858506883,0.787406864689911,1
0.981121915999916,-0.999855920856616,-0.972511429100791,0.993033074137171,1
0.961714772962813,-0.999779178198753,-0.966756047031537,0.994121096402892,1
0.963953863095698,-0.999451185887374,-0.968036943131532,0.991794167655499,1
0.989021206424622,-0.999078604570737,-0.985212582585589,0.992125025043815,1
0.774191138384047,-0.99883849967423,-0.786295590762965,0.978826082196821,1
0.993007621236658,-0.999973889741393,-0.995270632231009,0.998689345480395,1
0.99163437445751,-0.999912023748522,-0.994786486310527,0.997989049307585,1
0.893997059311573,-0.997934189768114,-0.892316791148458,0.979532147249211,1
0.98089916855199,-0.999786661322062,-0.975176340974484,0.993269749772637,1
0.831692374593033,-0.999806141603893,-0.874765623518638,0.99448933287994,1
0.988363906137843,-0.882718698380456,-0.963222326853782,0.817777314202871,1
0.988989150024848,-0.95824077371898,-0.940490389363119,0.815592289117381,1
0.98038352906098,-0.916691795149705,-0.985924459024403,0.91855264781008,1
0.997000749457218,-0.99995418349497,-0.990496174591192,0.996817224487889,1
0.977428386221016,-0.932908697822798,-0.904920810800328,0.754998318067795,1
0.926197353221315,-0.916655368430266,-0.926111111544313,0.846271751419675,1
0.855232404448675,-0.922638068510746,-0.758462411828859,0.826237082432249,1
0.985506572842623,-0.938259946540159,-0.976752980871173,0.888484402522174,1
0.98707755644566,-0.976544702293601,-0.975140799143891,0.930497809893212,1
0.980588747302998,0.273236727692323,-0.684030907566036,-0.614930288314928,1
0.595559374669651,-0.983028472644495,-0.948876200673714,0.975234310049711,1
