"DF.L1.C1","DF.L1.C2","DF.L1.C3","DF.L1.C4","DF.L1.C5","DF.L2.C1","DF.L2.C2","DF.L2.C3","DF.L2.C4","label"
0.999578183929693,0.956372041652549,-0.992858285147533,0.995104371575388,-0.982952268516027,-0.732585497107918,-0.58254897207084,0.972887614221962,-0.925073999949897,1
0.865637805728755,0.941958008825671,-0.999662845995209,0.999220424946832,0.147557226742743,-0.363645563724116,0.0631709975868455,0.559103693482772,-0.66051982859222,1
0.820892521763791,0.988712172883229,-0.998908238892963,0.999995349317499,0.119408615774381,-0.365562096443965,0.0481523090653294,0.568094140529943,-0.670656475655282,1
0.998845417093288,0.89376754156612,-0.861414287653618,0.904190371938237,-0.999312010294183,-0.711282674335679,-0.58507119864006,0.972735892460602,-0.925539472546974,1
0.998634423347875,0.748449303939126,-0.49980608344295,0.561552649932877,-0.998816507572531,-0.601399834827181,-0.560824721335822,0.971276689014257,-0.915735602532642,1
0.998857858106674,0.773561654618394,-0.743531944784907,0.8665619963326,-0.999267483185674,-0.677868447639607,-0.584549985142069,0.969760747603436,-0.924066666318582,1
0.99560912795857,0.561567726222503,-0.160368480681181,0.677639793837302,-0.997692666683139,-0.696182528646461,-0.599063194437674,0.959266953386384,-0.940801168723739,1
0.994734127853452,0.976242794687472,-0.987537144161492,0.972637268728163,-0.998790785280622,-0.733374741470693,-0.586844543168129,0.974309881347358,-0.926049289280338,1
0.999482701268954,0.798317384864861,-0.25326028626121,0.898077870462911,-0.999216145261108,-0.840679168993231,-0.632831629682929,0.961506269848145,-0.959667249213686,1
0.998652751441373,0.753396679728275,-0.751639925519917,0.738230775610162,-0.999241685624941,-0.593729505949872,-0.563895307159499,0.97180617557606,-0.909125934337188,1
0.991227571134538,0.978465532919004,-0.973517083133552,0.982447587346954,-0.999132111284745,-0.741086536828585,-0.589447713797187,0.973893203593461,-0.928000230091179,1
0.998016648088284,0.761983281244357,-0.876999333709802,0.752502155509806,-0.998689930027063,-0.54777876527121,-0.554234159125331,0.973309557747777,-0.897557706159525,1
0.999448108529316,0.915875289686577,-0.540203173722217,0.954810414066748,-0.999549239208569,-0.828674551019174,-0.621626103901919,0.967607032948375,-0.952787828751092,1
0.838719539872566,0.11208644055507,-0.0783888481467028,-0.67195044057234,-0.892989220961748,0.741752942842602,-0.27832843678904,0.960259281914157,-0.532988602452625,1
0.9891794948985,-0.0823682691739442,0.890609262625372,0.735554577661564,-0.990648897584249,-0.776116188429254,-0.662564806231578,0.897317262065968,-0.970090384738829,1
0.968782531428853,0.711942356577565,0.450072376376989,0.5911794443562,-0.996621366394462,-0.867152849655202,-0.64340804323615,0.950278065023864,-0.971302448918198,1
0.950079777552813,0.414740140293819,0.647776893806271,-0.0620426424987468,-0.992359854890975,-0.50987237831768,-0.551691155396285,0.954578004275679,-0.932296643087972,1
0.999463420811571,0.918882567951398,-0.339520417776192,0.986138968351503,-0.99972033542261,-0.875638980279205,-0.642655761404002,0.963696902259509,-0.964193667961322,1
0.999218117016208,0.935654479657869,-0.221517526838414,0.989845877139166,-0.999649210172384,-0.897423931158625,-0.653290113299318,0.961827725360441,-0.96946071722771,1
0.997565022688559,0.928019436334104,-0.501621135457683,0.988132151840978,-0.999124683307929,-0.848425404291511,-0.629553507022422,0.966423670398076,-0.957033088760343,1
0.995074902787422,0.925318547137941,-0.901804238428376,0.984494076129102,-0.998580550280007,-0.744038389566412,-0.593786966160398,0.972220404116902,-0.930785512425326,1
0.997642957953316,0.66486066862074,0.4810275440644,0.960769010911505,-0.998648327251698,-0.931518031949405,-0.691725708185893,0.938373598085101,-0.982156944791314,1
0.999761910179723,0.987140922140889,-0.706355013007771,0.998338676944029,-0.999872272685953,-0.825591975349389,-0.616699392382838,0.97058159321285,-0.94913074189594,1
0.999215230460334,0.977331925045824,-0.828090816492373,0.99646647891679,-0.999671604411795,-0.791954423317866,-0.605283872866426,0.972106910373703,-0.940651399048126,1
0.995732123113094,0.601152939231491,-0.199180463875587,0.976465735700677,-0.996843810656139,-0.814948664402869,-0.637700469642582,0.953096264895551,-0.95826735012921,1
0.999131314938037,0.903953213936016,-0.504635569650584,0.988216716179204,-0.999611450414652,-0.841924623385761,-0.628559342762379,0.96612658963412,-0.956000295433111,1
0.999082525896154,0.760330738107402,0.522390685254439,0.992548177448887,-0.999571585833976,-0.948832219755786,-0.702278254807198,0.939574231870429,-0.98511976252379,1
0.904595392718953,0.593221579325351,-0.985019313792786,0.577203410333236,-0.92592380792622,-0.0856276695259577,-0.461901187365041,0.965388366267574,-0.803304968738035,1
0.981485198850961,0.619667039259418,-0.943475495164269,0.490392991763104,-0.973487641394613,-0.166048064602369,-0.484687553557236,0.973909856526421,-0.822482212939694,1
0.906265252515927,0.848745793132171,-0.987787522431671,0.867339512911838,-0.890841354210819,-0.522081012450659,-0.508019079418193,0.961323818878928,-0.882085612636108,1
0.9998523300694,0.974720671431892,-0.447480710267528,0.990286234816349,-0.999926656184881,-0.871111975928416,-0.636889014601849,0.966583322958044,-0.961643622179538,1
0.970463358231569,0.271319048421388,-0.924673047268865,0.42239233378095,-0.966600336975977,0.221403103974446,-0.450430627043718,0.968068845367163,-0.742637498661678,1
0.919067244555096,0.347940773918541,-0.915743897839691,0.772930312082553,-0.935355874416269,-0.101057367751203,-0.494642253505339,0.955683681965087,-0.823077057997612,1
0.968614897513385,0.428919847723762,-0.415072276525625,0.450519349667723,-0.969337722487307,-0.297856921237635,-0.519124409262375,0.962175898178571,-0.875366332048131,1
0.950927928178529,0.713439371753076,-0.980821988792969,0.729476634589314,-0.932504376153328,-0.377846120040306,-0.502956551948754,0.967464275401923,-0.85934980218064,1
0.954693116559583,0.744025872569274,-0.969722131578159,0.880779450040185,-0.979676081826817,-0.531489805764789,-0.551402192897762,0.968781117987699,-0.893427378543386,1
0.722550024367742,-0.241617933351272,-0.983885026855537,-0.660700712488376,-0.0450730020691876,0.981563778446801,0.390051322390931,0.72677915263261,0.62631435720842,1
0.385705774866519,0.502115090703608,-0.622874299171726,0.961604228005834,-0.568643158185266,0.125432298863475,-0.318584372011692,0.733293208380661,-0.763671976848754,1
0.653875030204077,0.404131902925361,-0.996444495856246,0.464046336402085,-0.156989363695696,0.639757392137961,0.0585753306697476,0.69182546889378,-0.288844215997706,1
0.965643722814393,0.254209401865353,-0.802281318161568,0.614257831465872,-0.971682084269673,-0.0155813819902098,-0.497192884497247,0.961754977890366,-0.814580832891001,1
0.869360654523917,-0.0504990095192559,-0.920143907078725,0.160776632299711,-0.835001130376819,0.729210197498545,-0.298499930599712,0.947205446512528,-0.464071759495338,1
0.999586646204675,0.934325111451778,-0.105592057268147,0.97815683388911,-0.999603473093702,-0.910264003490231,-0.6609234471796,0.959902978184117,-0.972964915252367,1
0.994637006406218,0.664257317713428,-0.0678354574564135,0.880137392579013,-0.997875534673285,-0.835221039320437,-0.639010634736413,0.954562103191035,-0.962146717472853,1
0.997986810347122,0.735867141186266,0.0090523159357877,0.908128874880564,-0.997758538133116,-0.875536098418161,-0.652119988870683,0.954188306417456,-0.968864036415224,1
